"group","subj","sex","age","year","month","sample_number","date","time","Cr","SG","month.name","mum","bday","weaning","mid","neo_value","CV","neo_plate_number","neo_dilution","neo_date_assayed","neo_note","SG_corr_fac","neo_sg"
"tws","blas","M",3.78370978781656,2015,11,242,2015-11-23,2022-02-22 12:30:00,1.62,36,"nov","blaz",2012-02-02,1.817932923,2015-11-15,17.655,11.1,11,40,2018-04-27,"",0.74448063698878,525.752225841477
"tws","peke","M",4.87611225188227,2015,11,243,2015-11-23,2022-02-22 12:03:00,1.48,26,"nov","pans",2010-12-30,2.814510609,2015-11-15,11.659,1.4,11,40,2018-04-27,"",1.03081934352293,480.732909045352
"gn","pira","M",4.79945242984257,2015,11,244,2015-11-23,2022-02-22 10:54:00,0.74,19,"nov","pinc",2011-01-27,1.35797399,2015-11-15,43.206,0.1,6,80,2018-01-26,"",1.41059489113664,4875.69302931596
"tws","fris","M",6.71594798083504,2015,11,245,2015-11-23,2022-02-22 10:00:00,1.52,26,"nov","flet",2009-02-26,1.418206708,2015-11-15,22.065,0.8,11,40,2018-04-27,"",1.03081934352293,909.801152593335
"tws","brav","M",2.63655030800821,2015,11,246,2015-11-23,2022-02-22 15:15:00,1.16,25,"nov","bow",2013-03-27,3.370294319,2015-11-15,18.228,8.6,11,40,2018-04-27,"",1.07205211726384,781.654639739414
"tws","tatu","M",6.70773442847365,2015,11,247,2015-11-23,2022-02-22 14:30:00,0.94,30,"nov","twin",2009-03-01,2.945927447,2015-11-15,23.785,1.6,11,40,2018-04-27,"",0.893376764386536,849.958653637351
"tws","boyd","F",3.61396303901437,2015,11,248,2015-11-23,2022-02-22 15:35:00,0.58,24,"nov","buai",2012-04-04,2.740588638,2015-11-15,11.115,15.1,11,40,2018-04-27,"",1.11672095548317,496.494136807818
"twn","ruki","M",4.73100616016427,2015,11,249,2015-11-24,2022-02-22 10:38:00,0.32,7,"nov","rave",2011-02-21,2.770704997,2015-11-15,18.824,6.1,11,10,2018-04-27,"",3.82875756165658,720.725323406235
"gn","renl","M",2.55167693360712,2015,11,250,2015-11-24,2022-02-22 09:45:00,0.38,9,"nov","robe",2013-04-27,1.834360027,2015-11-15,7.424,11.6,5,40,2018-01-25,"",2.97792254795512,884.323879840753
"gn","stre","F",6.69952087611225,2015,11,251,2015-11-24,2022-02-22 09:35:00,0.5,15,"nov","sput",2009-03-04,3.06091718,2015-11-15,4.264,7.3,6,80,2018-01-26,"",1.78675352877307,609.497363735071
"gn","mayh","F",5.67282683093771,2015,11,252,2015-11-24,2022-02-22 09:20:00,0.56,15,"nov","mixu",2010-03-14,2.214921287,2015-11-15,8.723,10.3,4,40,2018-01-25,"",1.78675352877307,623.434041259501
"tws","bike","M",6.63928815879535,2015,11,253,2015-11-24,2022-02-22 08:30:00,0.34,8,"nov","bif",2009-03-26,2.264202601,2015-11-15,17.462,4.8,11,10,2018-04-27,"",3.35016286644951,585.005439739414
"twn","davi","F",2.18206707734428,2015,11,254,2015-11-25,2022-02-22 14:28:00,0.76,11,"nov","didg",2013-09-09,1.349760438,2015-11-15,6.182,20.5,11,40,2018-04-27,"",2.43648208469055,602.49328990228
"twn","ruki","M",4.73100616016427,2015,11,255,2015-11-25,2022-02-22 16:45:00,0.58,12,"nov","rave",2011-02-21,2.770704997,2015-11-15,6.076,7.7,11,40,2018-04-27,"",2.23344191096634,542.81572204126
"twn","keny","M",5.76865160848734,2015,11,256,2015-11-25,2022-02-22 14:45:00,0.86,23,"nov","kayl",2010-02-07,2.453114305,2015-11-15,4.169,1.1,11,40,2018-04-27,"",1.16527404050418,194.321098994477
"twn","amos","M",5.74401095140315,2015,11,257,2015-11-25,2022-02-22 15:00:00,0.98,21,"nov","ambe",2010-02-16,2.650239562,2015-11-15,9.283,3.1,11,40,2018-04-27,"",1.27625252055219,473.898085931441
"gn","ropa","M",5.90280629705681,2015,11,258,2015-11-26,2022-02-22 12:40:00,0.76,24,"nov","robe",2009-12-20,3.529089665,2015-11-15,15.219,15.6,2,40,2018-01-16,"",1.11672095548317,679.815048859935
"gn","dean","M",4.84873374401095,2015,11,259,2015-11-26,2022-02-22 14:10:00,0.72,24,"nov","desd",2011-01-09,2.302532512,2015-11-15,13.799,14.4,2,40,2018-01-16,"",1.11672095548317,616.385298588491
"gn","dext","M",2.64476386036961,2015,11,260,2015-11-26,2022-02-22 09:30:00,0.8,24,"nov","dj",2013-03-24,1.80698152,2015-11-15,13.061,0.4,2,40,2018-01-16,"",1.11672095548317,583.419695982628
"gn","spor","F",2.18754277891855,2015,11,261,2015-11-26,2022-02-22 09:35:00,0.22,5,"nov","spik",2013-09-07,2.168377823,2015-11-15,NA,NA,NA,NA,NA,NA,5.36026058631922,NA
"gn","mole","F",2.58179329226557,2015,11,262,2015-11-26,2022-02-22 14:28:00,1.06,28,"nov","merl",2013-04-16,1.467488022,2015-11-15,NA,NA,NA,NA,NA,NA,0.957189390414146,NA
"twn","pam","F",2.68856947296372,2015,11,263,2015-11-26,2022-02-22 12:40:00,0.3,8,"nov","park",2013-03-08,1.796030116,2015-11-15,2.046,12.2,11,40,2018-04-27,"",3.35016286644951,274.177328990228
"tws","blas","M",3.78370978781656,2015,11,264,2015-11-27,2022-02-22 12:23:00,0.76,39,"nov","blaz",2012-02-02,1.817932923,2015-11-15,34.706,14.8,11,40,2018-04-27,"",0.687212895681951,954.016430301512
"tws","dame","F",3.854893908282,2015,11,265,2015-11-27,2022-02-22 11:00:00,0.28,8,"nov","dixi",2012-01-07,1.869952088,2015-11-15,7.619,16.9,11,40,2018-04-27,"",3.35016286644951,1020.99563517915
"twn","pam","F",2.77070499657769,2015,12,266,2015-12-01,2022-02-22 10:50:00,0.78,32,"dec","park",2013-03-08,1.796030116,2015-12-15,20.139,12.1,11,40,2018-04-27,"",0.837540716612378,674.689299674267
"twn","safi","F",2.80082135523614,2015,12,267,2015-12-01,2022-02-22 10:11:00,0.54,22,"dec","saph",2013-02-25,1.741273101,2015-12-15,6.688,20.1,11,40,2018-04-27,"",1.21824104234528,325.903843648208
"tws","dame","F",3.93702943189596,2015,12,268,2015-12-03,2022-02-22 11:27:00,1.24,26,"dec","dixi",2012-01-07,1.869952088,2015-12-15,114.478,13.8,11,40,2018-04-27,"",1.03081934352293,4720.2454723127
"twn","king","M",4.11772758384668,2015,12,269,2015-12-03,2022-02-22 09:51:00,0.06,4,"dec","kipp",2011-11-02,2.045174538,2015-12-15,5.434,7.2,18,10,2018-05-15,"",6.70032573289902,364.095700325733
"twn","ruki","M",4.81314168377823,2015,12,270,2015-12-03,2022-02-22 11:25:00,0.36,11,"dec","rave",2011-02-21,2.770704997,2015-12-15,4.212,8.5,11,40,2018-04-27,"",2.43648208469055,410.498501628664
"tws","atom","F",6.81177275838467,2015,12,271,2015-12-03,2022-02-22 09:18:00,0.48,11,"dec","arte",2009-02-21,2.795345654,2015-12-15,NA,NA,NA,NA,NA,NA,2.43648208469055,NA
"gn","dean","M",4.93086926762491,2015,12,272,2015-12-03,2022-02-22 14:20:00,0.84,31,"dec","desd",2011-01-09,2.302532512,2015-12-15,13.713,5.3,2,40,2018-01-16,"",0.864558159083745,474.227441420616
"gn","ropa","M",5.98494182067077,2015,12,273,2015-12-04,2022-02-22 11:27:00,0.5,20,"dec","robe",2009-12-20,3.529089665,2015-12-15,6.128,8.8,4,40,2018-01-25,"",1.3400651465798,328.476768729642
"gn","mayh","F",5.75496235455168,2015,12,274,2015-12-04,2022-02-22 12:00:00,1.08,31,"dec","mixu",2010-03-14,2.214921287,2015-12-15,23.787,3.9,2,40,2018-01-16,"",0.864558159083745,822.609797205002
"gn","dais","F",5.81245722108145,2015,12,275,2015-12-04,2022-02-22 12:31:00,1.6,37,"dec","daff",2010-02-21,1.98220397,2015-12-15,65.645,11,2,40,2018-01-16,"",0.724359538691786,1902.02327669689
"gn","dann","M",2.86652977412731,2015,12,276,2015-12-04,2022-02-22 12:36:00,0.36,17,"dec","daff",2013-02-01,1.552361396,2015-12-15,6.422,16.7,4,40,2018-01-25,"",1.57654723127036,404.98345276873
"tws","brog","F",6.91033538672142,2015,12,277,2015-12-04,2022-02-22 11:18:00,2.6,40,"dec","bow",2009-01-16,2.516084873,2015-12-15,NA,NA,NA,NA,NA,NA,0.670032573289902,NA
"tws","bong","M",2.61464750171116,2015,12,278,2015-12-04,2022-02-22 15:15:00,0.64,17,"dec","bonn",2013-05-04,1.971252567,2015-12-15,17.531,2.1,18,40,2018-05-15,"",1.57654723127036,1105.53798045603
"tws","sevi","F",2.68583162217659,2015,12,279,2015-12-04,2022-02-22 15:42:00,1.64,31,"dec","sava",2013-04-08,1.735797399,2015-12-15,25.423,6.4,11,40,2018-04-27,"",0.864558159083745,879.186483135442
"twn","davi","F",2.26420260095825,2015,12,280,2015-12-04,2022-02-22 16:00:00,0.56,18,"dec","didg",2013-09-09,1.349760438,2015-12-15,14.142,5.1,18,40,2018-05-15,"",1.48896127397756,842.275613463627
"twn","kabu","F",2.65845311430527,2015,12,281,2015-12-04,2022-02-22 14:20:00,0.46,18,"dec","kayl",2013-04-18,1.604380561,2015-12-15,5.447,14.9,18,20,2018-05-15,"",1.48896127397756,162.207441187115
"twn","onyx","M",2.84188911704312,2015,12,282,2015-12-04,2022-02-22 15:56:00,0.44,18,"dec","opal",2013-02-10,1.631759069,2015-12-15,3.196,3.7,12,40,2018-05-07,"",1.48896127397756,190.348809265291
"twn","allo","M",2.68309377138946,2015,12,283,2015-12-07,2022-02-22 11:30:00,0.46,14,"dec","ambe",2013-04-09,3.394934976,2015-12-15,6.101,1,12,40,2018-05-07,"",1.91437878082829,467.184997673336
"twn","keny","M",5.8507871321013,2015,12,284,2015-12-07,2022-02-22 10:23:00,0.76,22,"dec","kayl",2010-02-07,2.453114305,2015-12-15,11.08,14.4,12,40,2018-05-07,"",1.21824104234528,539.924429967427
"gn","dean","M",4.93086926762491,2015,12,285,2015-12-07,2022-02-22 08:46:00,0.16,5,"dec","desd",2011-01-09,2.302532512,2015-12-15,4.617,1.7,5,40,2018-01-25,"",5.36026058631922,989.932925081433
"tws","bike","M",6.72142368240931,2015,12,286,2015-12-07,2022-02-22 12:28:00,1.18,26,"dec","bif",2009-03-26,2.264202601,2015-12-15,NA,NA,NA,NA,NA,NA,1.03081934352293,NA
"tws","brav","M",2.71868583162218,2015,12,287,2015-12-07,2022-02-22 09:07:00,0.54,16,"dec","bow",2013-03-27,3.370294319,2015-12-15,5.613,8.5,12,40,2018-05-07,"",1.67508143322476,376.089283387622
"tws","dubl","M",6.77891854893908,2015,12,288,2015-12-07,2022-02-22 09:26:00,0.32,6,"dec","dixi",2009-03-05,2.321697467,2015-12-15,12.529,7.9,12,10,2018-05-07,"",4.46688382193268,559.655874049946
"tws","fris","M",6.79808350444901,2015,12,289,2015-12-07,2022-02-22 08:30:00,0.36,10,"dec","flet",2009-02-26,1.418206708,2015-12-15,7.726,5.7,18,20,2018-05-15,"",2.68013029315961,414.133732899023
"tws","tesl","F",2.78439425051335,2015,12,290,2015-12-18,2022-02-22 09:20:00,0.22,8,"dec","twin",2013-03-03,1.49486653,2015-12-15,NA,NA,NA,NA,NA,NA,3.35016286644951,NA
"twn","davi","F",2.26420260095825,2015,12,291,2015-12-18,2022-02-22 10:30:00,0.46,17,"dec","didg",2013-09-09,1.349760438,2015-12-15,11.772,2.5,19,20,2018-05-16,"",1.57654723127036,371.182280130293
"twn","king","M",4.11772758384668,2015,12,292,2015-12-18,2022-02-22 09:52:00,0.26,9,"dec","kipp",2011-11-02,2.045174538,2015-12-15,10.191,10.2,12,10,2018-05-07,"",2.97792254795512,303.480086862106
"twn","pam","F",2.77070499657769,2015,12,293,2015-12-18,2022-02-22 10:13:00,0.6,23,"dec","park",2013-03-08,1.796030116,2015-12-15,23.421,6.4,12,40,2018-05-07,"",1.16527404050418,1091.67533210593
"tws","tatu","M",6.78986995208761,2015,12,294,2015-12-18,2022-02-22 12:42:00,2.42,42,"dec","twin",2009-03-01,2.945927447,2015-12-15,NA,NA,NA,NA,NA,NA,0.638126260276097,NA
"tws","bong","M",2.61464750171116,2015,12,295,2015-12-18,2022-02-22 12:55:00,1,30,"dec","bonn",2013-05-04,1.971252567,2015-12-15,21.94,1.6,12,40,2018-05-07,"",0.893376764386536,784.027448425624
"tws","boyd","F",3.69609856262834,2015,12,296,2015-12-18,2022-02-22 09:57:00,0.5,14,"dec","buai",2012-04-04,2.740588638,2015-12-15,4.048,7,12,40,2018-05-07,"",1.91437878082829,309.976212191717
"gn","spad","F",5.90554414784394,2015,12,297,2015-12-18,2022-02-22 14:55:00,0.86,34,"dec","spik",2010-01-18,2.258726899,2015-12-15,14.723,1.2,2,40,2018-01-16,"",0.788273615635179,464.23009771987
"gn","mend","F",5.86173853524983,2015,12,298,2015-12-19,2022-02-22 09:20:00,0.2,7,"dec","merl",2010-02-03,2.236824093,2015-12-15,3.582,10.7,5,40,2018-01-25,"",3.82875756165658,548.584383434155
"twn","amos","M",5.82614647501711,2015,12,299,2015-12-19,2022-02-22 09:18:00,0.42,11,"dec","ambe",2010-02-16,2.650239562,2015-12-15,4.369,15.5,12,40,2018-05-07,"",2.43648208469055,425.799609120521
"twn","petr","F",5.70020533880903,2015,12,300,2015-12-19,2022-02-22 09:52:00,0.4,11,"dec","park",2010-04-03,2.565366188,2015-12-15,6.274,4.3,12,40,2018-05-07,"",2.43648208469055,611.459543973941
"twn","kabu","F",2.65845311430527,2015,12,301,2015-12-19,2022-02-22 11:40:00,0.54,16,"dec","kayl",2013-04-18,1.604380561,2015-12-15,10.705,6.4,12,40,2018-05-07,"",1.67508143322476,717.26986970684
"gn","pira","M",4.88158795345654,2015,12,302,2015-12-19,2022-02-22 09:00:00,0.16,5,"dec","pinc",2011-01-27,1.35797399,2015-12-15,2.657,2,5,40,2018-01-25,"",5.36026058631922,569.688495114007
"tws","burn","F",6.79260780287474,2015,12,303,2015-12-19,2022-02-22 09:30:00,2,39,"dec","blaz",2009-02-28,2.247775496,2015-12-15,32.352,6.2,12,40,2018-05-07,"",0.687212895681951,889.308464044099
"gn","renl","M",2.63381245722108,2015,12,304,2015-12-19,2022-02-22 15:20:00,0.54,26,"dec","robe",2013-04-27,1.834360027,2015-12-15,9.736,3.3,2,40,2018-01-16,"",1.03081934352293,401.442285141569
"gn","stre","F",6.78165639972621,2015,12,305,2015-12-21,2022-02-22 10:00:00,1.32,42,"dec","sput",2009-03-04,3.06091718,2015-12-15,NA,NA,NA,NA,NA,NA,0.638126260276097,NA
"twn","petr","F",5.70020533880903,2015,12,306,2015-12-21,2022-02-22 12:14:00,0.98,39,"dec","park",2010-04-03,2.565366188,2015-12-15,15.152,3.2,12,40,2018-05-07,"",0.687212895681951,416.505991814917
"twn","safi","F",2.80082135523614,2015,12,307,2015-12-21,2022-02-22 10:37:00,0.42,19,"dec","saph",2013-02-25,1.741273101,2015-12-15,52.931,4.6,12,40,2018-05-07,"",1.41059489113664,2986.56792731013
"twn","allo","M",2.68309377138946,2015,12,308,2015-12-21,2022-02-22 10:33:00,1.48,49,"dec","ambe",2013-04-09,3.394934976,2015-12-15,NA,NA,NA,NA,NA,NA,0.546965365950941,NA
"tws","brav","M",2.71868583162218,2015,12,309,2015-12-21,2022-02-22 10:34:00,1.18,50,"dec","bow",2013-03-27,3.370294319,2015-12-15,12.234,13.4,12,80,2018-05-07,"",0.536026058631922,524.619424104234
"twn","ruki","M",4.81314168377823,2015,12,310,2015-12-21,2022-02-22 12:29:00,0.64,21,"dec","rave",2011-02-21,2.770704997,2015-12-15,6.203,11.4,12,40,2018-05-07,"",1.27625252055219,316.663775399411
"tws","peke","M",4.95824777549624,2015,12,311,2015-12-22,2022-02-22 11:24:00,0.5,13,"dec","pans",2010-12-30,2.814510609,2015-12-15,7.92,18.4,12,40,2018-05-07,"",2.06163868704585,653.127136056126
"tws","blas","M",3.86584531143053,2015,12,312,2015-12-22,2022-02-22 14:00:00,1.38,32,"dec","blaz",2012-02-02,1.817932923,2015-12-15,9.11,1.6,12,40,2018-05-07,"",0.837540716612378,305.19983713355
"tws","brav","M",2.71868583162218,2015,12,313,2015-12-22,2022-02-22 15:15:00,1.72,52,"dec","bow",2013-03-27,3.370294319,2015-12-15,15.962,8.1,12,80,2018-05-07,"",0.515409671761463,658.157534452518
"gn","ting","M",4.90622861054073,2015,12,314,2015-12-23,2022-02-22 08:27:00,0.94,19,"dec","tang",2011-01-18,2.704996578,2015-12-15,15.171,5.5,6,40,2018-01-26,"",1.41059489113664,856.005403737356
"tws","brog","F",6.91033538672142,2015,12,315,2015-12-28,2022-02-22 10:33:00,0.98,20,"dec","bow",2009-01-16,2.516084873,2015-12-15,50.08,7.7,12,40,2018-05-07,"",1.3400651465798,2684.41850162866
"tws","bike","M",6.72142368240931,2015,12,316,2015-12-28,2022-02-22 12:30:00,1.22,20,"dec","bif",2009-03-26,2.264202601,2015-12-15,75.954,1.2,12,40,2018-05-07,"",1.3400651465798,4071.3323257329
"gn","mayh","F",5.75496235455168,2015,12,317,2015-12-28,2022-02-22 11:20:00,0.08,5,"dec","mixu",2010-03-14,2.214921287,2015-12-15,1.324,4.6,5,40,2018-01-25,"",5.36026058631922,283.879400651466
"gn","mend","F",5.86173853524983,2015,12,318,2015-12-28,2022-02-22 14:22:00,0.46,19,"dec","merl",2010-02-03,2.236824093,2015-12-15,NA,NA,NA,NA,NA,NA,1.41059489113664,NA
"tws","burn","F",6.79260780287474,2015,12,319,2015-12-28,2022-02-22 15:15:00,0.76,36,"dec","blaz",2009-02-28,2.247775496,2015-12-15,15.614,2.2,12,40,2018-05-07,"",0.74448063698878,464.972826637713
"tws","boyd","F",3.69609856262834,2015,12,320,2015-12-28,2022-02-22 14:45:00,1.08,35,"dec","buai",2012-04-04,2.740588638,2015-12-15,44.421,1.9,12,40,2018-05-07,"",0.765751512331317,1360.61791717078
"tws","sevi","F",2.68583162217659,2015,12,321,2015-12-29,2022-02-22 09:00:00,0.68,32,"dec","sava",2013-04-08,1.735797399,2015-12-15,NA,NA,NA,NA,NA,NA,0.837540716612378,NA
"tws","peke","M",4.95824777549624,2015,12,322,2015-12-29,2022-02-22 10:55:00,1,34,"dec","pans",2010-12-30,2.814510609,2015-12-15,18.301,11.2,12,40,2018-05-07,"",0.788273615635179,577.047817589577
"tws","dubl","M",6.77891854893908,2015,12,323,2015-12-29,2022-02-22 11:50:00,2.02,48,"dec","dixi",2009-03-05,2.321697467,2015-12-15,31.267,4.6,12,40,2018-05-07,"",0.558360477741585,698.330282301846
"tws","atom","F",6.81177275838467,2015,12,324,2015-12-29,2022-02-22 08:35:00,0.76,27,"dec","arte",2009-02-21,2.795345654,2015-12-15,8.978,9,12,40,2018-05-07,"",0.992640849318374,356.477181807214
"twn","allo","M",2.68309377138946,2015,12,325,2015-12-29,2022-02-22 08:32:00,0.36,20,"dec","ambe",2013-04-09,3.394934976,2015-12-15,4.521,0,12,40,2018-05-07,"",1.3400651465798,242.337381107492
"twn","amos","M",5.82614647501711,2015,12,326,2015-12-29,2022-02-22 09:18:00,0.7,16,"dec","ambe",2010-02-16,2.650239562,2015-12-15,8.064,7.1,12,40,2018-05-07,"",1.67508143322476,540.314267100977
"gn","spor","F",2.26967830253251,2015,12,327,2015-12-29,2022-02-22 08:46:00,0.8,26,"dec","spik",2013-09-07,2.168377823,2015-12-15,11.237,6,2,40,2018-01-16,"",1.03081934352293,463.332678526685
"gn","dext","M",2.72689938398357,2015,12,328,2015-12-30,2022-02-22 12:12:00,0.14,8,"dec","dj",2013-03-24,1.80698152,2015-12-15,2.074,9.3,5,40,2018-01-25,"",3.35016286644951,277.929511400651
"gn","ting","M",4.90622861054073,2015,12,329,2015-12-30,2022-02-22 10:38:00,0.64,28,"dec","tang",2011-01-18,2.704996578,2015-12-15,9.089,2,2,40,2018-01-16,"",0.957189390414146,347.995774778967
"gn","spor","F",2.26967830253251,2015,12,330,2015-12-30,2022-02-22 09:30:00,0.44,18,"dec","spik",2013-09-07,2.168377823,2015-12-15,5.738,7.9,6,40,2018-01-26,"",1.48896127397756,341.74639160333
"tws","dame","F",3.93702943189596,2015,12,331,2015-12-30,2022-02-22 10:10:00,1.82,40,"dec","dixi",2012-01-07,1.869952088,2015-12-15,40.185,2.8,12,40,2018-05-07,"",0.670032573289902,1077.01035830619
"tws","tatu","M",6.78986995208761,2015,12,332,2015-12-30,2022-02-22 11:30:00,0.72,31,"dec","twin",2009-03-01,2.945927447,2015-12-15,44.295,0.6,13,40,2018-05-08,"",0.864558159083745,1531.82414626458
"tws","blas","M",3.86584531143053,2015,12,333,2015-12-30,2022-02-22 11:52:00,1.58,42,"dec","blaz",2012-02-02,1.817932923,2015-12-15,65.832,3.7,13,40,2018-05-08,"",0.638126260276097,1680.36511865984
"tws","tesl","F",2.78439425051335,2015,12,334,2015-12-30,2022-02-22 10:20:00,1.14,38,"dec","twin",2013-03-03,1.49486653,2015-12-15,34.517,3.3,13,40,2018-05-08,"",0.705297445568318,973.790077147266
"gn","mole","F",2.66392881587953,2015,12,335,2015-12-30,2022-02-22 15:02:00,0.24,12,"dec","merl",2013-04-16,1.467488022,2015-12-15,5.369,11.4,6,20,2018-01-26,"",2.23344191096634,239.826992399566
"gn","ropa","M",5.98494182067077,2015,12,336,2015-12-30,2022-02-22 16:00:00,0.54,21,"dec","robe",2009-12-20,3.529089665,2015-12-15,5.258,3.4,2,40,2018-01-16,"",1.27625252055219,268.421430122538
"gn","stel","F",2.60643394934976,2015,12,337,2015-12-30,2022-02-22 16:32:00,0.48,23,"dec","sput",2013-05-07,2.223134839,2015-12-15,9.198,18,6,20,2018-01-26,"",1.16527404050418,214.363812491149
"gn","spad","F",5.90554414784394,2015,12,338,2015-12-31,2022-02-22 10:30:00,0.07,5,"dec","spik",2010-01-18,2.258726899,2015-12-15,NA,NA,NA,NA,NA,NA,5.36026058631922,NA
"gn","pira","M",4.88158795345654,2015,12,339,2015-12-31,2022-02-22 08:30:00,0.58,18,"dec","pinc",2011-01-27,1.35797399,2015-12-15,6.824,8.1,4,40,2018-01-25,"",1.48896127397756,406.426869344915
"gn","stre","F",6.78165639972621,2015,12,340,2015-12-31,2022-02-22 08:52:00,0.76,14,"dec","sput",2009-03-04,3.06091718,2015-12-15,8.082,4.9,4,40,2018-01-25,"",1.91437878082829,618.88037226617
"gn","renl","M",2.63381245722108,2015,12,341,2015-12-31,2022-02-22 08:51:00,0.62,18,"dec","robe",2013-04-27,1.834360027,2015-12-15,7.822,3,4,40,2018-01-25,"",1.48896127397756,465.866203402099
"gn","stel","F",2.60643394934976,2015,12,342,2015-12-31,2022-02-22 09:10:00,0.54,18,"dec","sput",2013-05-07,2.223134839,2015-12-15,5.236,3.6,4,40,2018-01-25,"",1.48896127397756,311.84804922186
"gn","dext","M",2.72689938398357,2015,12,343,2015-12-31,2022-02-22 10:29:00,0.42,20,"dec","dj",2013-03-24,1.80698152,2015-12-15,3.66,7.2,4,40,2018-01-25,"",1.3400651465798,196.185537459283
"twn","petr","F",5.70020533880903,2015,12,344,2015-12-31,2022-02-22 11:35:00,1.28,37,"dec","park",2010-04-03,2.565366188,2015-12-15,11.217,8.2,13,40,2018-05-08,"",0.724359538691786,325.005637820231
"twn","ruki","M",4.81314168377823,2015,12,345,2015-12-31,2022-02-22 08:45:00,1.04,35,"dec","rave",2011-02-21,2.770704997,2015-12-15,NA,NA,NA,NA,NA,NA,0.765751512331317,NA
"tws","fris","M",6.79808350444901,2015,12,346,2015-12-31,2022-02-22 10:08:00,1.46,38,"dec","flet",2009-02-26,1.418206708,2015-12-15,20.775,8.6,13,40,2018-05-08,"",0.705297445568318,586.102177267272
"twn","onyx","M",2.84188911704312,2015,12,347,2015-12-31,2022-02-22 16:10:00,0.7,28,"dec","opal",2013-02-10,1.631759069,2015-12-15,22.06,2.7,13,40,2018-05-08,"",0.957189390414146,844.623918101442
"twn","keny","M",5.8507871321013,2015,12,348,2015-12-31,2022-02-22 15:01:00,1.3,40,"dec","kayl",2010-02-07,2.453114305,2015-12-15,28.569,5,13,40,2018-05-08,"",0.670032573289902,765.686423452769
"gn","ting","M",4.90622861054073,2015,12,349,2015-12-31,2022-02-22 08:52:00,0.24,12,"dec","tang",2011-01-18,2.704996578,2015-12-15,2.745,2.6,4,40,2018-01-25,"",2.23344191096634,245.231921824104
"gn","spad","F",5.99041752224504,2016,1,350,2016-01-04,2022-02-22 09:48:00,0.56,26,"jan","spik",2010-01-18,2.258726899,2016-01-15,6.526,15,2,40,2018-01-16,"",1.03081934352293,269.085081433225
"gn","spor","F",2.35455167693361,2016,1,351,2016-01-04,2022-02-22 09:20:00,0.22,11,"jan","spik",2013-09-07,2.168377823,2016-01-15,5.033,3.4,6,20,2018-01-26,"",2.43648208469055,245.256286644951
"tws","sevi","F",2.77070499657769,2016,1,352,2016-01-04,2022-02-22 11:37:00,1,57,"jan","sava",2013-04-08,1.735797399,2016-01-15,NA,NA,NA,NA,NA,NA,0.470198297045545,NA
"gn","mayh","F",5.83983572895277,2016,1,353,2016-01-04,2022-02-22 08:32:00,0.5,28,"jan","mixu",2010-03-14,2.214921287,2016-01-15,9.244,4.7,2,40,2018-01-16,"",0.957189390414146,353.930348999535
"twn","safi","F",2.88569472963723,2016,1,354,2016-01-04,2022-02-22 09:33:00,0.6,31,"jan","saph",2013-02-25,1.741273101,2016-01-15,12.125,9.2,19,40,2018-05-16,"",0.864558159083745,419.310707155616
"tws","dame","F",4.02190280629706,2016,1,355,2016-01-04,2022-02-22 10:53:00,1.02,50,"jan","dixi",2012-01-07,1.869952088,2016-01-15,11.16,9.4,19,50,2018-05-16,"",0.536026058631922,299.102540716612
"gn","dext","M",2.81177275838467,2016,1,356,2016-01-04,2022-02-22 08:42:00,0.22,12,"jan","dj",2013-03-24,1.80698152,2016-01-15,2.487,7.4,4,40,2018-01-25,"",2.23344191096634,222.182801302932
"twn","keny","M",5.9356605065024,2016,1,357,2016-01-04,2022-02-22 08:35:00,0.38,17,"jan","kayl",2010-02-07,2.453114305,2016-01-15,6.798,8.6,13,40,2018-05-08,"",1.57654723127036,428.694723127036
"tws","boyd","F",3.78097193702943,2016,1,358,2016-01-04,2022-02-22 11:30:00,0.94,41,"jan","buai",2012-04-04,2.740588638,2016-01-15,14.53,10.7,13,40,2018-05-08,"",0.653690315404783,379.92481131326
"tws","fris","M",6.8829568788501,2016,1,359,2016-01-04,2022-02-22 08:12:00,1.64,30,"jan","flet",2009-02-26,1.418206708,2016-01-15,19.127,4.2,13,40,2018-05-08,"",0.893376764386536,683.504694896851
"twn","petr","F",5.78507871321013,2016,1,360,2016-01-05,2022-02-22 09:58:00,0.8,45,"jan","park",2010-04-03,2.565366188,2016-01-15,9.826,5.2,13,80,2018-05-08,"",0.595584509591024,468.177071299312
"tws","atom","F",6.89664613278576,2016,1,361,2016-01-05,2022-02-22 11:35:00,1.1,47,"jan","arte",2009-02-21,2.795345654,2016-01-15,8.847,9.5,13,80,2018-05-08,"",0.5702404879063,403.593407720563
"twn","king","M",4.20260095824778,2016,1,362,2016-01-05,2022-02-22 14:35:00,0.76,43,"jan","kipp",2011-11-02,2.045174538,2016-01-15,7.53,18.6,13,40,2018-05-08,"",0.623286114688281,187.73377774411
"tws","dame","F",4.02190280629706,2016,1,363,2016-01-05,2022-02-22 14:19:00,1.12,39,"jan","dixi",2012-01-07,1.869952088,2016-01-15,15.096,18.2,13,40,2018-05-08,"",0.687212895681951,414.966634928589
"twn","davi","F",2.34907597535934,2016,1,364,2016-01-06,2022-02-22 12:52:00,0.5,36,"jan","didg",2013-09-09,1.349760438,2016-01-15,33.822,14.4,13,40,2018-05-08,"",0.74448063698878,1007.19296416938
