"group","subj","sex","age","year","month","sample_number","date","time","Cr","SG","month.name","mum","bday","weaning","mid","neo_value","CV","neo_plate_number","neo_dilution","neo_date_assayed","neo_note","SG_corr_fac","neo_sg"
"gn","mole","F",2.49691991786448,2015,10,119,2015-10-02,2022-02-22 11:30:00,0.47,24,"oct","merl",2013-04-16,1.467488022,2015-10-15,3.145,11.1,1,40,2018-01-11,"",1.11672095548317,140.483496199783
"tws","boyd","F",3.52908966461328,2015,10,120,2015-10-02,2022-02-22 12:30:00,0.79,25,"oct","buai",2012-04-04,2.740588638,2015-10-15,NA,NA,NA,NA,NA,NA,1.07205211726384,NA
"twn","onyx","M",2.67488021902806,2015,10,121,2015-10-02,2022-02-22 11:45:00,0.47,27,"oct","opal",2013-02-10,1.631759069,2015-10-15,5.43,11.2,19,20,2018-05-16,"",0.992640849318374,107.800796235975
"gn","mole","F",2.49691991786448,2015,10,122,2015-10-05,2022-02-22 14:39:00,0.26,13,"oct","merl",2013-04-16,1.467488022,2015-10-15,7.608,1.9,4,40,2018-01-25,"",2.06163868704585,627.397885241794
"tws","dubl","M",6.61190965092402,2015,10,123,2015-10-05,2022-02-22 14:45:00,0.98,24,"oct","dixi",2009-03-05,2.321697467,2015-10-15,9.799,13.2,9,40,2018-04-26,"",1.11672095548317,437.709945711184
"tws","atom","F",6.64476386036961,2015,10,124,2015-10-05,2022-02-22 14:55:00,1.59,52,"oct","arte",2009-02-21,2.795345654,2015-10-15,50.393,4.7,9,40,2018-04-26,"",0.515409671761463,1038.92158356302
"tws","sevi","F",2.51882272416153,2015,10,125,2015-10-05,2022-02-22 15:51:00,0.8,38,"oct","sava",2013-04-08,1.735797399,2015-10-15,23.987,13.9,9,40,2018-04-26,"",0.705297445568318,676.71879307389
"tws","brav","M",2.55167693360712,2015,10,126,2015-10-05,2022-02-22 16:37:00,0.67,32,"oct","bow",2013-03-27,3.370294319,2015-10-15,NA,NA,NA,NA,NA,NA,0.837540716612378,NA
"twn","allo","M",2.5160848733744,2015,10,127,2015-10-06,2022-02-22 10:53:00,0.58,21,"oct","ambe",2013-04-09,3.394934976,2015-10-15,8.895,5.1,9,40,2018-04-26,"",1.27625252055219,454.090646812471
"twn","safi","F",2.63381245722108,2015,10,128,2015-10-06,2022-02-22 12:13:00,1.37,37,"oct","saph",2013-02-25,1.741273101,2015-10-15,26.998,7.4,9,40,2018-04-26,"",0.724359538691786,782.250353024034
"twn","keny","M",5.68377823408624,2015,10,129,2015-10-06,2022-02-22 11:10:00,0.63,27,"oct","kayl",2010-02-07,2.453114305,2015-10-15,13.91,11.5,9,40,2018-04-26,"",0.992640849318374,552.305368560743
"gn","renl","M",2.46680355920602,2015,10,130,2015-10-06,2022-02-22 09:30:00,0.58,26,"oct","robe",2013-04-27,1.834360027,2015-10-15,13.968,0.4,1,40,2018-01-11,"",1.03081934352293,575.93938361313
"gn","ropa","M",5.81793292265572,2015,10,131,2015-10-06,2022-02-22 09:56:00,1.06,50,"oct","robe",2009-12-20,3.529089665,2015-10-15,NA,NA,NA,NA,NA,NA,0.536026058631922,NA
"gn","mayh","F",5.58795345653662,2015,10,132,2015-10-06,2022-02-22 10:32:00,0.37,22,"oct","mixu",2010-03-14,2.214921287,2015-10-15,NA,NA,NA,NA,NA,NA,1.21824104234528,NA
"tws","burn","F",6.62559890485969,2015,10,133,2015-10-06,2022-02-22 08:53:00,1.01,31,"oct","blaz",2009-02-28,2.247775496,2015-10-15,8.707,12.5,9,40,2018-04-26,"",0.864558159083745,301.108315645687
"tws","brog","F",6.74332648870637,2015,10,134,2015-10-06,2022-02-22 09:45:00,0.64,14,"oct","bow",2009-01-16,2.516084873,2015-10-15,10.57,13.5,9,40,2018-04-26,"",1.91437878082829,809.399348534202
"twn","pam","F",2.60369609856263,2015,10,135,2015-10-06,2022-02-22 15:43:00,0.74,30,"oct","park",2013-03-08,1.796030116,2015-10-15,12.546,3.5,9,40,2018-04-26,"",0.893376764386536,448.332195439739
"twn","amos","M",5.65913757700205,2015,10,136,2015-10-06,2022-02-22 16:00:00,0.52,29,"oct","ambe",2010-02-16,2.650239562,2015-10-15,20.472,10.3,9,40,2018-04-26,"",0.92418285971021,756.794860159497
"gn","spad","F",5.73853524982888,2015,10,137,2015-10-06,2022-02-22 14:39:00,0.66,30,"oct","spik",2010-01-18,2.258726899,2015-10-15,6.33,13.9,1,40,2018-01-11,"",0.893376764386536,226.202996742671
"tws","dubl","M",6.61190965092402,2015,10,138,2015-10-07,2022-02-22 09:51:00,0.35,18,"oct","dixi",2009-03-05,2.321697467,2015-10-15,6.514,8.8,9,40,2018-04-26,"",1.48896127397756,387.963749547593
"tws","burn","F",6.62559890485969,2015,10,139,2015-10-07,2022-02-22 10:24:00,1.02,34,"oct","blaz",2009-02-28,2.247775496,2015-10-15,14.543,11.2,9,40,2018-04-26,"",0.788273615635179,458.554527687296
"tws","bike","M",6.55441478439425,2015,10,140,2015-10-07,2022-02-22 12:20:00,0.68,29,"oct","bif",2009-03-26,2.264202601,2015-10-15,14.681,1.5,9,40,2018-04-26,"",0.92418285971021,542.717142536224
"gn","mend","F",5.69472963723477,2015,10,141,2015-10-07,2022-02-22 14:36:00,1.11,38,"oct","merl",2010-02-03,2.236824093,2015-10-15,5.805,8,1,40,2018-01-11,"",0.705297445568318,163.770066860963
"gn","ropa","M",5.81793292265572,2015,10,142,2015-10-07,2022-02-22 14:58:00,0.46,23,"oct","robe",2009-12-20,3.529089665,2015-10-15,6.076,14.5,1,40,2018-01-11,"",1.16527404050418,283.208202804135
"gn","ting","M",4.73921971252567,2015,10,143,2015-10-07,2022-02-22 15:42:00,0.95,43,"oct","tang",2011-01-18,2.704996578,2015-10-15,12.291,11,5,40,2018-01-25,"",0.623286114688281,306.432385425347
"gn","dais","F",5.64544832306639,2015,10,144,2015-10-07,2022-02-22 16:38:00,0.88,37,"oct","daff",2010-02-21,1.98220397,2015-10-15,6.891,11.2,1,40,2018-01-11,"",0.724359538691786,199.662463245004
"twn","amos","M",5.65913757700205,2015,10,145,2015-10-08,2022-02-22 12:30:00,0.46,20,"oct","ambe",2010-02-16,2.650239562,2015-10-15,9.519,10.7,9,40,2018-04-26,"",1.3400651465798,510.243205211726
"gn","stel","F",2.4394250513347,2015,10,146,2015-10-08,2022-02-22 12:02:00,0.61,26,"oct","sput",2013-05-07,2.223134839,2015-10-15,3.226,2.2,1,40,2018-01-11,"",1.03081934352293,133.016928088198
"gn","mayh","F",5.58795345653662,2015,10,147,2015-10-08,2022-02-22 11:49:00,0.69,21,"oct","mixu",2010-03-14,2.214921287,2015-10-15,8.076,12.6,1,40,2018-01-11,"",1.27625252055219,412.280614239181
"tws","peke","M",4.79123887748118,2015,10,148,2015-10-08,2022-02-22 10:42:00,0.83,31,"oct","pans",2010-12-30,2.814510609,2015-10-15,7.542,4.3,9,40,2018-04-26,"",0.864558159083745,260.819905432384
"tws","bike","M",6.55441478439425,2015,10,149,2015-10-08,2022-02-22 12:04:00,1.1,32,"oct","bif",2009-03-26,2.264202601,2015-10-15,28.06,7.5,9,40,2018-04-26,"",0.837540716612378,940.055700325733
"tws","dame","F",3.7700205338809,2015,10,150,2015-10-08,2022-02-22 10:28:00,0.68,23,"oct","dixi",2012-01-07,1.869952088,2015-10-15,11.779,7.4,9,40,2018-04-26,"",1.16527404050418,549.030516923948
"tws","atom","F",6.64476386036961,2015,10,151,2015-10-08,2022-02-22 11:40:00,1.03,45,"oct","arte",2009-02-21,2.795345654,2015-10-15,34.5,2.1,9,40,2018-04-26,"",0.595584509591024,821.906623235614
"tws","boyd","F",3.52908966461328,2015,10,152,2015-10-08,2022-02-22 11:42:00,0.7,26,"oct","buai",2012-04-04,2.740588638,2015-10-15,12.2,5.5,9,40,2018-04-26,"",1.03081934352293,503.039839639188
"tws","brog","F",6.74332648870637,2015,10,153,2015-10-08,2022-02-22 16:25:00,1.01,30,"oct","bow",2009-01-16,2.516084873,2015-10-15,20.678,13.4,9,40,2018-04-26,"",0.893376764386536,738.929789359392
"tws","sevi","F",2.51882272416153,2015,10,154,2015-10-08,2022-02-22 14:42:00,0.52,34,"oct","sava",2013-04-08,1.735797399,2015-10-15,13.36,3.5,9,40,2018-04-26,"",0.788273615635179,421.25342019544
"tws","bike","M",6.55441478439425,2015,10,155,2015-10-08,2022-02-22 15:53:00,0.65,30,"oct","bif",2009-03-26,2.264202601,2015-10-15,10.797,2.8,9,40,2018-04-26,"",0.893376764386536,385.831557003257
"gn","dais","F",5.64544832306639,2015,10,156,2015-10-09,2022-02-22 12:10:00,0.6,20,"oct","daff",2010-02-21,1.98220397,2015-10-15,13.643,1.1,4,40,2018-01-25,"",1.3400651465798,731.300351791531
"tws","dame","F",3.7700205338809,2015,10,157,2015-10-09,2022-02-22 09:35:00,0.91,34,"oct","dixi",2012-01-07,1.869952088,2015-10-15,7.668,13.6,9,40,2018-04-26,"",0.788273615635179,241.779283387622
"tws","atom","F",6.64476386036961,2015,10,158,2015-10-09,2022-02-22 11:56:00,0.92,32,"oct","arte",2009-02-21,2.795345654,2015-10-15,21.231,10.9,9,40,2018-04-26,"",0.837540716612378,711.273078175896
"twn","pam","F",2.60369609856263,2015,10,159,2015-10-09,2022-02-22 10:58:00,0.45,31,"oct","park",2013-03-08,1.796030116,2015-10-15,9.824,16.8,9,40,2018-04-26,"",0.864558159083745,339.736774193548
"twn","allo","M",2.5160848733744,2015,10,160,2015-10-09,2022-02-22 14:52:00,0.69,23,"oct","ambe",2013-04-09,3.394934976,2015-10-15,15.806,14.4,9,40,2018-04-26,"",1.16527404050418,736.732859368361
"gn","stre","F",6.61464750171116,2015,10,161,2015-10-09,2022-02-22 14:30:00,1.12,43,"oct","sput",2009-03-04,3.06091718,2015-10-15,21.509,11.2,5,40,2018-01-25,"",0.623286114688281,536.25044163321
"tws","sevi","F",2.51882272416153,2015,10,162,2015-10-12,2022-02-22 14:48:00,0.8,49,"oct","sava",2013-04-08,1.735797399,2015-10-15,70.06,14.5,9,40,2018-04-26,"",0.546965365950941,1532.81574154092
"tws","tatu","M",6.62286105407255,2015,10,163,2015-10-12,2022-02-22 12:08:00,0.63,19,"oct","twin",2009-03-01,2.945927447,2015-10-15,10.333,8.3,9,40,2018-04-26,"",1.41059489113664,583.027080404595
"gn","pira","M",4.71457905544148,2015,10,164,2015-10-12,2022-02-22 10:53:00,0.7,31,"oct","pinc",2011-01-27,1.35797399,2015-10-15,10.497,3.7,1,40,2018-01-11,"",0.864558159083745,363.010679836083
"tws","brog","F",6.74332648870637,2015,10,165,2015-10-13,2022-02-22 12:07:00,1.49,48,"oct","bow",2009-01-16,2.516084873,2015-10-15,23.423,0.2,9,40,2018-04-26,"",0.558360477741585,523.139098805646
"twn","davi","F",2.09719370294319,2015,10,166,2015-10-13,2022-02-22 11:46:00,0.28,26,"oct","didg",2013-09-09,1.349760438,2015-10-15,6.028,8.6,9,40,2018-04-26,"",1.03081934352293,248.551160110248
"twn","keny","M",5.68377823408624,2015,10,167,2015-10-13,2022-02-22 08:45:00,0.36,18,"oct","kayl",2010-02-07,2.453114305,2015-10-15,4.654,1.1,9,40,2018-04-26,"",1.48896127397756,277.185030763663
"twn","onyx","M",2.67488021902806,2015,10,168,2015-10-13,2022-02-22 09:55:00,0.5,32,"oct","opal",2013-02-10,1.631759069,2015-10-15,8.308,1.3,9,40,2018-04-26,"",0.837540716612378,278.331530944625
"tws","dubl","M",6.61190965092402,2015,10,169,2015-10-13,2022-02-22 17:15:00,0.6,20,"oct","dixi",2009-03-05,2.321697467,2015-10-15,9.577,15.3,9,40,2018-04-26,"",1.3400651465798,513.352156351792
"tws","tatu","M",6.62286105407255,2015,10,170,2015-10-13,2022-02-22 16:13:00,0.34,10,"oct","twin",2009-03-01,2.945927447,2015-10-15,19.025,8.5,9,10,2018-04-26,"",2.68013029315961,509.894788273616
"tws","dubl","M",6.61190965092402,2015,10,171,2015-10-13,2022-02-22 15:55:00,NA,NA,"oct","dixi",2009-03-05,2.321697467,2015-10-15,NA,NA,NA,NA,NA,NA,NA,NA
"tws","brav","M",2.55167693360712,2015,10,172,2015-10-13,2022-02-22 15:06:00,0.74,22,"oct","bow",2013-03-27,3.370294319,2015-10-15,11.707,14.5,9,40,2018-04-26,"",1.21824104234528,570.477915309446
"tws","sevi","F",2.51882272416153,2015,10,173,2015-10-15,2022-02-22 10:55:00,0.82,45,"oct","sava",2013-04-08,1.735797399,2015-10-15,49.701,10.8,9,40,2018-04-26,"",0.595584509591024,1184.04582844734
"tws","burn","F",6.62559890485969,2015,10,174,2015-10-15,2022-02-22 09:05:00,0.6,26,"oct","blaz",2009-02-28,2.247775496,2015-10-15,9.872,9,9,40,2018-04-26,"",1.03081934352293,407.049942370333
"tws","brog","F",6.74332648870637,2015,10,175,2015-10-15,2022-02-22 10:46:00,1.52,42,"oct","bow",2009-01-16,2.516084873,2015-10-15,42.646,13.2,10,40,2018-04-27,"",0.638126260276097,1088.54129982938
"tws","tatu","M",6.62286105407255,2015,10,176,2015-10-15,2022-02-22 14:22:00,0.22,6,"oct","twin",2009-03-01,2.945927447,2015-10-15,NA,NA,NA,NA,NA,NA,4.46688382193268,NA
"tws","boyd","F",3.52908966461328,2015,10,177,2015-10-15,2022-02-22 14:38:00,0.92,42,"oct","buai",2012-04-04,2.740588638,2015-10-15,10.963,5.2,10,40,2018-04-27,"",0.638126260276097,279.831127656274
"gn","dais","F",5.64544832306639,2015,10,178,2015-10-16,2022-02-22 09:20:00,0.52,21,"oct","daff",2010-02-21,1.98220397,2015-10-15,6.544,17.9,1,40,2018-01-11,"",1.27625252055219,334.071859779743
"gn","ting","M",4.73921971252567,2015,10,179,2015-10-16,2022-02-22 15:20:00,0.72,38,"oct","tang",2011-01-18,2.704996578,2015-10-15,8.375,10.9,1,40,2018-01-11,"",0.705297445568318,236.274644265387
"gn","spad","F",5.73853524982888,2015,10,180,2015-10-16,2022-02-22 09:48:00,0.38,21,"oct","spik",2010-01-18,2.258726899,2015-10-15,NA,NA,NA,NA,NA,NA,1.27625252055219,NA
"gn","dann","M",2.69952087611225,2015,10,181,2015-10-16,2022-02-22 11:40:00,0.28,23,"oct","daff",2013-02-01,1.552361396,2015-10-15,2.869,3.8,1,40,2018-01-11,"",1.16527404050418,133.726848888259
"twn","king","M",3.95071868583162,2015,10,182,2015-10-19,2022-02-22 12:10:00,0.48,31,"oct","kipp",2011-11-02,2.045174538,2015-10-15,9.586,6,10,40,2018-04-27,"",0.864558159083745,331.506180519071
"twn","ruki","M",4.64613278576318,2015,10,183,2015-10-20,2022-02-22 09:00:00,0.12,6,"oct","rave",2011-02-21,2.770704997,2015-10-15,2.979,3.3,10,10,2018-04-27,"",4.46688382193268,133.068469055375
"tws","bong","M",2.4476386036961,2015,10,184,2015-10-20,2022-02-22 11:55:00,0.16,7,"oct","bonn",2013-05-04,1.971252567,2015-10-15,10.989,14.5,10,10,2018-04-27,"",3.82875756165658,420.742168450442
"tws","fris","M",6.63107460643395,2015,10,185,2015-10-20,2022-02-22 11:12:00,1.52,27,"oct","flet",2009-02-26,1.418206708,2015-10-15,10.311,3.6,10,40,2018-04-27,"",0.992640849318374,409.40479189287
"twn","amos","M",5.65913757700205,2015,10,186,2015-10-21,2022-02-22 10:50:00,0.24,15,"oct","ambe",2010-02-16,2.650239562,2015-10-15,3.934,3.3,10,40,2018-04-27,"",1.78675352877307,281.163535287731
"twn","king","M",3.95071868583162,2015,10,187,2015-10-21,2022-02-22 11:50:00,0.34,19,"oct","kipp",2011-11-02,2.045174538,2015-10-15,4.44,11.9,19,40,2018-05-16,"",1.41059489113664,250.521652665867
"twn","allo","M",2.5160848733744,2015,10,188,2015-10-21,2022-02-22 11:14:00,0.17,9,"oct","ambe",2013-04-09,3.394934976,2015-10-15,7.704,11.2,10,10,2018-04-27,"",2.97792254795512,229.419153094463
"twn","onyx","M",2.67488021902806,2015,10,189,2015-10-21,2022-02-22 11:55:00,0.26,17,"oct","opal",2013-02-10,1.631759069,2015-10-15,NA,NA,NA,NA,NA,NA,1.57654723127036,NA
"gn","dext","M",2.55989048596851,2015,10,190,2015-10-22,2022-02-22 11:21:00,0.18,14,"oct","dj",2013-03-24,1.80698152,2015-10-15,4.169,3.9,4,40,2018-01-25,"",1.91437878082829,319.241805490926
"gn","stre","F",6.61464750171116,2015,10,191,2015-10-22,2022-02-22 11:14:00,0.44,25,"oct","sput",2009-03-04,3.06091718,2015-10-15,8.696,0.6,1,40,2018-01-11,"",1.07205211726384,372.902608469055
"tws","fris","M",6.63107460643395,2015,10,192,2015-10-22,2022-02-22 12:10:00,0.62,36,"oct","flet",2009-02-26,1.418206708,2015-10-15,19.634,12.6,10,40,2018-04-27,"",0.74448063698878,584.685313065508
"twn","pam","F",2.60369609856263,2015,10,193,2015-10-22,2022-02-22 11:38:00,NA,NA,"oct","park",2013-03-08,1.796030116,2015-10-15,NA,NA,NA,NA,NA,NA,NA,NA
"twn","ruki","M",4.64613278576318,2015,10,194,2015-10-22,2022-02-22 11:06:00,0.24,16,"oct","rave",2011-02-21,2.770704997,2015-10-15,5.609,14.7,10,40,2018-04-27,"",1.67508143322476,375.821270358306
"twn","petr","F",5.53319644079398,2015,10,195,2015-10-22,2022-02-22 10:38:00,0.36,19,"oct","park",2010-04-03,2.565366188,2015-10-15,13.004,7,10,40,2018-04-27,"",1.41059489113664,733.735038573633
"twn","safi","F",2.63381245722108,2015,10,196,2015-10-22,2022-02-22 11:50:00,0.26,7,"oct","saph",2013-02-25,1.741273101,2015-10-15,4.683,13.1,19,10,2018-05-16,"",3.82875756165658,179.300716612378
"gn","dann","M",2.69952087611225,2015,10,197,2015-10-23,2022-02-22 09:46:00,NA,NA,"oct","daff",2013-02-01,1.552361396,2015-10-15,NA,NA,NA,NA,NA,NA,NA,NA
"tws","blas","M",3.69883641341547,2015,10,198,2015-10-23,2022-02-22 15:39:00,0.05,2,"oct","blaz",2012-02-02,1.817932923,2015-10-15,0.496,0,10,10,2018-04-27,"",13.400651465798,66.4672312703583
"gn","stel","F",2.4394250513347,2015,10,199,2015-10-26,2022-02-22 12:26:00,0.84,24,"oct","sput",2013-05-07,2.223134839,2015-10-15,20.124,12.9,1,40,2018-01-11,"",1.11672095548317,898.915700325733
"tws","peke","M",4.79123887748118,2015,10,200,2015-10-26,2022-02-22 11:45:00,0.6,21,"oct","pans",2010-12-30,2.814510609,2015-10-15,18.287,0.7,19,40,2018-05-16,"",1.27625252055219,933.553193733519
"tws","blas","M",3.69883641341547,2015,10,201,2015-10-26,2022-02-22 09:48:00,0.16,8,"oct","blaz",2012-02-02,1.817932923,2015-10-15,6.659,20.1,10,10,2018-04-27,"",3.35016286644951,223.087345276873
"tws","fris","M",6.63107460643395,2015,10,202,2015-10-26,2022-02-22 10:12:00,0.24,3,"oct","flet",2009-02-26,1.418206708,2015-10-15,21.805,6.5,10,10,2018-04-27,"",8.93376764386536,1948.00803474484
"twn","davi","F",2.09719370294319,2015,10,203,2015-10-27,2022-02-22 12:00:00,0.03,4,"oct","didg",2013-09-09,1.349760438,2015-10-15,NA,NA,NA,NA,NA,NA,6.70032573289902,NA
"tws","tesl","F",2.61738535249829,2015,10,204,2015-10-27,2022-02-22 11:37:00,0.26,13,"oct","twin",2013-03-03,1.49486653,2015-10-15,4.691,6.7,18,40,2018-05-15,"",2.06163868704585,386.845883237284
"twn","safi","F",2.63381245722108,2015,10,205,2015-10-27,2022-02-22 11:52:00,0.1,8,"oct","saph",2013-02-25,1.741273101,2015-10-15,2.515,4,18,40,2018-05-15,"",3.35016286644951,337.026384364821
"twn","petr","F",5.53319644079398,2015,10,206,2015-10-28,2022-02-22 11:03:00,0.72,36,"oct","park",2010-04-03,2.565366188,2015-10-15,15.496,4.5,10,40,2018-04-27,"",0.74448063698878,461.458878031126
"tws","tesl","F",2.61738535249829,2015,10,207,2015-10-28,2022-02-22 12:03:00,0.16,8,"oct","twin",2013-03-03,1.49486653,2015-10-15,2.937,6.5,19,40,2018-05-16,"",3.35016286644951,393.577133550489
"twn","kabu","F",2.49144421629021,2015,10,208,2015-10-28,2022-02-22 12:00:00,0.2,12,"oct","kayl",2013-04-18,1.604380561,2015-10-15,NA,NA,NA,NA,NA,NA,2.23344191096634,NA
"gn","mend","F",5.69472963723477,2015,10,209,2015-10-28,2022-02-22 11:30:00,0.76,19,"oct","merl",2010-02-03,2.236824093,2015-10-15,7.143,2,4,40,2018-01-25,"",1.41059489113664,403.03517229556
"gn","dext","M",2.55989048596851,2015,10,210,2015-10-28,2022-02-22 12:18:00,0.18,10,"oct","dj",2013-03-24,1.80698152,2015-10-15,3.638,12.8,5,40,2018-01-25,"",2.68013029315961,390.012560260586
"gn","ting","M",4.73921971252567,2015,10,211,2015-10-28,2022-02-22 16:54:00,0.4,17,"oct","tang",2011-01-18,2.704996578,2015-10-15,4.977,8.3,4,40,2018-01-25,"",1.57654723127036,313.859022801303
"gn","stel","F",2.4394250513347,2015,10,212,2015-10-29,2022-02-22 12:22:00,0.62,21,"oct","sput",2013-05-07,2.223134839,2015-10-15,7.758,10.8,1,40,2018-01-11,"",1.27625252055219,396.046682177757
"gn","dean","M",4.76386036960986,2015,10,213,2015-10-29,2022-02-22 12:34:00,0.12,7,"oct","desd",2011-01-09,2.302532512,2015-10-15,1.187,10.5,5,40,2018-01-25,"",3.82875756165658,181.789409027455
"gn","stre","F",6.61464750171116,2015,10,214,2015-10-29,2022-02-22 12:40:00,0.56,25,"oct","sput",2009-03-04,3.06091718,2015-10-15,NA,NA,NA,NA,NA,NA,1.07205211726384,NA
"tws","brav","M",2.55167693360712,2015,10,215,2015-10-29,2022-02-22 11:36:00,0.08,8,"oct","bow",2013-03-27,3.370294319,2015-10-15,8.784,0.5,10,10,2018-04-27,"",3.35016286644951,294.278306188925
"gn","dann","M",2.69952087611225,2015,10,216,2015-10-29,2022-02-22 11:43:00,0.3,14,"oct","daff",2013-02-01,1.552361396,2015-10-15,5.205,14.6,4,40,2018-01-25,"",1.91437878082829,398.57366216845
"tws","fris","M",6.71594798083504,2015,11,217,2015-11-03,2022-02-22 11:20:00,1.28,39,"nov","flet",2009-02-26,1.418206708,2015-11-15,36.697,0.2,10,40,2018-04-27,"",0.687212895681951,1008.74606531362
"tws","dubl","M",6.69678302532512,2015,11,218,2015-11-03,2022-02-22 12:45:00,0.12,8,"nov","dixi",2009-03-05,2.321697467,2015-11-15,12.694,3.7,10,10,2018-04-27,"",3.35016286644951,425.269674267101
"twn","keny","M",5.76865160848734,2015,11,219,2015-11-03,2022-02-22 12:36:00,0.68,30,"nov","kayl",2010-02-07,2.453114305,2015-11-15,15.158,4.2,10,40,2018-04-27,"",0.893376764386536,541.672199782845
"tws","peke","M",4.87611225188227,2015,11,220,2015-11-03,2022-02-22 15:45:00,0.08,4,"nov","pans",2010-12-30,2.814510609,2015-11-15,0.551,5.8,18,40,2018-05-15,"",6.70032573289902,147.675179153094
"twn","allo","M",2.6009582477755,2015,11,221,2015-11-04,2022-02-22 11:40:00,0.04,15,"nov","ambe",2013-04-09,3.394934976,2015-11-15,12.811,9.7,10,40,2018-04-27,"",1.78675352877307,915.603978284473
"tws","tesl","F",2.70225872689938,2015,11,222,2015-11-04,2022-02-22 12:00:00,0.2,8,"nov","twin",2013-03-03,1.49486653,2015-11-15,14.387,4.5,19,10,2018-05-16,"",3.35016286644951,481.987931596091
"tws","tatu","M",6.70773442847365,2015,11,223,2015-11-04,2022-02-22 10:55:00,0.64,14,"nov","twin",2009-03-01,2.945927447,2015-11-15,NA,NA,NA,NA,NA,NA,1.91437878082829,NA
"gn","stel","F",2.5242984257358,2015,11,224,2015-11-09,2022-02-22 11:30:00,0.18,8,"nov","sput",2013-05-07,2.223134839,2015-11-15,4.058,2.4,5,40,2018-01-25,"",3.35016286644951,543.798436482085
"tws","burn","F",6.71047227926078,2015,11,225,2015-11-09,2022-02-22 12:26:00,1.42,36,"nov","blaz",2009-02-28,2.247775496,2015-11-15,21.403,0.3,10,40,2018-04-27,"",0.74448063698878,637.364762938835
"tws","bong","M",2.53251197809719,2015,11,226,2015-11-09,2022-02-22 11:50:00,0.32,11,"nov","bonn",2013-05-04,1.971252567,2015-11-15,9.433,13.5,10,40,2018-04-27,"",2.43648208469055,919.33342019544
"tws","bong","M",2.53251197809719,2015,11,227,2015-11-11,2022-02-22 12:00:00,0.66,22,"nov","bonn",2013-05-04,1.971252567,2015-11-15,50.027,0.5,10,40,2018-04-27,"",1.21824104234528,2437.79778501629
"tws","atom","F",6.72963723477071,2015,11,228,2015-11-12,2022-02-22 10:55:00,0.92,26,"nov","arte",2009-02-21,2.795345654,2015-11-15,13.774,15.3,10,40,2018-04-27,"",1.03081934352293,567.940225507391
"twn","safi","F",2.71868583162218,2015,11,229,2015-11-12,2022-02-22 11:56:00,0.78,28,"nov","saph",2013-02-25,1.741273101,2015-11-15,8.58,2,10,40,2018-04-27,"",0.957189390414146,328.507398790135
"twn","onyx","M",2.75975359342916,2015,11,230,2015-11-13,2022-02-22 11:12:00,0.08,4,"nov","opal",2013-02-10,1.631759069,2015-11-15,3.221,20.7,18,10,2018-05-15,"",6.70032573289902,215.817491856678
"gn","dais","F",5.73032169746749,2015,11,231,2015-11-18,2022-02-22 12:35:00,0.56,18,"nov","daff",2010-02-21,1.98220397,2015-11-15,32.474,18,6,80,2018-01-26,"",1.48896127397756,3868.20227289178
"gn","spad","F",5.82340862422998,2015,11,232,2015-11-18,2022-02-22 12:00:00,0.72,26,"nov","spik",2010-01-18,2.258726899,2015-11-15,12.198,1.8,2,40,2018-01-16,"",1.03081934352293,502.957374091706
"gn","dann","M",2.78439425051335,2015,11,233,2015-11-18,2022-02-22 11:55:00,0.56,20,"nov","daff",2013-02-01,1.552361396,2015-11-15,50.629,4.1,6,80,2018-01-26,"",1.3400651465798,5427.69266449511
"twn","king","M",4.03559206023272,2015,11,234,2015-11-18,2022-02-22 15:50:00,0.54,20,"nov","kipp",2011-11-02,2.045174538,2015-11-15,3.141,20.2,11,40,2018-04-27,"",1.3400651465798,168.365785016287
"twn","kabu","F",2.57631759069131,2015,11,235,2015-11-18,2022-02-22 14:10:00,0.86,26,"nov","kayl",2013-04-18,1.604380561,2015-11-15,9.155,16,11,40,2018-04-27,"",1.03081934352293,377.486043598096
"twn","petr","F",5.61806981519507,2015,11,236,2015-11-18,2022-02-22 14:17:00,0.8,31,"nov","park",2010-04-03,2.565366188,2015-11-15,13.051,0.1,11,40,2018-04-27,"",0.864558159083745,451.333941368078
"gn","ting","M",4.82409308692676,2015,11,237,2015-11-18,2022-02-22 16:40:00,1.04,33,"nov","tang",2011-01-18,2.704996578,2015-11-15,20.436,0.3,2,40,2018-01-16,"",0.812160694896851,663.892638436482
"gn","renl","M",2.55167693360712,2015,11,238,2015-11-18,2022-02-22 16:25:00,1.84,53,"nov","robe",2013-04-27,1.834360027,2015-11-15,75.942,13.3,5,40,2018-01-25,"",0.505684960973511,1536.10909225002
"gn","dean","M",4.84873374401095,2015,11,239,2015-11-18,2022-02-22 14:15:00,0.18,8,"nov","desd",2011-01-09,2.302532512,2015-11-15,2.534,2.3,5,40,2018-01-25,"",3.35016286644951,339.572508143322
"gn","mend","F",5.77960301163587,2015,11,240,2015-11-18,2022-02-22 16:10:00,1.74,54,"nov","merl",2010-02-03,2.236824093,2015-11-15,74.099,4.3,6,40,2018-01-26,"",0.496320424659187,1471.07388587284
"tws","tesl","F",2.70225872689938,2015,11,241,2015-11-19,2022-02-22 11:20:00,1.84,53,"nov","twin",2013-03-03,1.49486653,2015-11-15,44.283,5,11,40,2018-04-27,"",0.505684960973511,895.7298850716
