,group,subj,date,time,sample_number,Cr,SG,Cr.plate.number,Cr.date,cp_dilution,cp_run,cp_assay_date,pg.ml_ucp,cp_batch,stdcr_CP,stdsg_CP,cp_note,month,year,sex,age,month.name,mum,bday,weaning,mid,neo_value,CV,neo_plate_number,neo_dilution,neo_date_assayed,neo_note,SG_corr_fac,neo_sg,month_name,pl,gmd,gm,r,n_agg_g,n_agg_r,n_obs
521,tws,atom,2016-03-14,2021-12-30 11:45:00,548,0.7,20.0,9.0,2016-11-04,5.0,,,,,,,"redo CVs too high, originally in batch 12 run 8",3,2016,F,7.06091718001369,mar,arte,2009-02-21,2.795345654,2016-03-15,15.789,16.3,19.0,40.0,2018-05-16,,1.3400651465798,846.331543973941,mar,0.03,0.0133333333333333,0.0433333333333333,0.403333333333333,2,2,300
522,tws,dubl,2016-03-14,2021-12-30 08:40:00,550,0.74,20.0,9.0,2016-11-04,5.0,8.0,11/23/16,9488.88,12.0,8724.723876,12709.69902,,3,2016,M,7.0280629705681,mar,dixi,2009-03-05,2.321697467,2016-03-15,7.658,10.4,16.0,40.0,2018-05-14,,1.3400651465798,410.488755700326,mar,0.16,0.0,0.0,0.386666666666667,1,1,300
523,tws,bike,2016-03-16,2021-12-30 11:04:00,555,0.32,16.0,9.0,2016-11-04,5.0,8.0,11/23/16,948.366,12.0,2016.482483,1587.838399,,3,2016,M,6.97056810403833,mar,bif,2009-03-26,2.264202601,2016-03-15,3.18,7.6,16.0,40.0,2018-05-14,,1.67508143322476,213.070358306189,mar,0.0733333333333333,0.0366666666666667,0.02,0.513333333333333,5,2,300
524,gn,renl,2016-03-16,2021-12-30 15:30:00,566,0.48,20.0,10.0,2016-11-04,5.0,8.0,11/23/16,1561.79,12.0,2213.858487,2091.909776,,3,2016,M,2.8829568788501,mar,robe,2013-04-27,1.834360027,2016-03-15,,,,,,,1.3400651465798,,mar,0.106666666666667,0.0166666666666667,0.03,0.323333333333333,0,3,300
525,gn,mend,2016-03-16,2021-12-30 15:50:00,571,0.42,21.0,10.0,2016-11-04,5.0,8.0,11/23/16,1473.94,12.0,2387.805625,1880.229307,,3,2016,F,6.11088295687885,mar,merl,2010-02-03,2.236824093,2016-03-15,5.976,9.7,3.0,40.0,2018-01-16,,1.27625252055219,305.075402512797,mar,0.0,0.0,0.0234113712374582,0.464882943143813,2,2,299
526,tws,bong,2016-03-17,2021-12-30 08:20:00,573,0.58,20.0,10.0,2016-11-04,5.0,8.0,11/23/16,5249.91,12.0,6158.746396,7031.891646,,3,2016,M,2.86379192334018,mar,bonn,2013-05-04,1.971252567,2016-03-15,9.59,6.1,16.0,40.0,2018-05-14,,1.3400651465798,514.048990228013,mar,0.123333333333333,0.0133333333333333,0.0066666666666666,0.34,0,0,300
527,tws,peke,2016-03-17,2021-12-30 08:11:00,574,0.6,19.0,10.0,2016-11-04,5.0,8.0,11/23/16,5418.3,12.0,6144.410935,7639.408858,,3,2016,M,5.20739219712526,mar,pans,2010-12-30,2.814510609,2016-03-15,6.94,5.4,16.0,40.0,2018-05-14,,1.41059489113664,391.58114177953,mar,0.09,0.0,0.0,0.493333333333333,2,3,300
528,tws,boyd,2016-03-17,2021-12-30 15:00:00,575,0.28,14.0,10.0,2016-11-04,5.0,8.0,11/23/16,1579.5,12.0,3838.22169,3022.330139,,3,2016,F,3.94524298425736,mar,buai,2012-04-04,2.740588638,2016-03-15,9.144,3.1,16.0,40.0,2018-05-14,,1.91437878082829,700.203182875756,mar,0.0333333333333333,0.0066666666666666,0.04,0.416666666666667,2,8,300
529,tws,blas,2016-03-18,2021-12-30 11:30:00,584,0.38,16.0,10.0,2016-11-04,5.0,8.0,11/23/16,1269.68,12.0,2273.417184,2125.810772,,3,2016,M,4.11498973305955,mar,blaz,2012-02-02,1.817932923,2016-03-15,7.517,16.0,17.0,40.0,2018-05-15,,1.67508143322476,503.66348534202,mar,0.184563758389262,0.0,0.0,0.385906040268456,0,1,298
530,tws,tatu,2016-03-18,2021-12-30 09:51:00,585,0.32,12.0,10.0,2016-11-04,5.0,8.0,11/23/16,966.02,12.0,2054.01966,2156.528388,,3,2016,M,7.03901437371663,mar,twin,2009-03-01,2.945927447,2016-03-15,31.456,3.9,17.0,10.0,2018-05-15,,2.23344191096634,702.551487513572,mar,0.0267558528428094,0.0066889632107023,0.0,0.387959866220736,1,0,299
531,gn,spad,2016-03-21,2021-12-30 14:50:00,588,0.42,18.0,10.0,2016-11-04,5.0,8.0,11/23/16,4984.45,12.0,8074.886189,7418.140357,,3,2016,F,6.15468856947296,mar,spik,2010-01-18,2.258726899,2016-03-15,8.271,1.9,5.0,40.0,2018-01-25,,1.48896127397756,492.607947882736,mar,0.0066445182724252,0.0132890365448505,0.0166112956810631,0.401993355481728,1,0,301
532,tws,burn,2016-03-22,2021-12-30 14:45:00,597,0.36,19.0,10.0,2016-11-04,5.0,8.0,11/23/16,3738.66,12.0,7066.134946,5271.238639,,3,2016,F,7.04175222450376,mar,blaz,2009-02-28,2.247775496,2016-03-15,19.951,6.5,17.0,40.0,2018-05-15,,1.41059489113664,1125.71114692268,mar,0.0166666666666667,0.0,0.0433333333333333,0.423333333333333,0,9,300
533,tws,dubl,2016-03-22,2021-12-30 14:30:00,598,0.38,18.0,10.0,2016-11-04,5.0,8.0,11/23/16,3696.88,12.0,6619.424202,5501.905872,,3,2016,M,7.0280629705681,mar,dixi,2009-03-05,2.321697467,2016-03-15,19.312,1.8,17.0,40.0,2018-05-15,,1.48896127397756,1150.19280492219,mar,0.16,0.0,0.0,0.386666666666667,1,1,300
534,tws,brog,2016-03-23,2021-12-30 11:28:00,600,0.5,19.0,10.0,2016-11-04,5.0,8.0,11/23/16,3022.08,12.0,4112.485776,4260.912965,,3,2016,F,7.15947980835044,mar,bow,2009-01-16,2.516084873,2016-03-15,29.068,2.9,17.0,40.0,2018-05-15,,1.41059489113664,1640.12689182239,mar,0.0233333333333333,0.03,0.103333333333333,0.483333333333333,0,2,300
535,twn,davi,2016-03-24,2021-12-30 14:30:00,602,0.46,20.0,10.0,2016-11-04,5.0,8.0,11/23/16,3923.82,12.0,5803.897063,5255.685732,,3,2016,F,2.51334702258727,mar,didg,2013-09-09,1.349760438,2016-03-15,11.121,6.4,17.0,40.0,2018-05-15,,1.3400651465798,596.11457980456,mar,0.0233333333333333,0.0466666666666667,0.01,0.406666666666667,0,2,300
536,gn,stel,2016-03-24,2021-12-30 10:35:00,605,0.32,12.0,11.0,2016-11-04,5.0,8.0,11/23/16,551.641,12.0,1172.937888,1231.474997,,3,2016,F,2.85557837097878,mar,sput,2013-05-07,2.223134839,2016-03-15,5.835,9.5,5.0,40.0,2018-01-25,,2.23344191096634,521.285342019544,mar,0.0866666666666667,0.02,0.01,0.36,0,3,300
537,tws,dubl,2016-03-24,2021-12-30 11:00:00,607,0.32,21.0,10.0,2016-11-04,5.0,8.0,11/23/16,9952.33,12.0,21161.34395,12695.67455,,3,2016,M,7.0280629705681,mar,dixi,2009-03-05,2.321697467,2016-03-15,6.074,9.5,17.0,40.0,2018-05-15,,1.27625252055219,310.078312393361,mar,0.16,0.0,0.0,0.386666666666667,1,1,300
538,tws,dame,2016-03-25,2021-12-30 14:55:00,608,0.32,19.0,10.0,2016-11-04,5.0,8.0,11/23/16,1182.98,12.0,2515.335269,1667.915747,,3,2016,F,4.18617385352498,mar,dixi,2012-01-07,1.869952088,2016-03-15,8.154,8.3,17.0,40.0,2018-05-15,,1.41059489113664,460.079629693125,mar,0.0133333333333333,0.0,0.04,0.536666666666667,2,2,300
539,tws,blas,2016-03-25,2021-12-30 14:50:00,610,0.24,11.0,10.0,2016-11-04,5.0,8.0,11/23/16,574.019,12.0,1627.359421,1397.925059,,3,2016,M,4.11498973305955,mar,blaz,2012-02-02,1.817932923,2016-03-15,21.605,4.0,17.0,10.0,2018-05-15,,2.43648208469055,526.401954397394,mar,0.184563758389262,0.0,0.0,0.385906040268456,0,1,298
540,tws,boyd,2016-03-25,2021-12-30 15:00:00,611,0.22,16.0,10.0,2016-11-04,5.0,8.0,11/23/16,1120.39,12.0,3465.093832,1875.856225,,3,2016,F,3.94524298425736,mar,buai,2012-04-04,2.740588638,2016-03-15,8.274,12.2,17.0,40.0,2018-05-15,,1.67508143322476,554.384951140065,mar,0.0333333333333333,0.0066666666666666,0.04,0.416666666666667,2,8,300
541,tws,sevi,2016-03-25,2021-12-30 14:28:00,612,0.28,20.0,10.0,2016-11-04,5.0,8.0,11/23/16,1018.87,12.0,2475.877767,1364.705955,,3,2016,F,2.93497604380561,mar,sava,2013-04-08,1.735797399,2016-03-15,10.494,2.6,17.0,40.0,2018-05-15,,1.3400651465798,562.505745928339,mar,0.0066889632107023,0.0234113712374582,0.0100334448160535,0.331103678929766,0,2,299
542,tws,atom,2016-03-29,2021-12-30 10:50:00,615,0.3,17.0,10.0,2016-11-04,5.0,8.0,11/23/16,6650.04,12.0,15082.43489,10479.14003,,3,2016,F,7.06091718001369,mar,arte,2009-02-21,2.795345654,2016-03-15,9.659,8.4,17.0,40.0,2018-05-15,,1.57654723127036,609.114788273616,mar,0.03,0.0133333333333333,0.0433333333333333,0.403333333333333,2,2,300
543,tws,fris,2016-03-29,2021-12-30 10:10:00,620,0.26,20.0,10.0,2016-11-04,5.0,8.0,11/23/16,5881.17,12.0,15390.71661,7877.420793,,3,2016,M,7.04722792607803,mar,flet,2009-02-26,1.418206708,2016-03-15,20.437,11.7,17.0,40.0,2018-05-15,,1.3400651465798,1095.47645602606,mar,0.02,0.0333333333333333,0.02,0.573333333333333,2,1,300
544,tws,bike,2015-08-06,2021-12-30 16:20:00,3,0.18,7.0,1.0,2016-10-26,2.0,8.0,11/23/16,313.951,12.0,1186.746124,1201.473339,,8,2015,M,6.38740588637919,aug,bif,2009-03-26,2.264202601,2015-08-15,9.719,17.8,17.0,10.0,2018-05-15,,3.82875756165658,372.116947417403,aug,0.0222222222222222,0.0222222222222222,0.0333333333333333,0.377777777777778,3,0,180
545,gn,mend,2015-08-21,2021-12-30 12:13:00,24,0.13,9.0,1.0,2016-10-26,2.0,8.0,11/23/16,721.966,12.0,3778.695093,2148.941256,,8,2015,F,5.52772073921971,aug,merl,2010-02-03,2.236824093,2015-08-15,1.823,11.7,6.0,20.0,2018-01-26,,2.97792254795512,108.575056098444,aug,0.0166666666666667,0.0111111111111111,0.0388888888888889,0.383333333333333,1,4,180
546,twn,pam,2015-08-24,2021-12-30 09:34:00,28,0.12,6.0,1.0,2016-10-26,2.0,8.0,11/23/16,343.701,12.0,1948.803299,1534.545793,,8,2015,F,2.43668720054757,aug,park,2013-03-08,1.796030116,2015-08-15,4.917,7.5,17.0,40.0,2018-05-15,,4.46688382193268,878.54671009772,aug,0.0,0.0222222222222222,0.0333333333333333,0.266666666666667,0,1,180
547,gn,pira,2015-08-25,2021-12-30 08:30:00,31,0.12,7.0,2.0,2016-10-27,2.0,8.0,11/23/16,345.784,12.0,1960.614022,1323.296492,,8,2015,M,4.54757015742642,aug,pinc,2011-01-27,1.35797399,2015-08-15,1.028,1.7,5.0,40.0,2018-01-25,,3.82875756165658,157.438510935319,aug,0.0,0.0,0.0777777777777778,0.438888888888889,2,1,180
548,tws,tatu,2015-08-25,2021-12-30 12:15:00,34,0.17,7.0,2.0,2016-10-27,2.0,8.0,11/23/16,298.271,12.0,1193.797226,1141.466835,run neat?,8,2015,M,6.4558521560575,aug,twin,2009-03-01,2.945927447,2015-08-15,3.224,0.9,18.0,10.0,2018-05-15,,3.82875756165658,123.439143787808,aug,0.0833333333333333,0.0,0.0,0.272222222222222,3,1,180
549,gn,dean,2015-09-04,2021-12-30 09:09:00,56,0.21,9.0,2.0,2016-10-27,2.0,8.0,11/23/16,,12.0,,,run neat?,9,2015,M,4.68172484599589,sep,desd,2011-01-09,2.302532512,2015-09-15,,,,,,,2.97792254795512,,sep,0.0,0.0,0.0,0.383333333333333,3,8,300
550,gn,mend,2015-09-08,2021-12-30 09:42:00,66,0.15,9.0,2.0,2016-10-27,2.0,8.0,11/23/16,451.737,12.0,2049.09862,1344.601098,,9,2015,F,5.61259411362081,sep,merl,2010-02-03,2.236824093,2015-09-15,,,,,,,2.97792254795512,,sep,0.0,0.0,0.0533333333333333,0.256666666666667,1,0,300
551,twn,safi,2015-09-09,2021-12-30 09:13:00,69,0.18,7.0,2.0,2016-10-27,2.0,8.0,11/23/16,687.673,12.0,2599.428788,2631.687033,,9,2015,F,2.55167693360712,sep,saph,2013-02-25,1.741273101,2015-09-15,1.583,10.8,8.0,40.0,2018-04-25,,3.82875756165658,242.436928804095,sep,0.0,0.01875,0.08125,0.2875,1,1,320
552,gn,dean,2015-09-29,2021-12-30 10:57:00,96,0.09,3.0,2.0,2016-10-27,2.0,8.0,11/23/16,296.904,12.0,2244.615696,2651.215935,,9,2015,M,4.68172484599589,sep,desd,2011-01-09,2.302532512,2015-09-15,1.554,9.9,6.0,20.0,2018-01-26,,8.93376764386536,277.661498371336,sep,0.0,0.0,0.0,0.383333333333333,3,8,300
553,gn,mole,2015-10-01,2021-12-30 09:52:00,109,0.09,9.0,11.0,2016-11-04,2.0,8.0,11/23/16,645.664,12.0,4881.2665,1921.827353,,10,2015,F,2.49691991786448,oct,merl,2013-04-16,1.467488022,2015-10-15,5.819,9.6,6.0,20.0,2018-01-26,,2.97792254795512,346.570626131017,oct,0.0,0.015625,0.034375,0.25625,2,2,320
554,twn,allo,2015-10-01,2021-12-30 10:16:00,111,0.07,9.0,11.0,2016-11-04,2.0,8.0,11/23/16,323.942,12.0,3148.746339,964.2176061,,10,2015,M,2.5160848733744,oct,ambe,2013-04-09,3.394934976,2015-10-15,6.628,4.9,18.0,10.0,2018-05-15,,2.97792254795512,197.376706478465,oct,0.0,0.0133333333333333,0.0,0.25,0,0,300
555,tws,tatu,2015-10-13,2021-12-30 16:13:00,170,0.34,10.0,4.0,2016-11-01,2.0,8.0,11/23/16,483.857,12.0,968.2924995,1296.186028,,10,2015,M,6.62286105407255,oct,twin,2009-03-01,2.945927447,2015-10-15,19.025,8.5,9.0,10.0,2018-04-26,,2.68013029315961,509.894788273616,oct,0.0062305295950155,0.0124610591900312,0.0093457943925233,0.395638629283489,1,4,321
556,tws,tatu,2015-10-15,2021-12-30 14:22:00,176,0.22,6.0,4.0,2016-11-01,2.0,8.0,11/23/16,471.064,12.0,1456.886407,2103.192249,,10,2015,M,6.62286105407255,oct,twin,2009-03-01,2.945927447,2015-10-15,,,,,,,4.46688382193268,,oct,0.0062305295950155,0.0124610591900312,0.0093457943925233,0.395638629283489,1,4,321
557,twn,ruki,2015-10-20,2021-12-30 09:00:00,183,0.12,6.0,4.0,2016-11-01,2.0,8.0,11/23/16,317.745,12.0,1801.631372,1418.658232,,10,2015,M,4.64613278576318,oct,rave,2011-02-21,2.770704997,2015-10-15,2.979,3.3,10.0,10.0,2018-04-27,,4.46688382193268,133.068469055375,oct,0.0833333333333333,0.0066666666666666,0.0066666666666666,0.31,0,0,300
558,tws,bong,2015-10-20,2021-12-30 11:55:00,184,0.16,7.0,4.0,2016-11-01,2.0,8.0,11/23/16,411.363,12.0,1749.33788,1574.263746,,10,2015,M,2.4476386036961,oct,bonn,2013-05-04,1.971252567,2015-10-15,10.989,14.5,10.0,10.0,2018-04-27,,3.82875756165658,420.742168450442,oct,0.04375,0.003125,0.0,0.359375,0,1,320
559,twn,allo,2015-10-21,2021-12-30 11:14:00,188,0.17,9.0,11.0,2016-11-04,2.0,8.0,11/23/16,608.631,12.0,2435.979359,1811.598144,,10,2015,M,2.5160848733744,oct,ambe,2013-04-09,3.394934976,2015-10-15,7.704,11.2,10.0,10.0,2018-04-27,,2.97792254795512,229.419153094463,oct,0.0,0.0133333333333333,0.0,0.25,0,0,300
560,twn,safi,2015-10-22,2021-12-30 11:50:00,196,0.26,7.0,4.0,2016-11-01,2.0,9.0,11/24/16,435.971,13.0,1140.913477,1668.437218,,10,2015,F,2.63381245722108,oct,saph,2013-02-25,1.741273101,2015-10-15,4.683,13.1,19.0,10.0,2018-05-16,,3.82875756165658,179.300716612378,oct,0.0,0.07,0.07,0.226666666666667,0,0,300
561,tws,blas,2015-10-23,2021-12-30 15:39:00,198,0.05,2.0,11.0,2016-11-04,2.0,9.0,11/24/16,80.5903,13.0,1096.683286,1079.451376,,10,2015,M,3.69883641341547,oct,blaz,2012-02-02,1.817932923,2015-10-15,0.496,0.0,10.0,10.0,2018-04-27,,13.400651465798,66.4672312703583,oct,0.015625,0.0,0.0,0.2625,0,0,320
562,tws,blas,2015-10-26,2021-12-30 09:48:00,201,0.16,8.0,4.0,2016-11-01,2.0,9.0,11/24/16,790.03,13.0,3359.63469,2645.476474,,10,2015,M,3.69883641341547,oct,blaz,2012-02-02,1.817932923,2015-10-15,6.659,20.1,10.0,10.0,2018-04-27,,3.35016286644951,223.087345276873,oct,0.015625,0.0,0.0,0.2625,0,0,320
563,tws,fris,2015-10-26,2021-12-30 10:12:00,202,0.24,3.0,4.0,2016-11-01,2.0,9.0,11/24/16,2240.11,13.0,6350.772558,20003.15027,,10,2015,M,6.63107460643395,oct,flet,2009-02-26,1.418206708,2015-10-15,21.805,6.5,10.0,10.0,2018-04-27,,8.93376764386536,1948.00803474484,oct,0.0,0.0,0.0,0.4375,1,1,320
564,twn,davi,2015-10-27,2021-12-30 12:00:00,203,0.03,4.0,11.0,2016-11-04,2.0,9.0,11/24/16,422.426,13.0,9580.713263,2829.052175,,10,2015,F,2.09719370294319,oct,didg,2013-09-09,1.349760438,2015-10-15,,,,,,,6.70032573289902,,oct,0.0,0.0231788079470199,0.009933774834437,0.374172185430464,1,0,302
565,twn,safi,2015-10-27,2021-12-30 11:52:00,205,0.1,8.0,5.0,2016-11-01,2.0,9.0,11/24/16,472.728,13.0,3216.472059,1582.96622,,10,2015,F,2.63381245722108,oct,saph,2013-02-25,1.741273101,2015-10-15,2.515,4.0,18.0,40.0,2018-05-15,,3.35016286644951,337.026384364821,oct,0.0,0.07,0.07,0.226666666666667,0,0,300
566,tws,tesl,2015-10-28,2021-12-30 12:03:00,207,0.16,8.0,5.0,2016-11-01,2.0,9.0,11/24/16,651.149,13.0,2769.037592,2180.422718,,10,2015,F,2.61738535249829,oct,twin,2013-03-03,1.49486653,2015-10-15,2.937,6.5,19.0,40.0,2018-05-16,,3.35016286644951,393.577133550489,oct,0.0,0.1,0.028125,0.290625,0,1,320
567,gn,dext,2015-10-28,2021-12-30 12:18:00,210,0.18,10.0,5.0,2016-11-01,2.0,9.0,11/24/16,572.175,13.0,2162.842175,1532.777744,,10,2015,M,2.55989048596851,oct,dj,2013-03-24,1.80698152,2015-10-15,3.638,12.8,5.0,40.0,2018-01-25,,2.68013029315961,390.012560260586,oct,0.00625,0.0,0.0,0.30625,0,1,320
568,gn,dean,2015-10-29,2021-12-30 12:34:00,213,0.12,7.0,5.0,2016-11-01,2.0,9.0,11/24/16,711.257,13.0,4032.865741,2721.941713,,10,2015,M,4.76386036960986,oct,desd,2011-01-09,2.302532512,2015-10-15,1.187,10.5,5.0,40.0,2018-01-25,,3.82875756165658,181.789409027455,oct,0.034375,0.0125,0.01875,0.41875,0,7,320
569,tws,brav,2015-10-29,2021-12-30 11:36:00,215,0.08,8.0,5.0,2016-11-01,2.0,9.0,11/24/16,394.141,13.0,3352.201249,1319.81158,,10,2015,M,2.55167693360712,oct,bow,2013-03-27,3.370294319,2015-10-15,8.784,0.5,10.0,10.0,2018-04-27,,3.35016286644951,294.278306188925,oct,0.009375,0.021875,0.0125,0.3125,1,0,320
570,tws,dubl,2015-11-03,2021-12-30 12:45:00,218,0.12,8.0,5.0,2016-11-01,2.0,9.0,11/24/16,306.769,13.0,1739.396857,1027.23969,,11,2015,M,6.69678302532512,nov,dixi,2009-03-05,2.321697467,2015-11-15,12.694,3.7,10.0,10.0,2018-04-27,,3.35016286644951,425.269674267101,nov,0.0566666666666667,0.0,0.0033333333333333,0.396666666666667,2,5,300
571,tws,peke,2015-11-03,2021-12-30 15:45:00,220,0.08,4.0,5.0,2016-11-01,2.0,9.0,11/24/16,239.596,13.0,2037.783459,1604.611423,,11,2015,M,4.87611225188227,nov,pans,2010-12-30,2.814510609,2015-11-15,0.551,5.8,18.0,40.0,2018-05-15,,6.70032573289902,147.675179153094,nov,0.0,0.04,0.0133333333333333,0.363333333333333,0,1,300
572,tws,tesl,2015-11-04,2021-12-30 12:00:00,222,0.2,8.0,5.0,2016-11-01,2.0,9.0,11/24/16,516.847,13.0,1758.330302,1730.702099,,11,2015,F,2.70225872689938,nov,twin,2013-03-03,1.49486653,2015-11-15,14.387,4.5,19.0,10.0,2018-05-16,,3.35016286644951,481.987931596091,nov,0.0,0.0733333333333333,0.0566666666666667,0.25,1,0,300
573,gn,stel,2015-11-09,2021-12-30 11:30:00,224,0.18,8.0,5.0,2016-11-01,2.0,9.0,11/24/16,600.707,13.0,2270.694166,2011.513786,,11,2015,F,2.5242984257358,nov,sput,2013-05-07,2.223134839,2015-11-15,4.058,2.4,5.0,40.0,2018-01-25,,3.35016286644951,543.798436482085,nov,0.0,0.0,0.0,0.356666666666667,1,0,300
574,twn,onyx,2015-11-13,2021-12-30 11:12:00,230,0.08,4.0,5.0,2016-11-01,2.0,9.0,11/24/16,266.194,13.0,2264.001612,1782.742337,,11,2015,M,2.75975359342916,nov,opal,2013-02-10,1.631759069,2015-11-15,3.221,20.7,18.0,10.0,2018-05-15,,6.70032573289902,215.817491856678,nov,0.0766666666666667,0.0,0.0,0.306666666666667,0,6,300
575,gn,dean,2015-11-18,2021-12-30 14:15:00,239,0.18,8.0,5.0,2016-11-01,2.0,9.0,11/24/16,588.509,13.0,2224.585285,1970.66784,,11,2015,M,4.84873374401095,nov,desd,2011-01-09,2.302532512,2015-11-15,2.534,2.3,5.0,40.0,2018-01-25,,3.35016286644951,339.572508143322,nov,0.02,0.03,0.01,0.426666666666667,1,0,300
576,twn,ruki,2015-11-24,2021-12-30 10:38:00,249,0.32,7.0,5.0,2016-11-01,2.0,9.0,11/24/16,687.078,13.0,1460.913563,2629.41,,11,2015,M,4.73100616016427,nov,rave,2011-02-21,2.770704997,2015-11-15,18.824,6.1,11.0,10.0,2018-04-27,,3.82875756165658,720.725323406235,nov,0.0633333333333333,0.0,0.0033333333333333,0.37,3,6,300
577,gn,renl,2015-11-24,2021-12-30 09:45:00,250,0.38,9.0,5.0,2016-11-01,2.0,9.0,11/24/16,1427.73,13.0,2556.412574,4249.657046,,11,2015,M,2.55167693360712,nov,robe,2013-04-27,1.834360027,2015-11-15,7.424,11.6,5.0,40.0,2018-01-25,,2.97792254795512,884.323879840753,nov,0.0166666666666667,0.03,0.0166666666666667,0.36,0,2,300
578,tws,bike,2015-11-24,2021-12-30 08:30:00,253,0.34,8.0,5.0,2016-11-01,2.0,9.0,11/24/16,2544.24,13.0,5091.521894,8519.584146,,11,2015,M,6.63928815879535,nov,bif,2009-03-26,2.264202601,2015-11-15,17.462,4.8,11.0,10.0,2018-04-27,,3.35016286644951,585.005439739414,nov,0.0,0.0033333333333333,0.0033333333333333,0.32,1,5,300
579,gn,spor,2015-11-26,2021-12-30 09:35:00,261,0.22,5.0,5.0,2016-11-01,2.0,9.0,11/24/16,710.769,13.0,2198.235684,3808.103829,,11,2015,F,2.18754277891855,nov,spik,2013-09-07,2.168377823,2015-11-15,,,,,,,5.36026058631922,,nov,0.0,0.05,0.0,0.433333333333333,0,0,300
580,twn,pam,2015-11-26,2021-12-30 12:40:00,263,0.3,8.0,5.0,2016-11-01,2.0,9.0,11/24/16,2563.78,13.0,5814.708623,8585.015346,,11,2015,F,2.68856947296372,nov,park,2013-03-08,1.796030116,2015-11-15,2.046,12.2,11.0,40.0,2018-04-27,,3.35016286644951,274.177328990228,nov,0.0,0.0,0.0,0.276666666666667,3,1,300
581,tws,dame,2015-11-27,2021-12-30 11:00:00,265,0.28,8.0,5.0,2016-11-01,2.0,9.0,11/24/16,3135.16,13.0,7618.511626,10498.32541,,11,2015,F,3.854893908282,nov,dixi,2012-01-07,1.869952088,2015-11-15,7.619,16.9,11.0,40.0,2018-04-27,,3.35016286644951,1020.99563517915,nov,0.0,0.0833333333333333,0.0433333333333333,0.3,0,2,300
582,twn,king,2015-12-03,2021-12-30 09:51:00,269,0.06,4.0,5.0,2016-11-01,2.0,9.0,11/24/16,197.271,13.0,2237.074524,1321.15436,,12,2015,M,4.11772758384668,dec,kipp,2011-11-02,2.045174538,2015-12-15,5.434,7.2,18.0,10.0,2018-05-15,,6.70032573289902,364.095700325733,dec,0.0566666666666667,0.0,0.0,0.413333333333333,0,0,300
583,gn,dean,2015-12-07,2021-12-30 08:46:00,285,0.16,5.0,6.0,2016-11-02,2.0,9.0,11/24/16,203.258,13.0,864.3629075,1089.000179,,12,2015,M,4.93086926762491,dec,desd,2011-01-09,2.302532512,2015-12-15,4.617,1.7,5.0,40.0,2018-01-25,,5.36026058631922,989.932925081433,dec,0.01,0.0466666666666667,0.0133333333333333,0.393333333333333,0,2,300
584,tws,dubl,2015-12-07,2021-12-30 09:26:00,288,0.32,6.0,6.0,2016-11-02,2.0,9.0,11/24/16,2315.07,13.0,4922.464642,10336.25427,,12,2015,M,6.77891854893908,dec,dixi,2009-03-05,2.321697467,2015-12-15,12.529,7.9,12.0,10.0,2018-05-07,,4.46688382193268,559.655874049946,dec,0.03,0.0,0.0033333333333333,0.333333333333333,5,1,300
585,tws,fris,2015-12-07,2021-12-30 08:30:00,289,0.36,10.0,6.0,2016-11-02,2.0,9.0,11/24/16,849.891,13.0,1606.309345,2276.740524,,12,2015,M,6.79808350444901,dec,flet,2009-02-26,1.418206708,2015-12-15,7.726,5.7,18.0,20.0,2018-05-15,,2.68013029315961,414.133732899023,dec,0.0332225913621262,0.0,0.0033222591362126,0.465116279069767,8,3,301
586,tws,tesl,2015-12-18,2021-12-30 09:20:00,290,0.22,8.0,6.0,2016-11-02,2.0,9.0,11/24/16,394.95,13.0,1221.484313,1322.520579,,12,2015,F,2.78439425051335,dec,twin,2013-03-03,1.49486653,2015-12-15,,,,,,,3.35016286644951,,dec,0.0033333333333333,0.0133333333333333,0.0033333333333333,0.29,0,0,300
587,twn,king,2015-12-18,2021-12-30 09:52:00,292,0.26,9.0,6.0,2016-11-02,2.0,9.0,11/24/16,530.795,13.0,1389.062963,1579.91827,,12,2015,M,4.11772758384668,dec,kipp,2011-11-02,2.045174538,2015-12-15,10.191,10.2,12.0,10.0,2018-05-07,,2.97792254795512,303.480086862106,dec,0.0566666666666667,0.0,0.0,0.413333333333333,0,0,300
588,gn,mend,2015-12-19,2021-12-30 09:20:00,298,0.2,7.0,6.0,2016-11-02,2.0,9.0,11/24/16,3110.5,13.0,10582.02215,11903.7137,,12,2015,F,5.86173853524983,dec,merl,2010-02-03,2.236824093,2015-12-15,3.582,10.7,5.0,40.0,2018-01-25,,3.82875756165658,548.584383434155,dec,0.0,0.05,0.0266666666666667,0.356666666666667,4,0,300
589,gn,pira,2015-12-19,2021-12-30 09:00:00,302,0.16,5.0,6.0,2016-11-02,2.0,9.0,11/24/16,1342.12,13.0,5707.419858,7190.707967,,12,2015,M,4.88158795345654,dec,pinc,2011-01-27,1.35797399,2015-12-15,2.657,2.0,5.0,40.0,2018-01-25,,5.36026058631922,569.688495114007,dec,0.0633333333333333,0.0233333333333333,0.01,0.42,2,2,300
590,gn,mayh,2015-12-28,2021-12-30 11:20:00,317,0.08,5.0,11.0,2016-11-04,2.0,9.0,11/24/16,228.128,13.0,1940.247187,1222.246764,,12,2015,F,5.75496235455168,dec,mixu,2010-03-14,2.214921287,2015-12-15,1.324,4.6,5.0,40.0,2018-01-25,,5.36026058631922,283.879400651466,dec,0.0,0.0166666666666667,0.02,0.413333333333333,2,0,300
