"group","subj","date","age","year","month","time","sample_number","stdsg_CP","neo_sg","Cr","SG","Cr.plate.number","Cr.date","cp_dilution","cp_run","cp_assay_date","pg.ml_ucp","cp_batch","stdcr_CP","cp_note","sex","month.name","mum","bday","weaning","mid","neo_value","CV","neo_plate_number","neo_dilution","neo_date_assayed","neo_note","SG_corr_fac","month_name","pl","gmd","gm","r","n_agg_g","n_agg_r","n_obs"
"twn","allo",2015-12-07,2.68309377138946,2015,12,2022-02-22 11:30:00,283,6792.904646,466.963879210221,0.46,14,6,2016-11-02,5,8,"11/23/16",3550.04,11,5251.022404,"","M","dec","ambe",2013-04-09,3.394934976,2015-12-15,6.101,1,12,40,2018-05-07,"",1.91347270615563,"dec",0.0133333333333333,0.06,0,0.296666666666667,0,0,300
"tws","brav",2015-12-07,2.71868583162218,2015,12,2022-02-22 09:07:00,287,3230.623603,375.911280487805,0.54,16,6,2016-11-02,5,8,"11/23/16",1929.55,11,2431.256241,"","M","dec","bow",2013-03-27,3.370294319,2015-12-15,5.613,8.5,12,40,2018-05-07,"",1.67428861788618,"dec",0.079734219269103,0.00332225913621262,0.00332225913621262,0.352159468438538,0,0,301
"twn","davi",2015-12-18,2.26420260095825,2015,12,2022-02-22 10:30:00,291,4180.316547,371.006599713056,0.46,17,6,2016-11-02,5,8,"11/23/16",2652.82,11,3923.904309,"","F","dec","didg",2013-09-09,1.349760438,2015-12-15,11.772,2.5,19,20,2018-05-16,"",1.57580105212817,"dec",0.00333333333333333,0.0266666666666667,0.02,0.396666666666667,1,0,300
"tws","boyd",2015-12-18,3.69609856262834,2015,12,2022-02-22 09:57:00,296,3380.761847,309.82950058072,0.5,14,6,2016-11-02,5,8,"11/23/16",1766.82,11,2404.311639,"","F","dec","buai",2012-04-04,2.740588638,2015-12-15,4.048,7,12,40,2018-05-07,"",1.91347270615563,"dec",0.0233333333333333,0.0133333333333333,0.0133333333333333,0.44,1,0,300
"twn","amos",2015-12-19,5.82614647501711,2015,12,2022-02-22 09:18:00,299,3815.137546,425.59807834442,0.42,11,6,2016-11-02,5,8,"11/23/16",1566.58,11,2537.88386,"","M","dec","ambe",2010-02-16,2.650239562,2015-12-15,4.369,15.5,12,40,2018-05-07,"",2.43532889874353,"dec",0.110367892976589,0,0.0133779264214047,0.301003344481605,0,0,299
"twn","petr",2015-12-19,5.70020533880903,2015,12,2022-02-22 09:52:00,300,7421.810939,611.170140428677,0.4,11,6,2016-11-02,5,8,"11/23/16",3047.56,11,5183.949114,"","F","dec","park",2010-04-03,2.565366188,2015-12-15,6.274,4.3,12,40,2018-05-07,"",2.43532889874353,"dec",0,0.0333333333333333,0.0433333333333333,0.34,1,0,300
"twn","kabu",2015-12-19,2.65845311430527,2015,12,2022-02-22 11:40:00,301,11513.27917,716.930386178862,0.54,16,6,2016-11-02,5,8,"11/23/16",6876.52,11,8664.498025,"","F","dec","kayl",2013-04-18,1.604380561,2015-12-15,10.705,6.4,12,40,2018-05-07,"",1.67428861788618,"dec",0,0.0133333333333333,0.00666666666666667,0.373333333333333,0,0,300
"twn","safi",2015-12-21,2.80082135523614,2015,12,2022-02-22 10:37:00,307,18828.45058,2985.15438596491,0.42,19,6,2016-11-02,5,8,"11/23/16",13354.2,11,21634.0108,"","F","dec","saph",2013-02-25,1.741273101,2015-12-15,52.931,4.6,12,40,2018-05-07,"",1.40992725716731,"dec",0,0.00666666666666667,0.0133333333333333,0.323333333333333,0,0,300
"twn","ruki",2015-12-21,4.81314168377823,2015,12,2022-02-22 12:29:00,310,1880.675784,316.513898567557,0.64,21,6,2016-11-02,5,8,"11/23/16",1474.29,11,1567.369539,"","M","dec","rave",2011-02-21,2.770704997,2015-12-15,6.203,11.4,12,40,2018-05-07,"",1.27564847077042,"dec",0.0866666666666667,0.0266666666666667,0,0.316666666666667,0,0,300
"tws","peke",2015-12-22,4.95824777549624,2015,12,2022-02-22 11:24:00,311,36919.8671,652.818011257036,0.5,13,6,2016-11-02,5,8,"11/23/16",17916.5,11,24381.00626,"","M","dec","pans",2010-12-30,2.814510609,2015-12-15,7.92,18.4,12,40,2018-05-07,"",2.06066291432145,"dec",0.183333333333333,0.0233333333333333,0,0.336666666666667,0,1,300
"gn","ting",2015-12-23,4.90622861054073,2015,12,2022-02-22 08:27:00,314,21046.97112,855.600256739409,0.94,19,6,2016-11-02,5,8,"11/23/16",14927.7,11,10805.2172,"","M","dec","tang",2011-01-18,2.704996578,2015-12-15,15.171,5.5,6,40,2018-01-26,"",1.40992725716731,"dec",0.01,0,0.00333333333333333,0.413333333333333,2,0,300
"tws","brog",2015-12-28,6.91033538672142,2015,12,2022-02-22 10:33:00,315,16185.14715,2683.14796747967,0.98,20,6,2016-11-02,5,8,"11/23/16",12083.6,11,8389.551054,"","F","dec","bow",2009-01-16,2.516084873,2015-12-15,50.08,7.7,12,40,2018-05-07,"",1.33943089430894,"dec",0.0233333333333333,0.00333333333333333,0.06,0.376666666666667,4,0,300
"tws","bike",2015-12-28,6.72142368240931,2015,12,2022-02-22 12:30:00,316,21123.09309,4069.40536585366,1.22,20,6,2016-11-02,5,8,"11/23/16",15770.2,11,8795.202172,"","M","dec","bif",2009-03-26,2.264202601,2015-12-15,75.954,1.2,12,40,2018-05-07,"",1.33943089430894,"dec",0.0166666666666667,0.0433333333333333,0.01,0.366666666666667,1,1,300
"gn","mend",2015-12-28,5.86173853524983,2015,12,2022-02-22 14:22:00,318,6480.025674,NA,0.46,19,6,2016-11-02,5,8,"11/23/16",4596,11,6798.148462,"","F","dec","merl",2010-02-03,2.236824093,2015-12-15,NA,NA,NA,NA,NA,NA,1.40992725716731,"dec",0,0.05,0.0266666666666667,0.356666666666667,4,0,300
"twn","allo",2015-12-29,2.68309377138946,2015,12,2022-02-22 08:32:00,325,861.1281585,242.222682926829,0.36,20,6,2016-11-02,5,8,"11/23/16",642.906,11,1215.103955,"","M","dec","ambe",2013-04-09,3.394934976,2015-12-15,4.521,0,12,40,2018-05-07,"",1.33943089430894,"dec",0.0133333333333333,0.06,0,0.296666666666667,0,0,300
"twn","amos",2015-12-29,5.82614647501711,2015,12,2022-02-22 09:18:00,326,5183.028303,540.058536585366,0.7,16,6,2016-11-02,5,8,"11/23/16",3095.66,11,3009.010283,"","M","dec","ambe",2010-02-16,2.650239562,2015-12-15,8.064,7.1,12,40,2018-05-07,"",1.67428861788618,"dec",0.110367892976589,0,0.0133779264214047,0.301003344481605,0,0,299
"gn","spor",2015-12-30,2.26967830253251,2015,12,2022-02-22 09:30:00,330,3810.36836,341.584643179765,0.44,18,6,2016-11-02,5,8,"11/23/16",2560.29,11,3959.177201,"","F","dec","spik",2013-09-07,2.168377823,2015-12-15,5.738,7.9,6,40,2018-01-26,"",1.48825654923216,"dec",0,0.0566666666666667,0.0133333333333333,0.356666666666667,0,0,300
"gn","mole",2015-12-30,2.66392881587953,2015,12,2022-02-22 15:02:00,335,1771.660779,239.713482384824,0.24,12,6,2016-11-02,5,8,"11/23/16",793.618,11,2249.928537,"","F","dec","merl",2013-04-16,1.467488022,2015-12-15,5.369,11.4,6,20,2018-01-26,"",2.23238482384824,"dec",0.00666666666666667,0.0166666666666667,0.04,0.43,0,0,300
"gn","ropa",2015-12-30,5.98494182067077,2015,12,2022-02-22 16:00:00,336,7978.454065,268.294386372435,0.54,21,6,2016-11-02,5,8,"11/23/16",6254.43,11,7880.657132,"","M","dec","robe",2009-12-20,3.529089665,2015-12-15,5.258,3.4,2,40,2018-01-16,"",1.27564847077042,"dec",0.02,0.0233333333333333,0.05,0.473333333333333,1,0,300
"gn","pira",2015-12-31,4.88158795345654,2015,12,2022-02-22 08:30:00,339,9910.330126,406.23450767841,0.58,18,6,2016-11-02,5,8,"11/23/16",6659.02,11,7811.793998,"","M","dec","pinc",2011-01-27,1.35797399,2015-12-15,6.824,8.1,4,40,2018-01-25,"",1.48825654923216,"dec",0.0633333333333333,0.0233333333333333,0.01,0.42,2,2,300
"gn","stre",2015-12-31,6.78165639972621,2015,12,2022-02-22 08:52:00,340,2211.706562,618.587456445993,0.76,14,6,2016-11-02,5,8,"11/23/16",1155.86,11,1034.808766,"","F","dec","sput",2009-03-04,3.06091718,2015-12-15,8.082,4.9,4,40,2018-01-25,"",1.91347270615563,"dec",0,0.0166666666666667,0.0333333333333333,0.406666666666667,0,2,300
"gn","renl",2015-12-31,2.63381245722108,2015,12,2022-02-22 08:51:00,341,9463.481098,465.645709123758,0.62,18,6,2016-11-02,5,8,"11/23/16",6358.77,11,6978.303977,"","M","dec","robe",2013-04-27,1.834360027,2015-12-15,7.822,3,4,40,2018-01-25,"",1.48825654923216,"dec",0.0366666666666667,0.00333333333333333,0,0.38,1,1,300
"gn","stel",2015-12-31,2.60643394934976,2015,12,2022-02-22 09:10:00,342,1713.295822,311.700451671183,0.54,18,6,2016-11-02,5,8,"11/23/16",1151.21,11,1450.538466,"","F","dec","sput",2013-05-07,2.223134839,2015-12-15,5.236,3.6,4,40,2018-01-25,"",1.48825654923216,"dec",0.00333333333333333,0,0,0.343333333333333,0,0,300
"gn","dext",2015-12-31,2.72689938398357,2015,12,2022-02-22 10:29:00,343,10624.45961,196.092682926829,0.42,20,6,2016-11-02,5,8,"11/23/16",7932.07,11,12850.07623,"","M","dec","dj",2013-03-24,1.80698152,2015-12-15,3.66,7.2,4,40,2018-01-25,"",1.33943089430894,"dec",0.0133333333333333,0.00333333333333333,0,0.316666666666667,0,0,300
"gn","ting",2015-12-31,4.90622861054073,2015,12,2022-02-22 08:52:00,349,5558.816802,245.115853658537,0.24,12,7,2016-11-03,5,8,"11/23/16",2490.08,11,7059.444282,"","M","dec","tang",2011-01-18,2.704996578,2015-12-15,2.745,2.6,4,40,2018-01-25,"",2.23238482384824,"dec",0.01,0,0.00333333333333333,0.413333333333333,2,0,300
"gn","spor",2016-01-04,2.35455167693361,2016,1,2022-02-22 09:20:00,351,10002.06626,245.140206947524,0.22,11,7,2016-11-03,5,8,"11/23/16",4107.07,11,12702.16882,"","F","jan","spik",2013-09-07,2.168377823,2016-01-15,5.033,3.4,6,20,2018-01-26,"",2.43532889874353,"jan",0.0133333333333333,0.0166666666666667,0,0.37,0,4,300
"gn","dext",2016-01-04,2.81177275838467,2016,1,2022-02-22 08:42:00,356,12103.2315,222.077642276423,0.22,12,7,2016-11-03,5,8,"11/23/16",5421.66,11,16767.87603,"","M","jan","dj",2013-03-24,1.80698152,2016-01-15,2.487,7.4,4,40,2018-01-25,"",2.23238482384824,"jan",0.03125,0.003125,0,0.3,0,0,320
"twn","keny",2016-01-04,5.9356605065024,2016,1,2022-02-22 08:35:00,357,6681.632831,428.491822094692,0.38,17,7,2016-11-03,5,8,"11/23/16",4240.15,11,7592.172732,"","M","jan","kayl",2010-02-07,2.453114305,2016-01-15,6.798,8.6,13,40,2018-05-08,"",1.57580105212817,"jan",0.0730897009966777,0,0,0.348837209302326,0,0,301
"gn","pira",2016-01-07,4.96646132785763,2016,1,2022-02-22 11:49:00,373,4804.821387,344.084914182475,0.42,18,7,2016-11-03,5,8,"11/23/16",3228.49,11,5230.203796,"","M","jan","pinc",2011-01-27,1.35797399,2016-01-15,5.78,5.7,4,40,2018-01-25,"",1.48825654923216,"jan",0.05,0,0,0.48,0,0,300
"tws","bike",2016-01-22,6.8062970568104,2016,1,2022-02-22 14:23:00,401,18478.78862,508.983739837398,0.62,21,7,2016-11-03,5,8,"11/23/16",14485.8,11,15897.14925,"","M","jan","bif",2009-03-26,2.264202601,2016-01-15,9.975,7.6,14,40,2018-05-08,"",1.27564847077042,"jan",0.0433333333333333,0,0,0.33,3,5,300
"twn","onyx",2016-01-25,2.92676249144422,2016,1,2022-02-22 10:50:00,405,4007.153083,431.162804878049,0.42,12,7,2016-11-03,5,8,"11/23/16",1795.01,11,2907.943997,"","M","jan","opal",2013-02-10,1.631759069,2016-01-15,9.657,1.4,19,20,2018-05-16,"",2.23238482384824,"jan",0.0433333333333333,0,0,0.366666666666667,0,0,300
"twn","keny",2016-01-25,5.9356605065024,2016,1,2022-02-22 11:40:00,407,9263.463882,660.393008130081,0.44,20,7,2016-11-03,5,8,"11/23/16",6915.97,11,10694.70675,"","M","jan","kayl",2010-02-07,2.453114305,2016-01-15,12.326,20,19,40,2018-05-16,"",1.33943089430894,"jan",0.0730897009966777,0,0,0.348837209302326,0,0,301
"tws","fris",2016-01-25,6.8829568788501,2016,1,2022-02-22 08:40:00,411,10992.64238,863.531097560976,0.66,16,7,2016-11-03,5,8,"11/23/16",6565.56,11,6768.560192,"","M","jan","flet",2009-02-26,1.418206708,2016-01-15,12.894,8.4,14,40,2018-05-08,"",1.67428861788618,"jan",0.0564784053156146,0.00996677740863787,0,0.538205980066445,0,2,301
"gn","ting",2016-01-26,4.99110198494182,2016,1,2022-02-22 12:40:00,416,15671.37298,1814.81855571497,0.28,17,7,2016-11-03,5,8,"11/23/16",9945.02,11,24166.62961,"","M","jan","tang",2011-01-18,2.704996578,2016-01-15,28.792,1.7,4,40,2018-01-25,"",1.57580105212817,"jan",0.0266666666666667,0.00333333333333333,0.00333333333333333,0.503333333333333,0,1,300
"gn","mole",2016-01-26,2.74880219028063,2016,1,2022-02-22 12:30:00,418,15118.12499,2492.28694404591,0.24,17,8,2016-11-03,5,8,"11/23/16",9593.93,11,27199.05155,"","F","jan","merl",2013-04-16,1.467488022,2016-01-15,39.54,10.4,5,40,2018-01-25,"",1.57580105212817,"jan",0.00333333333333333,0,0,0.44,0,2,300
"gn","spor",2016-01-26,2.35455167693361,2016,1,2022-02-22 08:55:00,420,4543.90769,858.396612466125,0.34,12,8,2016-11-03,5,8,"11/23/16",2035.45,11,4073.333584,"","F","jan","spik",2013-09-07,2.168377823,2016-01-15,9.613,11.2,5,40,2018-01-25,"",2.23238482384824,"jan",0.0133333333333333,0.0166666666666667,0,0.37,0,4,300
"twn","keny",2016-02-09,6.02053388090349,2016,2,2022-02-22 08:44:00,463,2361.684553,343.038555347092,0.24,13,8,2016-11-03,5,8,"11/23/16",1146.08,11,3249.167859,"","M","feb","kayl",2010-02-07,2.453114305,2016-02-15,16.647,6.8,15,10,2018-05-14,"",2.06066291432145,"feb",0.0166666666666667,0.0194444444444444,0.0194444444444444,0.444444444444444,0,1,360
"twn","allo",2016-02-09,2.85284052019165,2016,2,2022-02-22 12:15:00,464,9706.119004,322.963577235772,0.48,20,8,2016-11-03,5,8,"11/23/16",7246.45,11,10271.94107,"","M","feb","ambe",2013-04-09,3.394934976,2016-02-15,6.028,14.2,15,40,2018-05-14,"",1.33943089430894,"feb",0.0166666666666667,0,0,0.397222222222222,2,0,360
"twn","ruki",2016-02-09,4.98288843258042,2016,2,2022-02-22 12:45:00,466,4018.44002,418.277479674797,0.52,20,8,2016-11-03,5,8,"11/23/16",3000.11,11,3925.566071,"","M","feb","rave",2011-02-21,2.770704997,2016-02-15,7.807,6.1,15,40,2018-05-14,"",1.33943089430894,"feb",0.05,0,0,0.325,1,3,360
"tws","burn",2016-02-10,6.96235455167693,2016,2,2022-02-22 08:35:00,467,1597.29249,503.851604621309,0.62,19,8,2016-11-03,5,8,"11/23/16",1132.89,11,1243.267297,"","F","feb","blaz",2009-02-28,2.247775496,2016-02-15,8.934,0.9,15,40,2018-05-14,"",1.40992725716731,"feb",0.00833333333333333,0.0388888888888889,0.0666666666666667,0.283333333333333,0,6,360
"tws","dubl",2016-02-10,6.94866529774127,2016,2,2022-02-22 12:31:00,468,3389.653117,343.251490514905,0.46,15,8,2016-11-03,5,8,"11/23/16",1898,11,2807.416402,"","M","feb","dixi",2009-03-05,2.321697467,2016-02-15,4.805,15.4,15,40,NA,"",1.78590785907859,"feb",0.0333333333333333,0.0111111111111111,0.0222222222222222,0.344444444444444,4,2,360
"gn","dext",2016-02-11,2.89664613278576,2016,2,2022-02-22 09:55:00,477,7187.74336,466.377080913666,0.54,21,8,2016-11-03,5,8,"11/23/16",5634.58,12,7099.638666,"","M","feb","dj",2013-03-24,1.80698152,2016-02-15,9.14,2.4,3,40,2018-01-16,"",1.27564847077042,"feb",0.0277777777777778,0.0138888888888889,0,0.491666666666667,1,1,360
"tws","bong",2016-02-11,2.78439425051335,2016,2,2022-02-22 09:00:00,478,1251.617805,435.425346724056,0.32,17,8,2016-11-03,5,8,"11/23/16",794.274,12,1688.841236,"","M","feb","bonn",2013-05-04,1.971252567,2016-02-15,6.908,10.9,15,40,NA,"",1.57580105212817,"feb",0.0166204986149584,0.0166204986149584,0.00554016620498615,0.365650969529086,3,4,361
"gn","dext",2016-02-23,2.89664613278576,2016,2,2022-02-22 10:10:00,517,4636.198943,118.227100271003,0.24,15,9,2016-11-04,5,8,"11/23/16",2595.99,12,7359.702002,"","M","feb","dj",2013-03-24,1.80698152,2016-02-15,1.655,10.8,5,40,2018-01-25,"",1.78590785907859,"feb",0.0277777777777778,0.0138888888888889,0,0.491666666666667,1,1,360
"tws","blas",2016-03-08,4.11498973305955,2016,3,2022-02-22 10:38:00,520,4914.8854,128.406775067751,0.24,12,9,2016-11-04,5,8,"11/23/16",2201.63,12,6241.680715,"","M","mar","blaz",2012-02-02,1.817932923,2016-03-15,1.438,5.9,19,40,2018-05-16,"",2.23238482384824,"mar",0.184563758389262,0,0,0.385906040268456,0,1,298
"tws","atom",2016-03-10,7.06091718001369,2016,3,2022-02-22 14:58:00,522,4926.548596,298.766149297857,0.32,11,9,2016-11-04,5,8,"11/23/16",2022.95,12,4301.338554,"","F","mar","arte",2009-02-21,2.795345654,2016-03-15,3.067,2.4,16,40,2018-05-14,"",2.43532889874353,"mar",0.03,0.0133333333333333,0.0433333333333333,0.403333333333333,2,2,300
"tws","sevi",2016-03-10,2.93497604380561,2016,3,2022-02-22 14:35:00,526,2732.855736,NA,0.2,18,9,2016-11-04,5,8,"11/23/16",1836.28,12,6247.084276,"","F","mar","sava",2013-04-08,1.735797399,2016-03-15,NA,NA,NA,NA,NA,NA,1.48825654923216,"mar",0.00668896321070234,0.0234113712374582,0.0100334448160535,0.331103678929766,0,2,299
"twn","king",2016-03-11,4.3668720054757,2016,3,2022-02-22 11:55:00,531,984.2093564,183.412737127371,0.44,18,9,2016-11-04,5,8,"11/23/16",661.317,12,1022.646336,"","M","mar","kipp",2011-11-02,2.045174538,2016-03-15,3.081,17.7,16,40,2018-05-14,"",1.48825654923216,"mar",0.053156146179402,0.026578073089701,0.0166112956810631,0.378737541528239,0,4,301
"twn","ruki",2016-03-11,5.06228610540726,2016,3,2022-02-22 12:30:00,532,1775.311472,266.040740740741,0.44,18,9,2016-11-04,5,8,"11/23/16",1192.88,12,1844.643888,"","M","mar","rave",2011-02-21,2.770704997,2016-03-15,4.469,20.4,16,40,2018-05-14,"",1.48825654923216,"mar",0.116666666666667,0,0.00333333333333333,0.406666666666667,1,3,300
"tws","dame",2016-03-11,4.18617385352498,2016,3,2022-02-22 11:55:00,533,6170.371183,271.755645889792,0.3,18,9,2016-11-04,5,8,"11/23/16",4146.04,12,9403.308607,"","F","mar","dixi",2012-01-07,1.869952088,2016-03-15,4.565,9.4,16,40,2018-05-14,"",1.48825654923216,"mar",0.0133333333333333,0,0.04,0.536666666666667,2,2,300
"twn","keny",2016-03-12,6.09993155373032,2016,3,2022-02-22 09:40:00,538,2290.384531,321.519811724433,0.38,19,9,2016-11-04,5,8,"11/23/16",1624.47,12,2908.684089,"","M","mar","kayl",2010-02-07,2.453114305,2016-03-15,5.701,14.5,16,40,2018-05-14,"",1.40992725716731,"mar",0.0733333333333333,0.0266666666666667,0.0166666666666667,0.37,7,5,300
"twn","king",2016-03-12,4.3668720054757,2016,3,2022-02-22 10:40:00,540,2056.460143,150.271389856756,0.38,21,9,2016-11-04,5,8,"11/23/16",1612.09,12,2886.517161,"","M","mar","kipp",2011-11-02,2.045174538,2016-03-15,2.945,18.5,16,40,2018-05-14,"",1.27564847077042,"mar",0.053156146179402,0.026578073089701,0.0166112956810631,0.378737541528239,0,4,301
"tws","atom",2016-03-14,7.06091718001369,2016,3,2022-02-22 11:45:00,548,NA,845.930975609756,0.7,20,9,2016-11-04,5,NA,"",NA,NA,NA,"redo CVs too high, originally in batch 12 run 8","F","mar","arte",2009-02-21,2.795345654,2016-03-15,15.789,16.3,19,40,2018-05-16,"",1.33943089430894,"mar",0.03,0.0133333333333333,0.0433333333333333,0.403333333333333,2,2,300
"tws","dubl",2016-03-14,7.0280629705681,2016,3,2022-02-22 08:40:00,550,12709.69902,410.294471544715,0.74,20,9,2016-11-04,5,8,"11/23/16",9488.88,12,8724.723876,"","M","mar","dixi",2009-03-05,2.321697467,2016-03-15,7.658,10.4,16,40,2018-05-14,"",1.33943089430894,"mar",0.16,0,0,0.386666666666667,1,1,300
"tws","bike",2016-03-16,6.97056810403833,2016,3,2022-02-22 11:04:00,555,1587.838399,212.969512195122,0.32,16,9,2016-11-04,5,8,"11/23/16",948.366,12,2016.482483,"","M","mar","bif",2009-03-26,2.264202601,2016-03-15,3.18,7.6,16,40,2018-05-14,"",1.67428861788618,"mar",0.0733333333333333,0.0366666666666667,0.02,0.513333333333333,5,2,300
"gn","renl",2016-03-16,2.8829568788501,2016,3,2022-02-22 15:30:00,566,2091.909776,NA,0.48,20,10,2016-11-04,5,8,"11/23/16",1561.79,12,2213.858487,"","M","mar","robe",2013-04-27,1.834360027,2016-03-15,NA,NA,NA,NA,NA,NA,1.33943089430894,"mar",0.106666666666667,0.0166666666666667,0.03,0.323333333333333,0,3,300
"gn","mend",2016-03-16,6.11088295687885,2016,3,2022-02-22 15:50:00,571,1880.229307,304.931010452962,0.42,21,10,2016-11-04,5,8,"11/23/16",1473.94,12,2387.805625,"","F","mar","merl",2010-02-03,2.236824093,2016-03-15,5.976,9.7,3,40,2018-01-16,"",1.27564847077042,"mar",0,0,0.0234113712374582,0.464882943143813,2,2,299
"tws","bong",2016-03-17,2.86379192334018,2016,3,2022-02-22 08:20:00,573,7031.891646,513.805691056911,0.58,20,10,2016-11-04,5,8,"11/23/16",5249.91,12,6158.746396,"","M","mar","bonn",2013-05-04,1.971252567,2016-03-15,9.59,6.1,16,40,2018-05-14,"",1.33943089430894,"mar",0.123333333333333,0.0133333333333333,0.00666666666666667,0.34,0,0,300
"tws","peke",2016-03-17,5.20739219712526,2016,3,2022-02-22 08:11:00,574,7639.408858,391.395806589645,0.6,19,10,2016-11-04,5,8,"11/23/16",5418.3,12,6144.410935,"","M","mar","pans",2010-12-30,2.814510609,2016-03-15,6.94,5.4,16,40,2018-05-14,"",1.40992725716731,"mar",0.09,0,0,0.493333333333333,2,3,300
"tws","boyd",2016-03-17,3.94524298425736,2016,3,2022-02-22 15:00:00,575,3022.330139,699.871777003484,0.28,14,10,2016-11-04,5,8,"11/23/16",1579.5,12,3838.22169,"","F","mar","buai",2012-04-04,2.740588638,2016-03-15,9.144,3.1,16,40,2018-05-14,"",1.91347270615563,"mar",0.0333333333333333,0.00666666666666667,0.04,0.416666666666667,2,8,300
"tws","blas",2016-03-18,4.11498973305955,2016,3,2022-02-22 11:30:00,584,2125.810772,503.425101626016,0.38,16,10,2016-11-04,5,8,"11/23/16",1269.68,12,2273.417184,"","M","mar","blaz",2012-02-02,1.817932923,2016-03-15,7.517,16,17,40,2018-05-15,"",1.67428861788618,"mar",0.184563758389262,0,0,0.385906040268456,0,1,298
"tws","tatu",2016-03-18,7.03901437371663,2016,3,2022-02-22 09:51:00,585,2156.528388,702.218970189702,0.32,12,10,2016-11-04,5,8,"11/23/16",966.02,12,2054.01966,"","M","mar","twin",2009-03-01,2.945927447,2016-03-15,31.456,3.9,17,10,2018-05-15,"",2.23238482384824,"mar",0.0267558528428094,0.00668896321070234,0,0.387959866220736,1,0,299
"gn","spad",2016-03-21,6.15468856947296,2016,3,2022-02-22 14:50:00,588,7418.140357,492.374796747968,0.42,18,10,2016-11-04,5,8,"11/23/16",4984.45,12,8074.886189,"","F","mar","spik",2010-01-18,2.258726899,2016-03-15,8.271,1.9,5,40,2018-01-25,"",1.48825654923216,"mar",0.00664451827242525,0.0132890365448505,0.0166112956810631,0.401993355481728,1,0,301
"tws","burn",2016-03-22,7.04175222450376,2016,3,2022-02-22 14:45:00,597,5271.238639,1125.1783483098,0.36,19,10,2016-11-04,5,8,"11/23/16",3738.66,12,7066.134946,"","F","mar","blaz",2009-02-28,2.247775496,2016-03-15,19.951,6.5,17,40,2018-05-15,"",1.40992725716731,"mar",0.0166666666666667,0,0.0433333333333333,0.423333333333333,0,9,300
"tws","dubl",2016-03-22,7.0280629705681,2016,3,2022-02-22 14:30:00,598,5501.905872,1149.64841915086,0.38,18,10,2016-11-04,5,8,"11/23/16",3696.88,12,6619.424202,"","M","mar","dixi",2009-03-05,2.321697467,2016-03-15,19.312,1.8,17,40,2018-05-15,"",1.48825654923216,"mar",0.16,0,0,0.386666666666667,1,1,300
"tws","brog",2016-03-23,7.15947980835044,2016,3,2022-02-22 11:28:00,600,4260.912965,1639.35062045357,0.5,19,10,2016-11-04,5,8,"11/23/16",3022.08,12,4112.485776,"","F","mar","bow",2009-01-16,2.516084873,2016-03-15,29.068,2.9,17,40,2018-05-15,"",1.40992725716731,"mar",0.0233333333333333,0.03,0.103333333333333,0.483333333333333,0,2,300
"twn","davi",2016-03-24,2.51334702258727,2016,3,2022-02-22 14:30:00,602,5255.685732,595.83243902439,0.46,20,10,2016-11-04,5,8,"11/23/16",3923.82,12,5803.897063,"","F","mar","didg",2013-09-09,1.349760438,2016-03-15,11.121,6.4,17,40,2018-05-15,"",1.33943089430894,"mar",0.0233333333333333,0.0466666666666667,0.01,0.406666666666667,0,2,300
"gn","stel",2016-03-24,2.85557837097878,2016,3,2022-02-22 10:35:00,605,1231.474997,521.038617886179,0.32,12,11,2016-11-04,5,8,"11/23/16",551.641,12,1172.937888,"","F","mar","sput",2013-05-07,2.223134839,2016-03-15,5.835,9.5,5,40,2018-01-25,"",2.23238482384824,"mar",0.0866666666666667,0.02,0.01,0.36,0,3,300
"tws","dubl",2016-03-24,7.0280629705681,2016,3,2022-02-22 11:00:00,607,12695.67455,309.931552458382,0.32,21,10,2016-11-04,5,8,"11/23/16",9952.33,12,21161.34395,"","M","mar","dixi",2009-03-05,2.321697467,2016-03-15,6.074,9.5,17,40,2018-05-15,"",1.27564847077042,"mar",0.16,0,0,0.386666666666667,1,1,300
"tws","dame",2016-03-25,4.18617385352498,2016,3,2022-02-22 14:55:00,608,1667.915747,459.861874197689,0.32,19,10,2016-11-04,5,8,"11/23/16",1182.98,12,2515.335269,"","F","mar","dixi",2012-01-07,1.869952088,2016-03-15,8.154,8.3,17,40,2018-05-15,"",1.40992725716731,"mar",0.0133333333333333,0,0.04,0.536666666666667,2,2,300
"tws","blas",2016-03-25,4.11498973305955,2016,3,2022-02-22 14:50:00,610,1397.925059,526.15280857354,0.24,11,10,2016-11-04,5,8,"11/23/16",574.019,12,1627.359421,"","M","mar","blaz",2012-02-02,1.817932923,2016-03-15,21.605,4,17,10,2018-05-15,"",2.43532889874353,"mar",0.184563758389262,0,0,0.385906040268456,0,1,298
"tws","boyd",2016-03-25,3.94524298425736,2016,3,2022-02-22 15:00:00,611,1875.856225,554.12256097561,0.22,16,10,2016-11-04,5,8,"11/23/16",1120.39,12,3465.093832,"","F","mar","buai",2012-04-04,2.740588638,2016-03-15,8.274,12.2,17,40,2018-05-15,"",1.67428861788618,"mar",0.0333333333333333,0.00666666666666667,0.04,0.416666666666667,2,8,300
