"group","subj","date","age","year","month","time","sample_number","stdsg_CP","neo_sg","Cr","SG","Cr.plate.number","Cr.date","cp_dilution","cp_run","cp_assay_date","pg.ml_ucp","cp_batch","stdcr_CP","cp_note","sex","month.name","mum","bday","weaning","mid","neo_value","CV","neo_plate_number","neo_dilution","neo_date_assayed","neo_note","SG_corr_fac","month_name","pl","gmd","gm","r","n_agg_g","n_agg_r","n_obs"
"tws","bong",2015-08-24,2.28062970568104,2015,8,2022-02-22 08:50:00,29,1872.990711,345.553327311051,0.46,27,2,2016-10-27,10,3,"11/16/16",1887.77,3,2792.284753,"","M","aug","bonn",2013-05-04,1.971252567,2015-08-15,8.707,10.6,18,40,2018-05-15,"",0.992171032821439,"aug",0.00555555555555556,0,0.00555555555555556,0.411111111111111,0,1,180
"gn","ropa",2015-08-24,5.65092402464066,2015,8,2022-02-22 16:04:00,30,68041.69176,114.096217744786,0.62,23,2,2016-10-27,10,3,"11/16/16",58418.8,3,64110.53464,"","M","aug","robe",2009-12-20,3.529089665,2015-08-15,9.796,3.6,1,10,2018-01-11,"",1.16472251679039,"aug",0,0,0,0.25,4,4,180
"tws","peke",2015-08-25,4.62422997946612,2015,8,2022-02-22 10:57:00,32,9198.479847,334.157098186367,0.59,26,2,2016-10-27,10,3,"11/16/16",8927.69,4,10295.69211,"","M","aug","pans",2010-12-30,2.814510609,2015-08-15,8.108,6,7,40,2018-04-17,"",1.03033145716073,"aug",0.0446927374301676,0.0111731843575419,0.00558659217877095,0.452513966480447,0,3,179
"tws","blas",2015-08-25,3.53182751540041,2015,8,2022-02-22 11:13:00,33,4827.281231,131.689150546678,0.84,29,2,2016-10-27,10,3,"11/16/16",5225.77,4,4232.914163,"","M","aug","blaz",2012-02-02,1.817932923,2015-08-15,3.564,10.2,18,40,2018-05-15,"",0.923745444350995,"aug",0,0,0,0.411111111111111,0,2,180
"tws","fris",2015-08-26,6.46406570841889,2015,8,2022-02-22 12:51:00,35,3559.314363,978.454268292683,0.58,24,2,2016-10-27,10,3,"11/16/16",3188.8,4,3740.828035,"","M","aug","flet",2009-02-26,1.418206708,2015-08-15,21.915,3.5,7,40,2018-04-17,"",1.11619241192412,"aug",0.0111731843575419,0,0.0167597765363128,0.597765363128492,1,1,179
"twn","keny",2015-08-28,5.51676933607118,2015,8,2022-02-22 10:39:00,42,3879.197936,583.620950594121,0.84,26,2,2016-10-27,10,3,"11/16/16",3765,4,3049.679152,"","M","aug","kayl",2010-02-07,2.453114305,2015-08-15,14.161,4.1,7,40,2018-04-17,"",1.03033145716073,"aug",0.065,0,0,0.315,1,1,200
"tws","brog",2015-08-28,6.57631759069131,2015,8,2022-02-22 12:01:00,44,2707.090295,650.159756097561,0.65,24,2,2016-10-27,10,3,"11/16/16",2425.29,4,2538.743216,"","F","aug","bow",2009-01-16,2.516084873,2015-08-15,14.562,17.8,7,40,2018-04-17,"",1.11619241192412,"aug",0,0,0.05,0.505,0,3,200
"tws","peke",2015-08-28,4.62422997946612,2015,8,2022-02-22 12:24:00,45,4355.594868,606.494308943089,0.84,32,2,2016-10-27,10,3,"11/16/16",5202.92,4,4214.405486,"","M","aug","pans",2010-12-30,2.814510609,2015-08-15,9.056,11.5,18,80,2018-05-15,"",0.837144308943089,"aug",0.0446927374301676,0.0111731843575419,0.00558659217877095,0.452513966480447,0,3,179
"gn","spor",2015-08-31,1.9356605065024,2015,8,2022-02-22 11:21:00,47,2931.924932,328.051430292081,0.49,27,2,2016-10-27,10,3,"11/16/16",2955.06,4,4103.35111,"","F","aug","spik",2013-09-07,2.168377823,2015-08-15,8.266,12.6,1,40,2018-01-11,"",0.992171032821439,"aug",0,0.0220994475138122,0,0.49171270718232,0,0,181
"twn","ruki",2015-09-01,4.56399726214921,2015,9,2022-02-22 15:03:00,50,1595.603141,375.381596452328,0.8,22,2,2016-10-27,10,3,"11/16/16",1310.38,4,1114.488843,"","M","sep","rave",2011-02-21,2.770704997,2015-09-15,7.707,10.3,7,40,2018-04-17,"",1.21766444937177,"sep",0.0566666666666667,0,0.01,0.28,1,2,300
"twn","amos",2015-09-04,5.57700205338809,2015,9,2022-02-22 12:49:00,55,2517.405796,848.822161999398,0.64,27,2,2016-10-27,10,3,"11/16/16",2537.27,4,2697.460954,"","M","sep","ambe",2010-02-16,2.650239562,2015-09-15,21.388,3.1,7,40,2018-04-17,"",0.992171032821439,"sep",0.0433333333333333,0.00666666666666667,0.00666666666666667,0.34,0,0,300
"tws","burn",2015-09-04,6.54346338124572,2015,9,2022-02-22 11:48:00,57,2968.924284,297.237186284906,0.54,23,2,2016-10-27,10,3,"11/16/16",2549.04,4,3211.821102,"","F","sep","blaz",2009-02-28,2.247775496,2015-09-15,6.38,7.2,7,40,2018-04-17,"",1.16472251679039,"sep",0,0,0.02,0.3,2,5,300
"gn","ropa",2015-09-07,5.73579739904175,2015,9,2022-02-22 13:40:00,60,3289.057797,348.609214092141,0.51,33,2,2016-10-27,10,3,"11/16/16",4051.68,4,5405.46946,"","M","sep","robe",2009-12-20,3.529089665,2015-09-15,10.736,10.8,1,40,2018-01-11,"",0.811776299581178,"sep",0.00666666666666667,0.0766666666666667,0.0333333333333333,0.406666666666667,2,1,300
"gn","renl",2015-09-07,2.38466803559206,2015,9,2022-02-22 14:05:00,63,2251.99052,342.379967479675,0.46,25,2,2016-10-27,10,3,"11/16/16",2101.63,4,3108.614611,"","M","sep","robe",2013-04-27,1.834360027,2015-09-15,7.988,7.9,1,40,2018-01-11,"",1.07154471544715,"sep",0,0.04,0.01,0.356666666666667,1,0,300
"twn","petr",2015-09-07,5.45106091718001,2015,9,2022-02-22 11:30:00,65,7535.069968,780.376792313378,0.84,33,2,2016-10-27,10,3,"11/16/16",9282.2,4,7518.653871,"","F","sep","park",2010-04-03,2.565366188,2015-09-15,24.033,14.3,8,40,2018-04-25,"",0.811776299581178,"sep",0,0.0535117056856187,0.0702341137123746,0.25752508361204,0,0,299
"gn","renl",2015-09-08,2.38466803559206,2015,9,2022-02-22 10:44:00,67,1923.865359,333.576528808766,0.31,23,2,2016-10-27,10,3,"11/16/16",1651.78,4,3625.42534,"","M","sep","robe",2013-04-27,1.834360027,2015-09-15,7.16,4.2,1,40,2018-01-11,"",1.16472251679039,"sep",0,0.04,0.01,0.356666666666667,1,0,300
"gn","mole",2015-09-09,2.41478439425051,2015,9,2022-02-22 11:56:00,70,2698.545599,179.204206433369,0.32,23,2,2016-10-27,10,3,"11/16/16",2316.9,4,4926.355716,"","F","sep","merl",2013-04-16,1.467488022,2015-09-15,7.693,4.6,6,20,2018-01-26,"",1.16472251679039,"sep",0.00333333333333333,0.0266666666666667,0.0666666666666667,0.253333333333333,0,2,300
"gn","spor",2015-09-14,2.02053388090349,2015,9,2022-02-22 09:40:00,75,47013.67873,NA,0.79,31,2,2016-10-27,10,3,"11/16/16",54404.6,4,46857.2705,"","F","sep","spik",2013-09-07,2.168377823,2015-09-15,NA,NA,NA,NA,NA,NA,0.864148964070286,"sep",0,0.112956810631229,0.0199335548172757,0.299003322259136,0,0,301
"tws","tatu",2015-09-16,6.54072553045859,2015,9,2022-02-22 11:21:00,78,11672.57855,791.836978756884,1.64,31,2,2016-10-27,10,3,"11/16/16",13507.6,4,5604.060301,"","M","sep","twin",2009-03-01,2.945927447,2015-09-15,22.908,8.4,8,40,2018-04-25,"",0.864148964070286,"sep",0,0.0166666666666667,0.00333333333333333,0.443333333333333,1,0,300
"tws","bike",2015-09-17,6.47227926078029,2015,9,2022-02-22 12:30:00,80,13146.73026,NA,0.71,31,2,2016-10-27,10,3,"11/16/16",15213.5,4,14579.38641,"","M","sep","bif",2009-03-26,2.264202601,2015-09-15,NA,NA,NA,NA,NA,NA,0.864148964070286,"sep",0.00666666666666667,0.0166666666666667,0.01,0.416666666666667,1,2,300
"twn","petr",2015-09-17,5.45106091718001,2015,9,2022-02-22 12:38:00,81,6070.545405,NA,0.33,23,2,2016-10-27,10,3,"11/16/16",5212.01,4,10746.31971,"","F","sep","park",2010-04-03,2.565366188,2015-09-15,NA,NA,NA,NA,NA,NA,1.16472251679039,"sep",0,0.0535117056856187,0.0702341137123746,0.25752508361204,0,0,299
"tws","atom",2015-09-17,6.56262833675565,2015,9,2022-02-22 16:17:00,82,4194.9279,269.136314363144,0.86,30,2,2016-10-27,10,3,"11/16/16",4697.81,4,3716.767999,"","F","sep","arte",2009-02-21,2.795345654,2015-09-15,7.535,2.2,8,40,2018-04-25,"",0.892953929539295,"sep",0,0.04,0.0233333333333333,0.413333333333333,0,4,300
"tws","bong",2015-09-18,2.36550308008214,2015,9,2022-02-22 12:20:00,86,3260.581984,428.274991869919,0.64,25,2,2016-10-27,10,3,"11/16/16",3042.88,4,3234.992724,"","M","sep","bonn",2013-05-04,1.971252567,2015-09-15,9.992,4.8,8,40,2018-04-25,"",1.07154471544715,"sep",0.03,0.02,0,0.276666666666667,4,2,300
"tws","boyd",2015-09-22,3.44695414099932,2015,9,2022-02-22 11:11:00,87,2272.335583,108.547479674797,0.66,30,2,2016-10-27,10,3,"11/16/16",2544.74,4,2623.420678,"","F","sep","buai",2012-04-04,2.740588638,2015-09-15,3.039,0.9,8,40,2018-04-25,"",0.892953929539295,"sep",0.0133333333333333,0.0333333333333333,0.0233333333333333,0.35,1,8,300
"twn","ruki",2015-09-22,4.56399726214921,2015,9,2022-02-22 11:40:00,88,1846.062259,274.650304878049,0.89,32,2,2016-10-27,10,3,"11/16/16",2205.19,4,1685.871482,"","M","sep","rave",2011-02-21,2.770704997,2015-09-15,8.202,6.1,18,40,2018-05-15,"",0.837144308943089,"sep",0.0566666666666667,0,0.01,0.28,1,2,300
"twn","safi",2015-09-22,2.55167693360712,2015,9,2022-02-22 11:40:00,89,3267.472666,207.652377432865,0.74,33,2,2016-10-27,10,3,"11/16/16",4025.09,4,3700.942453,"","F","sep","saph",2013-02-25,1.741273101,2015-09-15,6.395,5.3,8,40,2018-04-25,"",0.811776299581178,"sep",0,0.01875,0.08125,0.2875,1,1,320
"tws","fris",2015-09-24,6.54893908281999,2015,9,2022-02-22 11:45:00,90,8015.844794,227.12626641651,0.8,26,2,2016-10-27,10,3,"11/16/16",7779.87,4,6616.842686,"","M","sep","flet",2009-02-26,1.418206708,2015-09-15,5.511,20.8,8,40,2018-04-25,"",1.03033145716073,"sep",0,0.012448132780083,0.037344398340249,0.493775933609959,5,10,241
"tws","boyd",2015-09-25,3.44695414099932,2015,9,2022-02-22 14:55:00,91,2952.339011,164.292001049043,0.59,31,2,2016-10-27,10,3,"11/16/16",3416.47,4,3939.980354,"","F","sep","buai",2012-04-04,2.740588638,2015-09-15,4.753,11.4,8,40,2018-04-25,"",0.864148964070286,"sep",0.0133333333333333,0.0333333333333333,0.0233333333333333,0.35,1,8,300
"tws","bong",2015-09-28,2.36550308008214,2015,9,2022-02-22 09:43:00,92,5643.509424,182.357427937916,0.58,22,2,2016-10-27,10,3,"11/16/16",4634.7,4,5437.034525,"","M","sep","bonn",2013-05-04,1.971252567,2015-09-15,3.744,20.1,8,40,2018-04-25,"",1.21766444937177,"sep",0.03,0.02,0,0.276666666666667,4,2,300
"tws","bike",2015-09-28,6.47227926078029,2015,9,2022-02-22 10:00:00,95,6730.926605,74.4169329969162,0.61,29,2,2016-10-27,10,3,"11/16/16",7286.56,4,8127.578387,"","M","sep","bif",2009-03-26,2.264202601,2015-09-15,2.014,17.3,8,40,2018-04-25,"",0.923745444350995,"sep",0.00666666666666667,0.0166666666666667,0.01,0.416666666666667,1,2,300
"gn","pira",2015-09-29,4.63244353182752,2015,9,2022-02-22 16:10:00,101,3364.826207,659.703201219512,0.88,32,3,2016-10-28,10,3,"11/16/16",4019.41,4,3107.764439,"","M","sep","pinc",2011-01-27,1.35797399,2015-09-15,19.701,3.3,1,40,2018-01-11,"",0.837144308943089,"sep",0,0,0,0.293333333333333,3,6,300
"twn","allo",2015-09-30,2.43394934976044,2015,9,2022-02-22 09:01:00,102,3378.285813,182.912682926829,0.38,30,3,2016-10-28,10,3,"11/16/16",3783.27,4,6774.109249,"","M","sep","ambe",2013-04-09,3.394934976,2015-09-15,5.121,10.5,8,40,2018-04-25,"",0.892953929539295,"sep",0.0838926174496644,0.00671140939597315,0,0.231543624161074,0,3,298
"gn","spad",2015-09-30,5.65639972621492,2015,9,2022-02-22 09:52:00,103,2842.651863,210.945483288166,0.44,36,3,2016-10-28,10,3,"11/16/16",3820.11,4,5907.33566,"","F","sep","spik",2010-01-18,2.258726899,2015-09-15,7.087,12.5,1,40,2018-01-11,"",0.74412827461608,"sep",0,0.0866666666666667,0.0733333333333333,0.293333333333333,1,0,300
"gn","dann",2015-09-30,2.61738535249829,2015,9,2022-02-22 10:50:00,104,3816.265291,282.104752970607,0.52,26,3,2016-10-28,10,3,"11/16/16",3703.92,4,4846.483189,"","M","sep","daff",2013-02-01,1.552361396,2015-09-15,6.845,17.8,6,40,2018-01-26,"",1.03033145716073,"sep",0,0.0125,0.003125,0.3875,1,11,320
"twn","pam",2015-09-30,2.52156057494867,2015,9,2022-02-22 09:46:00,107,9524.1722,287.441869918699,0.85,36,3,2016-10-28,10,3,"11/16/16",12799.1,4,10245.40104,"","F","sep","park",2013-03-08,1.796030116,2015-09-15,9.657,20.4,8,40,2018-04-25,"",0.74412827461608,"sep",0,0.09,0.06,0.23,0,2,300
"twn","davi",2015-10-01,2.09719370294319,2015,10,2022-02-22 12:30:00,110,9128.210383,312.533875338753,0.36,24,11,2016-11-04,10,3,"11/16/16",8177.99,4,15456.54885,"","F","oct","didg",2013-09-09,1.349760438,2015-10-15,7,14.4,8,40,2018-04-25,"",1.11619241192412,"oct",0,0.0231788079470199,0.00993377483443709,0.374172185430464,1,0,302
"twn","keny",2015-10-01,5.68377823408624,2015,10,2022-02-22 14:24:00,114,4201.020822,513.468352905751,0.25,27,11,2016-11-04,10,3,"11/16/16",4234.17,4,11523.82723,"","M","oct","kayl",2010-02-07,2.453114305,2015-10-15,12.938,5.7,19,40,2018-05-16,"",0.992171032821439,"oct",0.0866666666666667,0,0,0.26,0,1,300
"gn","dext",2015-10-02,2.55989048596851,2015,10,2022-02-22 12:30:00,118,3164.757709,NA,0.44,27,3,2016-10-28,10,3,"11/16/16",3189.73,4,4932.529632,"","M","oct","dj",2013-03-24,1.80698152,2015-10-15,NA,NA,NA,NA,NA,NA,0.992171032821439,"oct",0.00625,0,0,0.30625,0,1,320
"gn","mole",2015-10-02,2.49691991786448,2015,10,2022-02-22 11:30:00,119,2367.232029,140.417005420054,0.47,24,3,2016-10-28,10,3,"11/16/16",2120.81,4,3070.240251,"","F","oct","merl",2013-04-16,1.467488022,2015-10-15,3.145,11.1,1,40,2018-01-11,"",1.11619241192412,"oct",0,0.015625,0.034375,0.25625,2,2,320
"tws","boyd",2015-10-02,3.52908966461328,2015,10,2022-02-22 12:30:00,120,3227.953447,NA,0.79,25,3,2016-10-28,10,3,"11/16/16",3012.43,4,2594.527804,"","F","oct","buai",2012-04-04,2.740588638,2015-10-15,NA,NA,NA,NA,NA,NA,1.07154471544715,"oct",0,0.046875,0.01875,0.278125,2,6,320
"twn","onyx",2015-10-02,2.67488021902806,2015,10,2022-02-22 11:45:00,121,5123.233875,107.749774164408,0.47,27,3,2016-10-28,10,3,"11/16/16",5163.66,4,7475.293295,"","M","oct","opal",2013-02-10,1.631759069,2015-10-15,5.43,11.2,19,20,2018-05-16,"",0.992171032821439,"oct",0.0566666666666667,0.04,0.0266666666666667,0.433333333333333,0,0,300
"tws","dubl",2015-10-05,6.61190965092402,2015,10,2022-02-22 14:45:00,123,6816.58706,437.502777777778,0.98,24,3,2016-10-28,10,3,"11/16/16",6107,4,4240.043388,"","M","oct","dixi",2009-03-05,2.321697467,2015-10-15,9.799,13.2,9,40,2018-04-26,"",1.11619241192412,"oct",0,0,0,0.365625,5,0,320
"tws","brav",2015-10-05,2.55167693360712,2015,10,2022-02-22 16:37:00,126,8625.265244,NA,0.67,32,3,2016-10-28,10,3,"11/16/16",10303.2,4,10463.23029,"","M","oct","bow",2013-03-27,3.370294319,2015-10-15,NA,NA,NA,NA,NA,NA,0.837144308943089,"oct",0.009375,0.021875,0.0125,0.3125,1,0,320
"twn","keny",2015-10-06,5.68377823408624,2015,10,2022-02-22 11:10:00,129,17356.24631,552.043962661849,0.63,27,3,2016-10-28,10,3,"11/16/16",17493.2,4,18892.8366,"","M","oct","kayl",2010-02-07,2.453114305,2015-10-15,13.91,11.5,9,40,2018-04-26,"",0.992171032821439,"oct",0.0866666666666667,0,0,0.26,0,1,300
"gn","renl",2015-10-06,2.46680355920602,2015,10,2022-02-22 09:30:00,130,3046.473749,575.666791744841,0.58,26,3,2016-10-28,10,3,"11/16/16",2956.79,4,3468.653702,"","M","oct","robe",2013-04-27,1.834360027,2015-10-15,13.968,0.4,1,40,2018-01-11,"",1.03033145716073,"oct",0.009375,0.009375,0,0.28125,0,2,320
"gn","mayh",2015-10-06,5.58795345653662,2015,10,2022-02-22 10:32:00,132,5698.024261,NA,0.37,22,3,2016-10-28,10,3,"11/16/16",4679.47,4,8605.248172,"","F","oct","mixu",2010-03-14,2.214921287,2015-10-15,NA,NA,NA,NA,NA,NA,1.21766444937177,"oct",0,0.021875,0.05625,0.25625,2,3,320
"tws","burn",2015-10-06,6.62559890485969,2015,10,2022-02-22 08:53:00,133,12441.93037,300.965801206399,1.01,31,3,2016-10-28,10,3,"11/16/16",14397.9,4,9699.4305,"","F","oct","blaz",2009-02-28,2.247775496,2015-10-15,8.707,12.5,9,40,2018-04-26,"",0.864148964070286,"oct",0,0.0125,0.040625,0.28125,0,1,320
"twn","pam",2015-10-06,2.60369609856263,2015,10,2022-02-22 15:43:00,135,37580.85908,448.12,0.74,30,3,2016-10-28,10,3,"11/16/16",42086,4,38696.74072,"","F","oct","park",2013-03-08,1.796030116,2015-10-15,12.546,3.5,9,40,2018-04-26,"",0.892953929539295,"oct",0.0199335548172757,0.026578073089701,0.0199335548172757,0.242524916943522,0,0,301
"twn","amos",2015-10-06,5.65913757700205,2015,10,2022-02-22 16:00:00,136,9868.834455,756.436669470143,0.52,29,3,2016-10-28,10,3,"11/16/16",10683.5,4,13979.08247,"","M","oct","ambe",2010-02-16,2.650239562,2015-10-15,20.472,10.3,9,40,2018-04-26,"",0.923745444350995,"oct",0.06,0.0266666666666667,0.01,0.333333333333333,1,4,300
"gn","spad",2015-10-06,5.73853524982888,2015,10,2022-02-22 14:39:00,137,3094.281816,226.09593495935,0.66,30,3,2016-10-28,10,3,"11/16/16",3465.22,4,3572.360949,"","F","oct","spik",2010-01-18,2.258726899,2015-10-15,6.33,13.9,1,40,2018-01-11,"",0.892953929539295,"oct",0.003125,0.0125,0.025,0.2875,3,6,320
"tws","burn",2015-10-07,6.62559890485969,2015,10,2022-02-22 10:24:00,139,6895.965411,458.337494021999,1.02,34,3,2016-10-28,10,3,"11/16/16",8752.33,4,5838.374762,"","F","oct","blaz",2009-02-28,2.247775496,2015-10-15,14.543,11.2,9,40,2018-04-26,"",0.787900526064084,"oct",0,0.0125,0.040625,0.28125,0,1,320
"tws","bike",2015-10-07,6.55441478439425,2015,10,2022-02-22 12:20:00,140,3400.602579,542.460274740678,0.68,29,3,2016-10-28,10,3,"11/16/16",3681.32,4,3683.520693,"","M","oct","bif",2009-03-26,2.264202601,2015-10-15,14.681,1.5,9,40,2018-04-26,"",0.923745444350995,"oct",0,0.00940438871473354,0,0.38871473354232,0,0,319
"gn","ropa",2015-10-07,5.81793292265572,2015,10,2022-02-22 14:58:00,142,11491.02423,283.074160480735,0.46,23,3,2016-10-28,10,4,"11/18/16",9865.89,5,14593.07766,"","M","oct","robe",2009-12-20,3.529089665,2015-10-15,6.076,14.5,1,40,2018-01-11,"",1.16472251679039,"oct",0.015625,0.03125,0,0.390625,3,1,320
"gn","stel",2015-10-08,2.4394250513347,2015,10,2022-02-22 12:02:00,146,4271.455425,132.95397123202,0.61,26,3,2016-10-28,10,4,"11/18/16",4145.71,5,4624.209915,"","F","oct","sput",2013-05-07,2.223134839,2015-10-15,3.226,2.2,1,40,2018-01-11,"",1.03033145716073,"oct",0.00940438871473354,0.0282131661442006,0.0376175548589342,0.313479623824451,0,0,319
"tws","peke",2015-10-08,4.79123887748118,2015,10,2022-02-22 10:42:00,148,2517.793063,260.696459480724,0.83,31,3,2016-10-28,10,4,"11/18/16",2913.61,5,2388.480957,"","M","oct","pans",2010-12-30,2.814510609,2015-10-15,7.542,4.3,9,40,2018-04-26,"",0.864148964070286,"oct",0,0.0125,0.015625,0.41875,1,3,320
"tws","bike",2015-10-08,6.55441478439425,2015,10,2022-02-22 12:04:00,149,11761.79383,939.610772357723,1.1,32,3,2016-10-28,10,4,"11/18/16",14049.9,5,8690.584856,"","M","oct","bif",2009-03-26,2.264202601,2015-10-15,28.06,7.5,9,40,2018-04-26,"",0.837144308943089,"oct",0,0.00940438871473354,0,0.38871473354232,0,0,319
"tws","dame",2015-10-08,3.7700205338809,2015,10,2022-02-22 10:28:00,150,3441.918098,548.770661010958,0.68,23,3,2016-10-28,10,4,"11/18/16",2955.14,5,2956.906583,"","F","oct","dixi",2012-01-07,1.869952088,2015-10-15,11.779,7.4,9,40,2018-04-26,"",1.16472251679039,"oct",0,0.053125,0.034375,0.21875,0,0,320
"tws","boyd",2015-10-08,3.52908966461328,2015,10,2022-02-22 11:42:00,152,2039.10838,502.801751094434,0.7,26,3,2016-10-28,10,4,"11/18/16",1979.08,5,1923.684149,"","F","oct","buai",2012-04-04,2.740588638,2015-10-15,12.2,5.5,9,40,2018-04-26,"",1.03033145716073,"oct",0,0.046875,0.01875,0.278125,2,6,320
"tws","brog",2015-10-08,6.74332648870637,2015,10,2022-02-22 16:25:00,153,2156.519458,738.580054200542,1.01,30,3,2016-10-28,10,4,"11/18/16",2415.04,5,1626.939528,"","F","oct","bow",2009-01-16,2.516084873,2015-10-15,20.678,13.4,9,40,2018-04-26,"",0.892953929539295,"oct",0,0,0.08,0.29,1,0,300
"tws","sevi",2015-10-08,2.51882272416153,2015,10,2022-02-22 14:42:00,154,4472.517336,421.054041128647,0.52,34,3,2016-10-28,10,4,"11/18/16",5676.5,5,7427.552924,"","F","oct","sava",2013-04-08,1.735797399,2015-10-15,13.36,3.5,9,40,2018-04-26,"",0.787900526064084,"oct",0,0.003125,0.025,0.315625,0,0,320
"tws","bike",2015-10-08,6.55441478439425,2015,10,2022-02-22 15:53:00,155,12824.15786,385.648943089431,0.65,30,3,2016-10-28,10,4,"11/18/16",14361.5,5,15033.32001,"","M","oct","bif",2009-03-26,2.264202601,2015-10-15,10.797,2.8,9,40,2018-04-26,"",0.892953929539295,"oct",0,0.00940438871473354,0,0.38871473354232,0,0,319
"tws","dame",2015-10-09,3.7700205338809,2015,10,2022-02-22 09:35:00,157,2670.541559,241.664849354376,0.91,34,3,2016-10-28,10,4,"11/18/16",3389.44,5,2534.282441,"","F","oct","dixi",2012-01-07,1.869952088,2015-10-15,7.668,13.6,9,40,2018-04-26,"",0.787900526064084,"oct",0,0.053125,0.034375,0.21875,0,0,320
"tws","atom",2015-10-09,6.64476386036961,2015,10,2022-02-22 11:56:00,158,10500.04992,710.936432926829,0.92,32,3,2016-10-28,10,4,"11/18/16",12542.7,5,9276.233324,"","F","oct","arte",2009-02-21,2.795345654,2015-10-15,21.231,10.9,9,40,2018-04-26,"",0.837144308943089,"oct",0,0.05625,0.04375,0.384375,0,3,320
"twn","pam",2015-10-09,2.60369609856263,2015,10,2022-02-22 10:58:00,159,11639.48164,339.575976921059,0.45,31,3,2016-10-28,10,4,"11/18/16",13469.3,5,20365.77628,"","F","oct","park",2013-03-08,1.796030116,2015-10-15,9.824,16.8,9,40,2018-04-26,"",0.864148964070286,"oct",0.0199335548172757,0.026578073089701,0.0199335548172757,0.242524916943522,0,0,301
"twn","allo",2015-10-09,2.5160848733744,2015,10,2022-02-22 14:52:00,160,757.85,736.384164015553,0.69,23,3,2016-10-28,10,4,"11/18/16",650.67,5,641.6233333,"","M","oct","ambe",2013-04-09,3.394934976,2015-10-15,15.806,14.4,9,40,2018-04-26,"",1.16472251679039,"oct",0,0.0133333333333333,0,0.25,0,0,300
"gn","pira",2015-10-12,4.71457905544148,2015,10,2022-02-22 10:53:00,164,5496.402203,362.838867033832,0.7,31,3,2016-10-28,10,4,"11/18/16",6360.48,5,6182.445659,"","M","oct","pinc",2011-01-27,1.35797399,2015-10-15,10.497,3.7,1,40,2018-01-11,"",0.864148964070286,"oct",0.053125,0.0375,0.04375,0.365625,4,0,320
"twn","davi",2015-10-13,2.09719370294319,2015,10,2022-02-22 11:46:00,166,8775.209381,248.433520950594,0.28,26,3,2016-10-28,10,4,"11/18/16",8516.88,5,20696.21624,"","F","oct","didg",2013-09-09,1.349760438,2015-10-15,6.028,8.6,9,40,2018-04-26,"",1.03033145716073,"oct",0,0.0231788079470199,0.00993377483443709,0.374172185430464,1,0,302
"twn","onyx",2015-10-13,2.67488021902806,2015,10,2022-02-22 09:55:00,168,7965.101613,278.199796747967,0.5,32,3,2016-10-28,10,4,"11/18/16",9514.61,5,12947.60506,"","M","oct","opal",2013-02-10,1.631759069,2015-10-15,8.308,1.3,9,40,2018-04-26,"",0.837144308943089,"oct",0.0566666666666667,0.04,0.0266666666666667,0.433333333333333,0,0,300
"tws","brav",2015-10-13,2.55167693360712,2015,10,2022-02-22 15:06:00,172,4074.220011,570.207908351811,0.74,22,4,2016-11-01,10,4,"11/18/16",3345.93,5,3076.476397,"","M","oct","bow",2013-03-27,3.370294319,2015-10-15,11.707,14.5,9,40,2018-04-26,"",1.21766444937177,"oct",0.009375,0.021875,0.0125,0.3125,1,0,320
"tws","burn",2015-10-15,6.62559890485969,2015,10,2022-02-22 09:05:00,174,6218.173984,406.857285803627,0.6,26,4,2016-11-01,10,4,"11/18/16",6035.12,5,6843.891501,"","F","oct","blaz",2009-02-28,2.247775496,2015-10-15,9.872,9,9,40,2018-04-26,"",1.03033145716073,"oct",0,0.0125,0.040625,0.28125,0,1,320
"gn","dann",2015-10-16,2.69952087611225,2015,10,2022-02-22 11:40:00,181,4873.525133,133.663556026865,0.28,23,4,2016-11-01,10,4,"11/18/16",4184.28,5,10167.8976,"","M","oct","daff",2013-02-01,1.552361396,2015-10-15,2.869,3.8,1,40,2018-01-11,"",1.16472251679039,"oct",0.0155763239875389,0.0155763239875389,0.0186915887850467,0.370716510903427,0,6,321
"twn","king",2015-10-19,3.95071868583162,2015,10,2022-02-22 12:10:00,182,3199.97818,331.34927878311,0.48,31,4,2016-11-01,10,4,"11/18/16",3703.04,5,5249.109377,"","M","oct","kipp",2011-11-02,2.045174538,2015-10-15,9.586,6,10,40,2018-04-27,"",0.864148964070286,"oct",0.25625,0,0.0125,0.296875,0,1,320
"tws","fris",2015-10-20,6.63107460643395,2015,10,2022-02-22 11:12:00,185,4438.596176,409.211020776874,1.52,27,4,2016-11-01,10,4,"11/18/16",4473.62,5,2002.552727,"","M","oct","flet",2009-02-26,1.418206708,2015-10-15,10.311,3.6,10,40,2018-04-27,"",0.992171032821439,"oct",0,0,0,0.4375,1,1,320
"gn","stre",2015-10-22,6.61464750171116,2015,10,2022-02-22 11:14:00,191,2585.476667,372.726113821138,0.44,25,4,2016-11-01,10,4,"11/18/16",2412.85,5,3731.179167,"","F","oct","sput",2009-03-04,3.06091718,2015-10-15,8.696,0.6,1,40,2018-01-11,"",1.07154471544715,"oct",0,0.01875,0,0.30625,0,0,320
