group,subj,date,age,year,month,time,sample_number,stdsg_CP,neo_sg,sex,Cr,SG,month.name,mum,bday,weaning,mid,neo_value,neo_CV,neo_plate_number,neo_dilution,neo_date_assayed,neo_note,SG_corr_fac,Cr.plate.number,Cr.date,cp_dilution,cp_run,cp_assay_date,pg.ml_ucp,cp_batch,stdcr_CP,cp_note,cr_resid
tws,tatu,2015-10-12,6.622861054072553,2015,10,2022-03-05T20:08:00Z,163,2591.629589,582.7511339323919,M,0.63,19,oct,twin,2009-03-01,2.945927447,2015-10-15,10.333,8.3,9,40,2018-04-26,,1.4099272571673085,3,2016-10-28,5,7,11/23/16,1838.13,10,1985.199377,,0.14922414300070128
gn,pira,2015-10-12,4.714579055441479,2015,10,2022-03-05T18:53:00Z,164,5496.402203,362.8388670338316,M,0.7,31,oct,pinc,2011-01-27,1.35797399,2015-10-15,10.497,3.7,1,40,2018-01-11,,0.8641489640702859,3,2016-10-28,10,4,11/18/16,6360.48,5,6182.445659,,-0.08081417623044117
tws,brog,2015-10-13,6.743326488706366,2015,10,2022-03-05T20:07:00Z,165,1819.332241,522.8914972899729,F,1.49,48,oct,bow,2009-01-16,2.516084873,2015-10-15,23.423,0.2,9,40,2018-04-26,,0.5580962059620597,3,2016-10-28,20,1,11/8/16,3259.89,1,1488.624402,,0.2634767694693226
twn,davi,2015-10-13,2.0971937029431897,2015,10,2022-03-05T19:46:00Z,166,8775.209381,248.43352095059407,F,0.28,26,oct,didg,2013-09-09,1.349760438,2015-10-15,6.028,8.6,9,40,2018-04-26,,1.0303314571607254,3,2016-10-28,10,4,11/18/16,8516.88,5,20696.21624,,-0.3743318469930618
twn,keny,2015-10-13,5.683778234086242,2015,10,2022-03-05T16:45:00Z,167,3173.796387,277.05383920505875,M,0.36,18,oct,kayl,2010-02-07,2.453114305,2015-10-15,4.654,1.1,9,40,2018-04-26,,1.488256549232159,3,2016-10-28,5,7,11/23/16,2132.56,10,4030.576929,,-0.09631731280386281
twn,onyx,2015-10-13,2.674880219028063,2015,10,2022-03-05T17:55:00Z,168,7965.101613,278.19979674796747,M,0.5,32,oct,opal,2013-02-10,1.631759069,2015-10-15,8.308,1.3,9,40,2018-04-26,,0.8371443089430894,3,2016-10-28,10,4,11/18/16,9514.61,5,12947.60506,,-0.30636201857352896
tws,dubl,2015-10-13,6.611909650924025,2015,10,2022-03-06T01:15:00Z,169,3307.537073,513.1091869918699,M,0.6,20,oct,dixi,2009-03-05,2.321697467,2015-10-15,9.577,15.3,9,40,2018-04-26,,1.339430894308943,4,2016-11-01,5,7,11/23/16,2469.36,10,2800.281008,,0.09468180664006133
tws,tatu,2015-10-13,6.622861054072553,2015,10,2022-03-06T00:13:00Z,170,1296.186028,509.6534552845528,M,0.34,10,oct,twin,2009-03-01,2.945927447,2015-10-15,19.025,8.5,9,10,2018-04-26,,2.678861788617886,4,2016-11-01,2,8,11/23/16,483.857,12,968.2924995,,0.07633452281228073
tws,dubl,2015-10-13,6.611909650924025,2015,10,2022-03-05T23:55:00Z,171,NA,NA,M,NA,NA,oct,dixi,2009-03-05,2.321697467,2015-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA
tws,brav,2015-10-13,2.5516769336071183,2015,10,2022-03-05T23:06:00Z,172,4074.220011,570.2079083518108,M,0.74,22,oct,bow,2013-03-27,3.370294319,2015-10-15,11.707,14.5,9,40,2018-04-26,,1.2176644493717665,4,2016-11-01,10,4,11/18/16,3345.93,5,3076.476397,,0.1853457574231696
tws,sevi,2015-10-15,2.518822724161533,2015,10,2022-03-05T18:55:00Z,173,3600.247371,1183.4854200542006,F,0.82,45,oct,sava,2013-04-08,1.735797399,2015-10-15,49.701,10.8,9,40,2018-04-26,,0.5953026196928636,4,2016-11-01,20,1,11/8/16,6047.76,1,5018.213706,,-0.3261090560672341
tws,burn,2015-10-15,6.625598904859685,2015,10,2022-03-05T17:05:00Z,174,6218.173984,406.8572858036272,F,0.6,26,oct,blaz,2009-02-28,2.247775496,2015-10-15,9.872,9,9,40,2018-04-26,,1.0303314571607254,4,2016-11-01,10,4,11/18/16,6035.12,5,6843.891501,,-0.054331846993061886
tws,brog,2015-10-15,6.743326488706366,2015,10,2022-03-05T18:46:00Z,175,9932.581688,1088.0260936895083,F,1.52,42,oct,bow,2009-01-16,2.516084873,2015-10-15,42.646,13.2,10,40,2018-04-27,,0.637824235385211,4,2016-11-01,20,1,11/8/16,15572.6,1,6970.854161,,0.45355098890937307
tws,tatu,2015-10-15,6.622861054072553,2015,10,2022-03-05T22:22:00Z,176,2103.192249,NA,M,0.22,6,oct,twin,2009-03-01,2.945927447,2015-10-15,NA,NA,NA,NA,NA,NA,4.464769647696477,4,2016-11-01,2,8,11/23/16,471.064,12,1456.886407,,0.05064942865545648
tws,boyd,2015-10-15,3.5290896646132786,2015,10,2022-03-05T22:38:00Z,177,6083.37621,279.6986837011227,F,0.92,42,oct,buai,2012-04-04,2.740588638,2015-10-15,10.963,5.2,10,40,2018-04-27,,0.637824235385211,4,2016-11-01,20,1,11/8/16,9537.7,1,7053.818602,,-0.14644901109062694
gn,dais,2015-10-16,5.645448323066393,2015,10,2022-03-05T17:20:00Z,178,5175.025203,333.9137437088657,F,0.52,21,oct,daff,2010-02-21,1.98220397,2015-10-15,6.544,17.9,1,40,2018-01-11,,1.275648470770422,4,2016-11-01,5,7,11/23/16,4056.78,10,5308.191341,,-0.009944321885782538
gn,ting,2015-10-16,4.739219712525667,2015,10,2022-03-05T23:20:00Z,179,5833.073502,236.16281557552415,M,0.72,38,oct,tang,2011-01-18,2.704996578,2015-10-15,8.375,10.9,1,40,2018-01-11,,0.7049636285836542,4,2016-11-01,20,1,11/8/16,8274.29,1,7819.278795,,-0.2414087081013398
gn,spad,2015-10-16,5.738535249828884,2015,10,2022-03-05T17:48:00Z,180,3092.350484,NA,F,0.38,21,oct,spik,2010-01-18,2.258726899,2015-10-15,NA,NA,NA,NA,NA,NA,1.275648470770422,4,2016-11-01,5,7,11/23/16,2424.14,10,4340.527955,,-0.14994432188578255
gn,dann,2015-10-16,2.6995208761122518,2015,10,2022-03-05T19:40:00Z,181,4873.525133,133.66355602686465,M,0.28,23,oct,daff,2013-02-01,1.552361396,2015-10-15,2.869,3.8,1,40,2018-01-11,,1.1647225167903854,4,2016-11-01,10,4,11/18/16,4184.28,5,10167.8976,,-0.2994479554330822
twn,king,2015-10-19,3.9507186858316223,2015,10,2022-03-05T20:10:00Z,182,3199.97818,331.3492787831104,M,0.48,31,oct,kipp,2011-11-02,2.045174538,2015-10-15,9.586,6,10,40,2018-04-27,,0.8641489640702859,4,2016-11-01,10,4,11/18/16,3703.04,5,5249.109377,,-0.30081417623044115
twn,ruki,2015-10-20,4.646132785763176,2015,10,2022-03-05T17:00:00Z,183,1418.658232,133.00548780487807,M,0.12,6,oct,rave,2011-02-21,2.770704997,2015-10-15,2.979,3.3,10,10,2018-04-27,,4.464769647696477,4,2016-11-01,2,8,11/23/16,317.745,12,1801.631372,,-0.0493505713445435
tws,bong,2015-10-20,2.4476386036960984,2015,10,2022-03-05T19:55:00Z,184,1574.263746,420.54303135888506,M,0.16,7,oct,bonn,2013-05-04,1.971252567,2015-10-15,10.989,14.5,10,10,2018-04-27,,3.826945412311266,4,2016-11-01,2,8,11/23/16,411.363,12,1749.33788,,-0.032803609557531414
tws,fris,2015-10-20,6.631074606433949,2015,10,2022-03-05T19:12:00Z,185,4438.596176,409.2110207768744,M,1.52,27,oct,flet,2009-02-26,1.418206708,2015-10-15,10.311,3.6,10,40,2018-04-27,,0.9921710328214394,4,2016-11-01,10,4,11/18/16,4473.62,5,2002.552727,,0.8405392714898703
twn,amos,2015-10-21,5.6591375770020536,2015,10,2022-03-05T18:50:00Z,186,1444.726236,281.0304607046071,M,0.24,15,oct,ambe,2010-02-16,2.650239562,2015-10-15,3.934,3.3,10,40,2018-04-27,,1.7859078590785908,4,2016-11-01,5,7,11/23/16,808.959,10,2293.420688,,-0.14344443320877906
twn,king,2015-10-21,3.9507186858316223,2015,10,2022-03-05T19:50:00Z,187,1484.611104,250.40308087291402,M,0.34,19,oct,kipp,2011-11-02,2.045174538,2015-10-15,4.44,11.9,19,40,2018-05-16,,1.4099272571673085,4,2016-11-01,5,7,11/23/16,1052.97,10,2107.198931,,-0.1407758569992987
twn,allo,2015-10-21,2.516084873374401,2015,10,2022-03-05T19:14:00Z,188,1811.598144,229.3105691056911,M,0.17,9,oct,ambe,2013-04-09,3.394934976,2015-10-15,7.704,11.2,10,10,2018-04-27,,2.976513098464318,11,2016-11-04,2,8,11/23/16,608.631,12,2435.979359,,-0.06996106247911933
twn,onyx,2015-10-21,2.674880219028063,2015,10,2022-03-05T19:55:00Z,189,10655.77157,NA,M,0.26,17,oct,opal,2013-02-10,1.631759069,2015-10-15,NA,NA,NA,NA,NA,NA,1.5758010521281685,4,2016-11-01,5,7,11/23/16,6762.13,10,17696.14321,,-0.17194256077363096
gn,dext,2015-10-22,2.5598904859685145,2015,10,2022-03-05T19:21:00Z,190,1363.582747,319.0907084785133,M,0.18,14,oct,dj,2013-03-24,1.80698152,2015-10-15,4.169,3.9,4,40,2018-01-25,,1.913472706155633,4,2016-11-01,5,7,11/23/16,712.622,10,2693.73691,,-0.1793210576741591
gn,stre,2015-10-22,6.614647501711157,2015,10,2022-03-05T19:14:00Z,191,2585.476667,372.72611382113826,F,0.44,25,oct,sput,2009-03-04,3.06091718,2015-10-15,8.696,0.6,1,40,2018-01-11,,1.0715447154471545,4,2016-11-01,10,4,11/18/16,2412.85,5,3731.179167,,-0.1892867576411981
tws,fris,2015-10-22,6.631074606433949,2015,10,2022-03-05T20:10:00Z,192,27839.55025,584.4085817524842,M,0.62,36,oct,flet,2009-02-26,1.418206708,2015-10-15,19.634,12.6,10,40,2018-04-27,,0.7441282746160796,4,2016-11-01,10,4,11/18/16,37412.3,5,41057.3746,,-0.28939130959792014
twn,pam,2015-10-22,2.6036960985626285,2015,10,2022-03-05T19:38:00Z,193,NA,NA,F,NA,NA,oct,park,2013-03-08,1.796030116,2015-10-15,NA,NA,NA,NA,NA,NA,NA,4,2016-11-01,NA,NA,,NA,NA,NA,,NA
twn,ruki,2015-10-22,4.646132785763176,2015,10,2022-03-05T19:06:00Z,194,2959.439075,375.6433943089431,M,0.24,16,oct,rave,2011-02-21,2.770704997,2015-10-15,5.609,14.7,10,40,2018-04-27,,1.6742886178861789,4,2016-11-01,5,7,11/23/16,1767.58,10,5011.137202,,-0.16765160090860298
twn,petr,2015-10-22,5.533196440793977,2015,10,2022-03-05T18:38:00Z,195,13634.10937,733.3877620881472,F,0.36,19,oct,park,2010-04-03,2.565366188,2015-10-15,13.004,7,10,40,2018-04-27,,1.4099272571673085,4,2016-11-01,5,7,11/23/16,9670.08,10,18276.62591,,-0.12077585699929873
twn,safi,2015-10-22,2.6338124572210813,2015,10,2022-03-05T19:50:00Z,196,1668.437218,179.2158536585366,F,0.26,7,oct,saph,2013-02-25,1.741273101,2015-10-15,4.683,13.1,19,10,2018-05-16,,3.826945412311266,4,2016-11-01,2,9,11/24/16,435.971,13,1140.913477,,0.06719639044246856
gn,dann,2015-10-23,2.6995208761122518,2015,10,2022-03-05T17:46:00Z,197,NA,NA,M,NA,NA,oct,daff,2013-02-01,1.552361396,2015-10-15,NA,NA,NA,NA,NA,NA,NA,4,2016-11-01,NA,NA,,NA,NA,NA,,NA
tws,blas,2015-10-23,3.698836413415469,2015,10,2022-03-05T23:39:00Z,198,1079.451376,66.43577235772358,M,0.05,2,oct,blaz,2012-02-02,1.817932923,2015-10-15,0.496,0,10,10,2018-04-27,,13.394308943089431,11,2016-11-04,2,9,11/24/16,80.5903,13,1096.683286,,-0.02637634014463141
gn,stel,2015-10-26,2.4394250513347022,2015,10,2022-03-05T20:26:00Z,199,3439.535755,898.490243902439,F,0.84,24,oct,sput,2013-05-07,2.223134839,2015-10-15,20.124,12.9,1,40,2018-01-11,,1.1161924119241193,4,2016-11-01,10,4,11/18/16,3081.49,5,2496.03076,,0.2356745395454618
tws,peke,2015-10-26,4.791238877481177,2015,10,2022-03-05T19:45:00Z,200,13667.42528,933.1113433991483,M,0.6,21,oct,pans,2010-12-30,2.814510609,2015-10-15,18.287,0.7,19,40,2018-05-16,,1.275648470770422,4,2016-11-01,5,7,11/23/16,10714.1,10,12149.90554,,0.07005567811421742
tws,blas,2015-10-26,3.698836413415469,2015,10,2022-03-05T17:48:00Z,201,2645.476474,222.9817581300813,M,0.16,8,oct,blaz,2012-02-02,1.817932923,2015-10-15,6.659,20.1,10,10,2018-04-27,,3.3485772357723578,4,2016-11-01,2,9,11/24/16,790.03,13,3359.63469,,-0.05634043993572341
tws,fris,2015-10-26,6.631074606433949,2015,10,2022-03-05T18:12:00Z,202,20003.15027,1947.086043360434,M,0.24,3,oct,flet,2009-02-26,1.418206708,2015-10-15,21.805,6.5,10,10,2018-04-27,,8.929539295392955,4,2016-11-01,2,9,11/24/16,2240.11,13,6350.772558,,0.14050579030319654
twn,davi,2015-10-27,2.0971937029431897,2015,10,2022-03-05T20:00:00Z,203,2829.052175,NA,F,0.03,4,oct,didg,2013-09-09,1.349760438,2015-10-15,NA,NA,NA,NA,NA,NA,6.6971544715447155,11,2016-11-04,2,9,11/24/16,422.426,13,9580.713263,,-0.09269587141417947
tws,tesl,2015-10-27,2.617385352498289,2015,10,2022-03-05T19:37:00Z,204,3540.837086,386.66278924327696,F,0.26,13,oct,twin,2013-03-03,1.49486653,2015-10-15,4.691,6.7,18,40,2018-05-15,,2.0606629143214508,4,2016-11-01,5,7,11/23/16,1718.3,10,4496.701907,,-0.07528147430474313
twn,safi,2015-10-27,2.6338124572210813,2015,10,2022-03-05T19:52:00Z,205,1582.96622,336.8668699186992,F,0.1,8,oct,saph,2013-02-25,1.741273101,2015-10-15,2.515,4,18,40,2018-05-15,,3.3485772357723578,5,2016-11-01,2,9,11/24/16,472.728,13,3216.472059,,-0.11634043993572347
twn,petr,2015-10-28,5.533196440793977,2015,10,2022-03-05T19:03:00Z,206,4367.593936,461.24046973803075,F,0.72,36,oct,park,2010-04-03,2.565366188,2015-10-15,15.496,4.5,10,40,2018-04-27,,0.7441282746160796,5,2016-11-01,10,4,11/18/16,5869.41,5,5546.645471,,-0.18939130959792017
tws,tesl,2015-10-28,2.617385352498289,2015,10,2022-03-05T20:03:00Z,207,2180.422718,393.39085365853657,F,0.16,8,oct,twin,2013-03-03,1.49486653,2015-10-15,2.937,6.5,19,40,2018-05-16,,3.3485772357723578,5,2016-11-01,2,9,11/24/16,651.149,13,2769.037592,,-0.05634043993572341
twn,kabu,2015-10-28,2.4914442162902124,2015,10,2022-03-05T20:00:00Z,208,1656.038872,NA,F,0.2,12,oct,kayl,2013-04-18,1.604380561,2015-10-15,NA,NA,NA,NA,NA,NA,2.2323848238482387,5,2016-11-01,5,7,11/23/16,741.825,10,2523.712774,redo bc CVs too high?,-0.11132568310053122
gn,mend,2015-10-28,5.69472963723477,2015,10,2022-03-05T19:30:00Z,209,15371.73192,402.8444159178434,F,0.76,19,oct,merl,2010-02-03,2.236824093,2015-10-15,7.143,2,4,40,2018-01-25,,1.4099272571673085,5,2016-11-01,5,7,11/23/16,10902.5,10,9760.699882,,0.27922414300070125
gn,dext,2015-10-28,2.5598904859685145,2015,10,2022-03-05T20:18:00Z,210,1532.777744,389.8279674796748,M,0.18,10,oct,dj,2013-03-24,1.80698152,2015-10-15,3.638,12.8,5,40,2018-01-25,,2.678861788617886,5,2016-11-01,2,9,11/24/16,572.175,13,2162.842175,,-0.08366547718771924
gn,ting,2015-10-28,4.739219712525667,2015,10,2022-03-06T00:54:00Z,211,1543.290701,313.7104734576758,M,0.4,17,oct,tang,2011-01-18,2.704996578,2015-10-15,4.977,8.3,4,40,2018-01-25,,1.5758010521281685,5,2016-11-01,5,7,11/23/16,979.369,10,1665.922594,,-0.0319425607736309
gn,stel,2015-10-29,2.4394250513347022,2015,10,2022-03-05T20:22:00Z,212,2626.738792,395.85923344947736,F,0.62,21,oct,sput,2013-05-07,2.223134839,2015-10-15,7.758,10.8,1,40,2018-01-11,,1.275648470770422,5,2016-11-01,5,7,11/23/16,2059.14,10,2259.761692,,0.09005567811421744
gn,dean,2015-10-29,4.763860369609857,2015,10,2022-03-05T20:34:00Z,213,2721.941713,181.7033681765389,M,0.12,7,oct,desd,2011-01-09,2.302532512,2015-10-15,1.187,10.5,5,40,2018-01-25,,3.826945412311266,5,2016-11-01,2,9,11/24/16,711.257,13,4032.865741,,-0.07280360955753146
gn,stre,2015-10-29,6.614647501711157,2015,10,2022-03-05T20:40:00Z,214,2747.79426,NA,F,0.56,25,oct,sput,2009-03-04,3.06091718,2015-10-15,NA,NA,NA,NA,NA,NA,1.0715447154471545,5,2016-11-01,10,4,11/18/16,2564.33,5,3115.690733,,-0.069286757641198
tws,brav,2015-10-29,2.5516769336071183,2015,10,2022-03-05T19:36:00Z,215,1319.81158,294.13902439024395,M,0.08,8,oct,bow,2013-03-27,3.370294319,2015-10-15,8.784,0.5,10,10,2018-04-27,,3.3485772357723578,5,2016-11-01,2,9,11/24/16,394.141,13,3352.201249,,-0.1363404399357235
gn,dann,2015-10-29,2.6995208761122518,2015,10,2022-03-05T19:43:00Z,216,3237.921109,398.38501742160275,M,0.3,14,oct,daff,2013-02-01,1.552361396,2015-10-15,5.205,14.6,4,40,2018-01-25,,1.913472706155633,5,2016-11-01,5,7,11/23/16,1692.17,10,3837.878247,,-0.059321057674159156
tws,fris,2015-11-03,6.715947980835044,2015,11,2022-03-05T19:20:00Z,217,3529.455358,1008.2686262247239,M,1.28,39,nov,flet,2009-02-26,1.418206708,2015-11-15,36.697,0.2,10,40,2018-04-27,,0.6868876381071504,5,2016-11-01,20,1,11/8/16,5138.33,1,2731.36965,,0.29245690439914446
tws,dubl,2015-11-03,6.69678302532512,2015,11,2022-03-05T20:45:00Z,218,1027.23969,425.0683943089431,M,0.12,8,nov,dixi,2009-03-05,2.321697467,2015-11-15,12.694,3.7,10,10,2018-04-27,,3.3485772357723578,5,2016-11-01,2,9,11/24/16,306.769,13,1739.396857,,-0.09634043993572344
twn,keny,2015-11-03,5.768651608487337,2015,11,2022-03-05T20:36:00Z,219,1375.497304,541.4158265582656,M,0.68,30,nov,kayl,2010-02-07,2.453114305,2015-11-15,15.158,4.2,10,40,2018-04-27,,0.8929539295392954,5,2016-11-01,10,4,11/18/16,1540.39,5,1541.310845,,-0.07535012605255721
tws,peke,2015-11-03,4.876112251882272,2015,11,2022-03-05T23:45:00Z,220,1604.611423,147.60528455284555,M,0.08,4,nov,pans,2010-12-30,2.814510609,2015-11-15,0.551,5.8,18,40,2018-05-15,,6.6971544715447155,5,2016-11-01,2,9,11/24/16,239.596,13,2037.783459,,-0.042695871414179534
twn,allo,2015-11-04,2.6009582477754964,2015,11,2022-03-05T19:40:00Z,221,16939.69322,915.170623306233,M,0.04,15,nov,ambe,2013-04-09,3.394934976,2015-11-15,12.811,9.7,10,40,2018-04-27,,1.7859078590785908,5,2016-11-01,5,7,11/23/16,9485.2,10,161344.7943,,-0.34344443320877904
tws,tesl,2015-11-04,2.702258726899384,2015,11,2022-03-05T20:00:00Z,222,1730.702099,481.7598069105691,F,0.2,8,nov,twin,2013-03-03,1.49486653,2015-11-15,14.387,4.5,19,10,2018-05-16,,3.3485772357723578,5,2016-11-01,2,9,11/24/16,516.847,13,1758.330302,,-0.016340439935723435
tws,tatu,2015-11-04,6.707734428473648,2015,11,2022-03-05T18:55:00Z,223,2718.949042,NA,M,0.64,14,nov,twin,2009-03-01,2.945927447,2015-11-15,NA,NA,NA,NA,NA,NA,1.913472706155633,5,2016-11-01,5,7,11/23/16,1420.95,10,1510.661909,,0.2806789423258408
gn,stel,2015-11-09,2.524298425735797,2015,11,2022-03-05T19:30:00Z,224,2011.513786,543.5410569105691,F,0.18,8,nov,sput,2013-05-07,2.223134839,2015-11-15,4.058,2.4,5,40,2018-01-25,,3.3485772357723578,5,2016-11-01,2,9,11/24/16,600.707,13,2270.694166,,-0.0363404399357234
tws,burn,2015-11-09,6.71047227926078,2015,11,2022-03-05T20:26:00Z,225,5758.905454,637.063098464318,F,1.42,36,nov,blaz,2009-02-28,2.247775496,2015-11-15,21.403,0.3,10,40,2018-04-27,,0.7441282746160796,5,2016-11-01,10,4,11/18/16,7739.13,5,3708.2777380000002,,0.5106086904020799
tws,bong,2015-11-09,2.532511978097194,2015,11,2022-03-05T19:50:00Z,226,4422.800813,918.8983000739098,M,0.32,11,nov,bonn,2013-05-04,1.971252567,2015-11-15,9.433,13.5,10,40,2018-04-27,,2.435328898743533,5,2016-11-01,5,7,11/23/16,1816.1,10,3861.519538,,0.03254631593847673
tws,bong,2015-11-11,2.532511978097194,2015,11,2022-03-05T20:00:00Z,227,4005.896859,2436.6439763488547,M,0.66,22,nov,bonn,2013-05-04,1.971252567,2015-11-15,50.027,0.5,10,40,2018-04-27,,1.2176644493717665,5,2016-11-01,10,4,11/18/16,3289.82,5,3391.537765,,0.10534575742316966
tws,atom,2015-11-12,6.729637234770705,2015,11,2022-03-05T18:55:00Z,228,1818.720482,567.6714196372732,F,0.92,26,nov,arte,2009-02-21,2.795345654,2015-11-15,13.774,15.3,10,40,2018-04-27,,1.0303314571607254,5,2016-11-01,10,4,11/18/16,1765.18,5,1305.47821,,0.2656681530069382
twn,safi,2015-11-12,2.7186858316221767,2015,11,2022-03-05T19:56:00Z,229,6804.854283,328.3519163763066,F,0.78,28,nov,saph,2013-02-25,1.741273101,2015-11-15,8.58,2,10,40,2018-04-27,,0.9567363530778165,5,2016-11-01,10,4,11/18/16,7112.57,5,6204.408832,,0.0753265978075984
twn,onyx,2015-11-13,2.759753593429158,2015,11,2022-03-05T19:12:00Z,230,1782.742337,215.71534552845532,M,0.08,4,nov,opal,2013-02-10,1.631759069,2015-11-15,3.221,20.7,18,10,2018-05-15,,6.6971544715447155,5,2016-11-01,2,9,11/24/16,266.194,13,2264.001612,,-0.042695871414179534
gn,dais,2015-11-18,5.730321697467488,2015,11,2022-03-05T20:35:00Z,231,2015.650023,3866.3714543812102,F,0.56,18,nov,daff,2010-02-21,1.98220397,2015-11-15,32.474,18,6,80,2018-01-26,,1.488256549232159,5,2016-11-01,5,7,11/23/16,1354.37,10,1645.57528,,0.10368268719613725
gn,spad,2015-11-18,5.823408624229979,2015,11,2022-03-05T20:00:00Z,232,14774.85006,502.71932457786113,F,0.72,26,nov,spik,2010-01-18,2.258726899,2015-11-15,12.198,1.8,2,40,2018-01-16,,1.0303314571607254,5,2016-11-01,10,4,11/18/16,14339.9,5,13551.33504,,0.0656681530069381
gn,dann,2015-11-18,2.784394250513347,2015,11,2022-03-05T19:55:00Z,233,6295.030528,5425.123739837398,M,0.56,20,nov,daff,2013-02-01,1.552361396,2015-11-15,50.629,4.1,6,80,2018-01-26,,1.339430894308943,5,2016-11-01,5,7,11/23/16,4699.78,10,5710.287285,,0.054681806640061406
twn,king,2015-11-18,4.035592060232717,2015,11,2022-03-05T23:50:00Z,234,2440.684187,168.2860975609756,M,0.54,20,nov,kipp,2011-11-02,2.045174538,2015-11-15,3.141,20.2,11,40,2018-04-27,,1.339430894308943,5,2016-11-01,5,7,11/23/16,1822.18,10,2295.968747,,0.03468180664006139
twn,kabu,2015-11-18,2.5763175906913074,2015,11,2022-03-05T22:10:00Z,235,7140.567917,377.30737961225765,F,0.86,26,nov,kayl,2013-04-18,1.604380561,2015-11-15,9.155,16,11,40,2018-04-27,,1.0303314571607254,5,2016-11-01,10,4,11/18/16,6930.36,5,5483.095372,,0.20566815300693808
twn,petr,2015-11-18,5.618069815195072,2015,11,2022-03-05T22:17:00Z,236,5996.018568,451.12032520325204,F,0.8,31,nov,park,2010-04-03,2.565366188,2015-11-15,13.051,0.1,11,40,2018-04-27,,0.8641489640702859,5,2016-11-01,10,4,11/18/16,6938.64,5,5901.369732,,0.019185823769558925
gn,ting,2015-11-18,4.824093086926762,2015,11,2022-03-06T00:40:00Z,237,8433.056911,663.5784183296379,M,1.04,33,nov,tang,2011-01-18,2.704996578,2015-11-15,20.436,0.3,2,40,2018-01-16,,0.8117762995811777,5,2016-11-01,10,4,11/18/16,10388.4,5,6796.475891,,0.2080063469181792
gn,renl,2015-11-18,2.5516769336071183,2015,11,2022-03-06T00:25:00Z,238,37378.15854,1535.3820524620342,M,1.84,53,nov,robe,2013-04-27,1.834360027,2015-11-15,75.942,13.3,5,40,2018-01-25,,0.5054456204939408,5,2016-11-01,20,1,11/8/16,73950.9,1,27346.01812,,0.47777730205950414
gn,dean,2015-11-18,4.848733744010952,2015,11,2022-03-05T22:15:00Z,239,1970.66784,339.41178861788615,M,0.18,8,nov,desd,2011-01-09,2.302532512,2015-11-15,2.534,2.3,5,40,2018-01-25,,3.3485772357723578,5,2016-11-01,2,9,11/24/16,588.509,13,2224.585285,,-0.0363404399357234
gn,mend,2015-11-18,5.779603011635865,2015,11,2022-03-06T00:10:00Z,240,41869.91524,1470.3776272207167,F,1.74,54,nov,merl,2010-02-03,2.236824093,2015-11-15,74.099,4.3,6,40,2018-01-26,,0.4960855164107197,5,2016-11-01,20,1,11/8/16,84400.6,1,33003.86045,,0.35038603208192837
tws,tesl,2015-11-19,2.702258726899384,2015,11,2022-03-05T19:20:00Z,241,14398.32612,895.3059364933273,F,1.84,53,nov,twin,2013-03-03,1.49486653,2015-11-15,44.283,5,11,40,2018-04-27,,0.5054456204939408,5,2016-11-01,20,1,11/8/16,28486.4,1,10533.876,,0.47777730205950414
tws,blas,2015-11-23,3.783709787816564,2015,11,2022-03-05T20:30:00Z,242,4098.695743,525.5033875338754,M,1.62,36,nov,blaz,2012-02-02,1.817932923,2015-11-15,17.655,11.1,11,40,2018-04-27,,0.7441282746160796,5,2016-11-01,10,4,11/18/16,5508.05,5,2313.403114,,0.7106086904020801
tws,peke,2015-11-23,4.876112251882272,2015,11,2022-03-05T20:03:00Z,243,7286.627705,480.5053783614759,M,1.48,26,nov,pans,2010-12-30,2.814510609,2015-11-15,11.659,1.4,11,40,2018-04-27,,1.0303314571607254,5,2016-11-01,10,4,11/18/16,7072.12,5,3251.294896,,0.8256681530069382
gn,pira,2015-11-23,4.799452429842574,2015,11,2022-03-05T18:54:00Z,244,2265.61211,4873.385365853659,M,0.74,19,nov,pinc,2011-01-27,1.35797399,2015-11-15,43.206,0.1,6,80,2018-01-26,,1.4099272571673085,5,2016-11-01,5,7,11/23/16,1606.9,10,1477.493529,,0.2592241430007013
tws,fris,2015-11-23,6.715947980835044,2015,11,2022-03-05T18:00:00Z,245,11729.70544,909.3705440900562,M,1.52,26,nov,flet,2009-02-26,1.418206708,2015-11-15,22.065,0.8,11,40,2018-04-27,,1.0303314571607254,5,2016-11-01,10,4,11/18/16,11384.4,5,5096.065661,,0.8656681530069382
tws,brav,2015-11-23,2.6365503080082138,2015,11,2022-03-05T23:15:00Z,246,18491.96862,781.2846829268294,M,1.16,25,nov,bow,2013-03-27,3.370294319,2015-11-15,18.228,8.6,11,40,2018-04-27,,1.0715447154471545,5,2016-11-01,10,4,11/18/16,17257.3,5,10122.39583,,0.5307132423588019
tws,tatu,2015-11-23,6.707734428473648,2015,11,2022-03-05T22:30:00Z,247,5265.579661,849.5563685636857,M,0.94,30,nov,twin,2009-03-01,2.945927447,2015-11-15,23.785,1.6,11,40,2018-04-27,,0.8929539295392954,5,2016-11-01,10,4,11/18/16,5896.81,5,4268.327529,,0.18464987394744267
