group,subj,date,age,year,month,time,sample_number,stdsg_CP,neo_sg,sex,Cr,SG,month.name,mum,bday,weaning,mid,neo_value,neo_CV,neo_plate_number,neo_dilution,neo_date_assayed,neo_note,SG_corr_fac,Cr.plate.number,Cr.date,cp_dilution,cp_run,cp_assay_date,pg.ml_ucp,cp_batch,stdcr_CP,cp_note,cr_resid
tws,tatu,2015-09-16,6.54072553045859,2015,9,2022-03-05T19:21:00Z,78,11672.57855,791.8369787568844,M,1.64,31,sep,twin,2009-03-01,2.945927447,2015-09-15,22.908,8.4,8,40,2018-04-25,,0.8641489640702859,2,2016-10-27,10,3,11/16/16,13507.6,4,5604.060301,,0.8591858237695589
tws,brog,2015-09-16,6.661190965092403,2015,9,2022-03-05T22:39:00Z,79,28919.52112,1419.8597800095647,F,2.2,51,sep,bow,2009-01-16,2.516084873,2015-09-15,67.578,6.3,8,40,2018-04-25,,0.5252670173760561,2,2016-10-27,20,1,11/8/16,55056.8,1,17027.72946,,0.892308465519044
tws,bike,2015-09-17,6.4722792607802875,2015,9,2022-03-05T20:30:00Z,80,13146.73026,NA,M,0.71,31,sep,bif,2009-03-26,2.264202601,2015-09-15,NA,NA,NA,NA,NA,NA,0.8641489640702859,2,2016-10-27,10,3,11/16/16,15213.5,4,14579.38641,,-0.07081417623044116
twn,petr,2015-09-17,5.451060917180014,2015,9,2022-03-05T20:38:00Z,81,6070.545405,NA,F,0.33,23,sep,park,2010-04-03,2.565366188,2015-09-15,NA,NA,NA,NA,NA,NA,1.1647225167903854,2,2016-10-27,10,3,11/16/16,5212.01,4,10746.31971,,-0.2494479554330823
tws,atom,2015-09-17,6.562628336755647,2015,9,2022-03-06T00:17:00Z,82,4194.9279,269.13631436314364,F,0.86,30,sep,arte,2009-02-21,2.795345654,2015-09-15,7.535,2.2,8,40,2018-04-25,,0.8929539295392954,2,2016-10-27,10,3,11/16/16,4697.81,4,3716.767999,,0.10464987394744273
tws,bike,2015-09-17,6.4722792607802875,2015,9,2022-03-06T00:49:00Z,83,1594.192883,473.57811653116534,M,0.37,12,sep,bif,2009-03-26,2.264202601,2015-09-15,10.607,8.4,19,20,2018-05-16,,2.2323848238482387,2,2016-10-27,5,7,11/23/16,714.121,10,1313.223171,,0.058674316899468754
twn,amos,2015-09-17,5.577002053388091,2015,9,2022-03-05T22:50:00Z,84,1736.635601,419.4251604621309,M,0.38,19,sep,ambe,2010-02-16,2.650239562,2015-09-15,7.437,7.7,19,40,2018-05-16,,1.4099272571673085,2,2016-10-27,5,7,11/23/16,1231.72,10,2205.448156,,-0.1007758569992987
tws,tatu,2015-09-18,6.54072553045859,2015,9,2022-03-05T19:07:00Z,85,2296.875232,178.56527293844368,M,0.54,14,sep,twin,2009-03-01,2.945927447,2015-09-15,2.333,20.5,8,40,2018-04-25,,1.913472706155633,2,2016-10-27,5,7,11/23/16,1200.37,10,1512.480658,,0.1806789423258409
tws,bong,2015-09-18,2.3655030800821355,2015,9,2022-03-05T20:20:00Z,86,3260.581984,428.2749918699187,M,0.64,25,sep,bonn,2013-05-04,1.971252567,2015-09-15,9.992,4.8,8,40,2018-04-25,,1.0715447154471545,2,2016-10-27,10,3,11/16/16,3042.88,4,3234.992724,,0.010713242358801939
tws,boyd,2015-09-22,3.4469541409993156,2015,9,2022-03-05T19:11:00Z,87,2272.335583,108.54747967479676,F,0.66,30,sep,buai,2012-04-04,2.740588638,2015-09-15,3.039,0.9,8,40,2018-04-25,,0.8929539295392954,2,2016-10-27,10,3,11/16/16,2544.74,4,2623.420678,,-0.09535012605255723
twn,ruki,2015-09-22,4.563997262149213,2015,9,2022-03-05T19:40:00Z,88,1846.062259,274.65030487804876,M,0.89,32,sep,rave,2011-02-21,2.770704997,2015-09-15,8.202,6.1,18,40,2018-05-15,,0.8371443089430894,2,2016-10-27,10,3,11/16/16,2205.19,4,1685.871482,,0.08363798142647105
twn,safi,2015-09-22,2.5516769336071183,2015,9,2022-03-05T19:40:00Z,89,3267.472666,207.65237743286522,F,0.74,33,sep,saph,2013-02-25,1.741273101,2015-09-15,6.395,5.3,8,40,2018-04-25,,0.8117762995811777,2,2016-10-27,10,3,11/16/16,4025.09,4,3700.942453,,-0.09199365308182081
tws,fris,2015-09-24,6.548939082819986,2015,9,2022-03-05T19:45:00Z,90,8015.844794,227.1262664165103,M,0.8,26,sep,flet,2009-02-26,1.418206708,2015-09-15,5.511,20.8,8,40,2018-04-25,,1.0303314571607254,2,2016-10-27,10,3,11/16/16,7779.87,4,6616.842686,,0.14566815300693814
tws,boyd,2015-09-25,3.4469541409993156,2015,9,2022-03-05T22:55:00Z,91,2952.339011,164.29200104904277,F,0.59,31,sep,buai,2012-04-04,2.740588638,2015-09-15,4.753,11.4,8,40,2018-04-25,,0.8641489640702859,2,2016-10-27,10,3,11/16/16,3416.47,4,3939.980354,,-0.19081417623044117
tws,bong,2015-09-28,2.3655030800821355,2015,9,2022-03-05T17:43:00Z,92,5643.509424,182.35742793791576,M,0.58,22,sep,bonn,2013-05-04,1.971252567,2015-09-15,3.744,20.1,8,40,2018-04-25,,1.2176644493717665,2,2016-10-27,10,3,11/16/16,4634.7,4,5437.034525,,0.02534575742316958
tws,burn,2015-09-28,6.543463381245722,2015,9,2022-03-05T17:24:00Z,93,1583.094523,127.1472400513479,F,0.73,38,sep,blaz,2009-02-28,2.247775496,2015-09-15,4.509,15.6,8,40,2018-04-25,,0.7049636285836542,2,2016-10-27,20,9,11/24/16,2245.64,14,2093.079537,"redo, CV's too hi, originally in batch 1, run 1",-0.23140870810133976
tws,dame,2015-09-28,3.6878850102669403,2015,9,2022-03-05T20:00:00Z,94,4371.798261,82.58335591689251,F,0.32,18,sep,dixi,2012-01-07,1.869952088,2015-09-15,5.549,9.6,18,10,2018-05-15,,1.488256549232159,2,2016-10-27,5,7,11/23/16,2937.53,10,6245.982868,,-0.1363173128038628
tws,bike,2015-09-28,6.4722792607802875,2015,9,2022-03-05T18:00:00Z,95,6730.926605,74.41693299691617,M,0.61,29,sep,bif,2009-03-26,2.264202601,2015-09-15,2.014,17.3,8,40,2018-04-25,,0.9237454443509953,2,2016-10-27,10,3,11/16/16,7286.56,4,8127.578387,,-0.11996986803987746
gn,dean,2015-09-29,4.681724845995893,2015,9,2022-03-05T18:57:00Z,96,2651.215935,277.53008130081304,M,0.09,3,sep,desd,2011-01-09,2.302532512,2015-09-15,1.554,9.9,6,20,2018-01-26,,8.929539295392955,2,2016-10-27,2,8,11/23/16,296.904,12,2244.615696,,-0.00949420969680346
tws,bong,2015-09-29,2.3655030800821355,2015,9,2022-03-05T19:20:00Z,97,3782.499268,NA,M,0.41,20,sep,bonn,2013-05-04,1.971252567,2015-09-15,NA,NA,NA,NA,NA,NA,1.339430894308943,3,2016-10-28,5,7,11/23/16,2823.96,10,4686.440857,,-0.09531819335993867
gn,stre,2015-09-29,6.532511978097194,2015,9,2022-03-05T19:10:00Z,98,NA,NA,F,NA,NA,sep,sput,2009-03-04,3.06091718,2015-09-15,NA,NA,NA,NA,NA,NA,NA,3,2016-10-28,NA,NA,,NA,NA,NA,,NA
twn,amos,2015-09-29,5.577002053388091,2015,9,2022-03-05T19:05:00Z,99,2696.29931,148.86995651351864,M,0.96,43,sep,ambe,2010-02-16,2.650239562,2015-09-15,5.974,0.6,8,40,2018-04-25,,0.6229911136320666,3,2016-10-28,20,1,11/8/16,4327.99,1,3067.492235,,-0.13291856725095863
gn,spad,2015-09-29,5.6563997262149215,2015,9,2022-03-05T22:21:00Z,100,2255.571861,NA,F,1.27,54,sep,spik,2010-01-18,2.258726899,2015-09-15,NA,NA,NA,NA,NA,NA,0.4960855164107197,3,2016-10-28,20,1,11/8/16,4546.74,1,2435.93029,,-0.11961396791807148
gn,pira,2015-09-29,4.632443531827516,2015,9,2022-03-06T00:10:00Z,101,3364.826207,659.7032012195122,M,0.88,32,sep,pinc,2011-01-27,1.35797399,2015-09-15,19.701,3.3,1,40,2018-01-11,,0.8371443089430894,3,2016-10-28,10,3,11/16/16,4019.41,4,3107.764439,,0.07363798142647104
twn,allo,2015-09-30,2.433949349760438,2015,9,2022-03-05T17:01:00Z,102,3378.285813,182.9126829268293,M,0.38,30,sep,ambe,2013-04-09,3.394934976,2015-09-15,5.121,10.5,8,40,2018-04-25,,0.8929539295392954,3,2016-10-28,10,3,11/16/16,3783.27,4,6774.109249,,-0.3753501260525573
gn,spad,2015-09-30,5.6563997262149215,2015,9,2022-03-05T17:52:00Z,103,2842.651863,210.9454832881662,F,0.44,36,sep,spik,2010-01-18,2.258726899,2015-09-15,7.087,12.5,1,40,2018-01-11,,0.7441282746160796,3,2016-10-28,10,3,11/16/16,3820.11,4,5907.33566,,-0.4693913095979202
gn,dann,2015-09-30,2.617385352498289,2015,9,2022-03-05T18:50:00Z,104,3816.265291,282.1047529706066,M,0.52,26,sep,daff,2013-02-01,1.552361396,2015-09-15,6.845,17.8,6,40,2018-01-26,,1.0303314571607254,3,2016-10-28,10,3,11/16/16,3703.92,4,4846.483189,,-0.1343318469930619
gn,stre,2015-09-30,6.532511978097194,2015,9,2022-03-05T16:49:00Z,105,10745.19962,296.0655249956755,F,1.11,47,sep,sput,2009-03-04,3.06091718,2015-09-15,12.986,5.8,5,40,2018-01-25,,0.5699705933229545,3,2016-10-28,20,1,11/8/16,18852.2,1,11555.99955,,-0.08963471354432548
twn,amos,2015-09-30,5.577002053388091,2015,9,2022-03-05T20:28:00Z,106,6686.129925,842.0898999374608,M,1.29,52,sep,ambe,2010-02-16,2.650239562,2015-09-15,40.865,13.2,8,40,2018-04-25,,0.5151657285803627,3,2016-10-28,20,1,11/8/16,12978.6,1,6845.522367,,-0.044915220128124045
twn,pam,2015-09-30,2.521560574948665,2015,9,2022-03-05T17:46:00Z,107,9524.1722,287.4418699186992,F,0.85,36,sep,park,2013-03-08,1.796030116,2015-09-15,9.657,20.4,8,40,2018-04-25,,0.7441282746160796,3,2016-10-28,10,3,11/16/16,12799.1,4,10245.40104,,-0.059391309597920175
twn,davi,2015-09-30,2.0150581793292264,2015,9,2022-03-05T18:15:00Z,108,2410.752371,189.0681120144535,F,0.57,18,sep,didg,2013-09-09,1.349760438,2015-09-15,3.176,2,8,40,2018-04-25,,1.488256549232159,3,2016-10-28,5,7,11/23/16,1619.85,10,1933.607852,,0.11368268719613715
gn,mole,2015-10-01,2.4969199178644765,2015,10,2022-03-05T17:52:00Z,109,1921.827353,346.40659439927737,F,0.09,9,oct,merl,2013-04-16,1.467488022,2015-10-15,5.819,9.6,6,20,2018-01-26,,2.976513098464318,11,2016-11-04,2,8,11/23/16,645.664,12,4881.2665,,-0.1499610624791194
twn,davi,2015-10-01,2.0971937029431897,2015,10,2022-03-05T20:30:00Z,110,9128.210383,312.53387533875343,F,0.36,24,oct,didg,2013-09-09,1.349760438,2015-10-15,7,14.4,8,40,2018-04-25,,1.1161924119241193,11,2016-11-04,10,3,11/16/16,8177.99,4,15456.54885,,-0.24432546045453823
twn,allo,2015-10-01,2.516084873374401,2015,10,2022-03-05T18:16:00Z,111,964.2176061,197.28328816621502,M,0.07,9,oct,ambe,2013-04-09,3.394934976,2015-10-15,6.628,4.9,18,10,2018-05-15,,2.976513098464318,11,2016-11-04,2,8,11/23/16,323.942,12,3148.746339,,-0.1699610624791194
tws,bong,2015-10-01,2.4476386036960984,2015,10,2022-03-05T18:22:00Z,112,1679.355494,275.31045296167247,M,0.14,14,oct,bonn,2013-05-04,1.971252567,2015-10-15,3.597,7.4,8,40,2018-04-25,,1.913472706155633,11,2016-11-04,5,7,11/23/16,877.648,10,4265.410053,,-0.21932105767415913
tws,dame,2015-10-01,3.7700205338809036,2015,10,2022-03-05T19:24:00Z,113,3802.456065,569.2219292463196,F,0.41,37,oct,dixi,2012-01-07,1.869952088,2015-10-15,19.655,4.8,8,40,2018-04-25,,0.7240166996264558,11,2016-11-04,20,1,11/8/16,5251.89,1,8715.658816,,-0.5253581127670279
twn,keny,2015-10-01,5.683778234086242,2015,10,2022-03-05T22:24:00Z,114,4201.020822,513.4683529057513,M,0.25,27,oct,kayl,2010-02-07,2.453114305,2015-10-15,12.938,5.7,19,40,2018-05-16,,0.9921710328214394,11,2016-11-04,10,3,11/16/16,4234.17,4,11523.82723,,-0.42946072851012973
gn,ropa,2015-10-01,5.817932922655715,2015,10,2022-03-05T22:52:00Z,115,4474.435874,715.1221544715447,M,0.6,40,oct,robe,2009-12-20,3.529089665,2015-10-15,26.695,6.7,1,40,2018-01-11,,0.6697154471544715,11,2016-11-04,20,1,11/8/16,6681.1,1,7576.439824,,-0.41376127526557543
gn,mayh,2015-10-01,5.587953456536619,2015,10,2022-03-05T23:06:00Z,116,9324.180285,352.05601626016255,F,0.56,40,oct,mixu,2010-03-14,2.214921287,2015-10-15,13.142,1.5,1,40,2018-01-11,,0.6697154471544715,11,2016-11-04,20,1,11/8/16,13922.6,1,16916.1207,,-0.45376127526557536
gn,pira,2015-10-01,4.714579055441479,2015,10,2022-03-05T22:51:00Z,117,4076.137833,424.11252771618626,M,0.88,44,oct,pinc,2011-01-27,1.35797399,2015-10-15,17.415,11.7,5,40,2018-01-25,,0.6088322246858833,3,2016-10-28,20,1,11/8/16,6695.01,1,5176.509487,,-0.2394719155764944
gn,dext,2015-10-02,2.5598904859685145,2015,10,2022-03-05T20:30:00Z,118,3164.757709,NA,M,0.44,27,oct,dj,2013-03-24,1.80698152,2015-10-15,NA,NA,NA,NA,NA,NA,0.9921710328214394,3,2016-10-28,10,3,11/16/16,3189.73,4,4932.529632,,-0.23946072851012973
gn,mole,2015-10-02,2.4969199178644765,2015,10,2022-03-05T19:30:00Z,119,2367.232029,140.4170054200542,F,0.47,24,oct,merl,2013-04-16,1.467488022,2015-10-15,3.145,11.1,1,40,2018-01-11,,1.1161924119241193,3,2016-10-28,10,3,11/16/16,2120.81,4,3070.240251,,-0.1343254604545382
tws,boyd,2015-10-02,3.5290896646132786,2015,10,2022-03-05T20:30:00Z,120,3227.953447,NA,F,0.79,25,oct,buai,2012-04-04,2.740588638,2015-10-15,NA,NA,NA,NA,NA,NA,1.0715447154471545,3,2016-10-28,10,3,11/16/16,3012.43,4,2594.527804,,0.16071324235880194
twn,onyx,2015-10-02,2.674880219028063,2015,10,2022-03-05T19:45:00Z,121,5123.233875,107.74977416440832,M,0.47,27,oct,opal,2013-02-10,1.631759069,2015-10-15,5.43,11.2,19,20,2018-05-16,,0.9921710328214394,3,2016-10-28,10,3,11/16/16,5163.66,4,7475.293295,,-0.20946072851012978
gn,mole,2015-10-05,2.4969199178644765,2015,10,2022-03-05T22:39:00Z,122,3713.767917,627.1009380863039,F,0.26,13,oct,merl,2013-04-16,1.467488022,2015-10-15,7.608,1.9,4,40,2018-01-25,,2.0606629143214508,3,2016-10-28,5,7,11/23/16,1802.22,10,4716.316191,,-0.07528147430474313
tws,dubl,2015-10-05,6.611909650924025,2015,10,2022-03-05T22:45:00Z,123,6816.58706,437.50277777777785,M,0.98,24,oct,dixi,2009-03-05,2.321697467,2015-10-15,9.799,13.2,9,40,2018-04-26,,1.1161924119241193,3,2016-10-28,10,3,11/16/16,6107,4,4240.043388,,0.37567453954546176
tws,atom,2015-10-05,6.6447638603696095,2015,10,2022-03-05T22:55:00Z,124,13538.55535,1038.4298624140088,F,1.59,52,oct,arte,2009-02-21,2.795345654,2015-10-15,50.393,4.7,9,40,2018-04-26,,0.5151657285803627,3,2016-10-28,20,1,11/8/16,26280,1,11245.9641,,0.255084779871876
tws,sevi,2015-10-05,2.518822724161533,2015,10,2022-03-05T23:51:00Z,125,12531.15148,676.3985023534445,F,0.8,38,oct,sava,2013-04-08,1.735797399,2015-10-15,23.987,13.9,9,40,2018-04-26,,0.7049636285836542,3,2016-10-28,20,1,11/8/16,17775.6,1,15118.29232,,-0.1614087081013397
tws,brav,2015-10-05,2.5516769336071183,2015,10,2022-03-06T00:37:00Z,126,8625.265244,NA,M,0.67,32,oct,bow,2013-03-27,3.370294319,2015-10-15,NA,NA,NA,NA,NA,NA,0.8371443089430894,3,2016-10-28,10,3,11/16/16,10303.2,4,10463.23029,,-0.13636201857352895
twn,allo,2015-10-06,2.516084873374401,2015,10,2022-03-05T18:53:00Z,127,1505.86475,453.87572590011615,M,0.58,21,oct,ambe,2013-04-09,3.394934976,2015-10-15,8.895,5.1,9,40,2018-04-26,,1.275648470770422,3,2016-10-28,5,7,11/23/16,1180.47,10,1384.826665,,0.050055678114217406
twn,safi,2015-10-06,2.6338124572210813,2015,10,2022-03-05T20:13:00Z,128,22800.3719,781.8801142606021,F,1.37,37,oct,saph,2013-02-25,1.741273101,2015-10-15,26.998,7.4,9,40,2018-04-26,,0.7240166996264558,3,2016-10-28,20,1,11/8/16,31491.5,1,15640.16162,,0.43464188723297215
twn,keny,2015-10-06,5.683778234086242,2015,10,2022-03-05T19:10:00Z,129,17356.24631,552.0439626618488,M,0.63,27,oct,kayl,2010-02-07,2.453114305,2015-10-15,13.91,11.5,9,40,2018-04-26,,0.9921710328214394,3,2016-10-28,10,3,11/16/16,17493.2,4,18892.8366,,-0.04946072851012975
gn,renl,2015-10-06,2.4668035592060233,2015,10,2022-03-05T17:30:00Z,130,3046.473749,575.6667917448406,M,0.58,26,oct,robe,2013-04-27,1.834360027,2015-10-15,13.968,0.4,1,40,2018-01-11,,1.0303314571607254,3,2016-10-28,10,3,11/16/16,2956.79,4,3468.653702,,-0.0743318469930619
gn,ropa,2015-10-06,5.817932922655715,2015,10,2022-03-05T17:56:00Z,131,11424.97049,NA,M,1.06,50,oct,robe,2009-12-20,3.529089665,2015-10-15,NA,NA,NA,NA,NA,NA,0.5357723577235772,3,2016-10-28,20,1,11/8/16,21324.3,1,13687.91737,,-0.22055164099899283
gn,mayh,2015-10-06,5.587953456536619,2015,10,2022-03-05T18:32:00Z,132,5698.024261,NA,F,0.37,22,oct,mixu,2010-03-14,2.214921287,2015-10-15,NA,NA,NA,NA,NA,NA,1.2176644493717665,3,2016-10-28,10,3,11/16/16,4679.47,4,8605.248172,,-0.18465424257683039
tws,burn,2015-10-06,6.625598904859685,2015,10,2022-03-05T16:53:00Z,133,12441.93037,300.9658012063992,F,1.01,31,oct,blaz,2009-02-28,2.247775496,2015-10-15,8.707,12.5,9,40,2018-04-26,,0.8641489640702859,3,2016-10-28,10,3,11/16/16,14397.9,4,9699.4305,,0.22918582376955887
tws,brog,2015-10-06,6.743326488706366,2015,10,2022-03-05T17:45:00Z,134,2446.068699,809.0162601626016,F,0.64,14,oct,bow,2009-01-16,2.516084873,2015-10-15,10.57,13.5,9,40,2018-04-26,,1.913472706155633,3,2016-10-28,5,7,11/23/16,1278.34,10,1359.048204,,0.2806789423258408
twn,pam,2015-10-06,2.6036960985626285,2015,10,2022-03-05T23:43:00Z,135,37580.85908,448.12,F,0.74,30,oct,park,2013-03-08,1.796030116,2015-10-15,12.546,3.5,9,40,2018-04-26,,0.8929539295392954,3,2016-10-28,10,3,11/16/16,42086,4,38696.74072,,-0.015350126052557285
twn,amos,2015-10-06,5.6591375770020536,2015,10,2022-03-06T00:00:00Z,136,9868.834455,756.4366694701431,M,0.52,29,oct,ambe,2010-02-16,2.650239562,2015-10-15,20.472,10.3,9,40,2018-04-26,,0.9237454443509953,3,2016-10-28,10,3,11/16/16,10683.5,4,13979.08247,,-0.20996986803987744
gn,spad,2015-10-06,5.738535249828884,2015,10,2022-03-05T22:39:00Z,137,3094.281816,226.0959349593496,F,0.66,30,oct,spik,2010-01-18,2.258726899,2015-10-15,6.33,13.9,1,40,2018-01-11,,0.8929539295392954,3,2016-10-28,10,3,11/16/16,3465.22,4,3572.360949,,-0.09535012605255723
tws,dubl,2015-10-07,6.611909650924025,2015,10,2022-03-05T17:51:00Z,138,5203.89738,387.7801264679314,M,0.35,18,oct,dixi,2009-03-05,2.321697467,2015-10-15,6.514,8.8,9,40,2018-04-26,,1.488256549232159,3,2016-10-28,5,7,11/23/16,3496.64,10,6797.533138,,-0.1063173128038628
tws,burn,2015-10-07,6.625598904859685,2015,10,2022-03-05T18:24:00Z,139,6895.965411,458.3374940219991,F,1.02,34,oct,blaz,2009-02-28,2.247775496,2015-10-15,14.543,11.2,9,40,2018-04-26,,0.7879005260640842,3,2016-10-28,10,3,11/16/16,8752.33,4,5838.374762,,0.16229092024468333
tws,bike,2015-10-07,6.55441478439425,2015,10,2022-03-05T20:20:00Z,140,3400.602579,542.4602747406784,M,0.68,29,oct,bif,2009-03-26,2.264202601,2015-10-15,14.681,1.5,9,40,2018-04-26,,0.9237454443509953,3,2016-10-28,10,3,11/16/16,3681.32,4,3683.520693,,-0.049969868039877435
gn,mend,2015-10-07,5.69472963723477,2015,10,2022-03-05T22:36:00Z,141,13494.0613,163.6925545571245,F,1.11,38,oct,merl,2010-02-03,2.236824093,2015-10-15,5.805,8,1,40,2018-01-11,,0.7049636285836542,3,2016-10-28,20,1,11/8/16,19141.5,1,11733.33432,,0.14859129189866035
gn,ropa,2015-10-07,5.817932922655715,2015,10,2022-03-05T22:58:00Z,142,11491.02423,283.07416048073526,M,0.46,23,oct,robe,2009-12-20,3.529089665,2015-10-15,6.076,14.5,1,40,2018-01-11,,1.1647225167903854,3,2016-10-28,10,4,11/18/16,9865.89,5,14593.07766,,-0.11944795543308225
gn,ting,2015-10-07,4.739219712525667,2015,10,2022-03-05T23:42:00Z,143,18383.34638,306.28735110606925,M,0.95,43,oct,tang,2011-01-18,2.704996578,2015-10-15,12.291,11,5,40,2018-01-25,,0.6229911136320666,3,2016-10-28,20,1,11/8/16,29508.2,1,21134.28548,,-0.14291856725095864
gn,dais,2015-10-07,5.645448323066393,2015,10,2022-03-06T00:38:00Z,144,2005.149769,199.56796308503627,F,0.88,37,oct,daff,2010-02-21,1.98220397,2015-10-15,6.891,11.2,1,40,2018-01-11,,0.7240166996264558,3,2016-10-28,20,1,11/8/16,2769.48,1,2141.332051,,-0.05535811276702793
twn,amos,2015-10-08,5.6591375770020536,2015,10,2022-03-05T20:30:00Z,145,3696.829268,510.00170731707317,M,0.46,20,oct,ambe,2010-02-16,2.650239562,2015-10-15,9.519,10.7,9,40,2018-04-26,,1.339430894308943,3,2016-10-28,5,7,11/23/16,2760,10,4082.439024,,-0.04531819335993863
gn,stel,2015-10-08,2.4394250513347022,2015,10,2022-03-05T20:02:00Z,146,4271.455425,132.95397123202002,F,0.61,26,oct,sput,2013-05-07,2.223134839,2015-10-15,3.226,2.2,1,40,2018-01-11,,1.0303314571607254,3,2016-10-28,10,4,11/18/16,4145.71,5,4624.209915,,-0.044331846993061884
gn,mayh,2015-10-08,5.587953456536619,2015,10,2022-03-05T19:49:00Z,147,4937.792857,412.0854819976772,F,0.69,21,oct,mixu,2010-03-14,2.214921287,2015-10-15,8.076,12.6,1,40,2018-01-11,,1.275648470770422,3,2016-10-28,5,7,11/23/16,3870.81,10,3816.991739,,0.1600556781142174
tws,peke,2015-10-08,4.791238877481177,2015,10,2022-03-05T18:42:00Z,148,2517.793063,260.69645948072383,M,0.83,31,oct,pans,2010-12-30,2.814510609,2015-10-15,7.542,4.3,9,40,2018-04-26,,0.8641489640702859,3,2016-10-28,10,4,11/18/16,2913.61,5,2388.480957,,0.04918582376955884
tws,bike,2015-10-08,6.55441478439425,2015,10,2022-03-05T20:04:00Z,149,11761.79383,939.6107723577235,M,1.1,32,oct,bif,2009-03-26,2.264202601,2015-10-15,28.06,7.5,9,40,2018-04-26,,0.8371443089430894,3,2016-10-28,10,4,11/18/16,14049.9,5,8690.584856,,0.29363798142647113
tws,dame,2015-10-08,3.7700205338809036,2015,10,2022-03-05T18:28:00Z,150,3441.918098,548.770661010958,F,0.68,23,oct,dixi,2012-01-07,1.869952088,2015-10-15,11.779,7.4,9,40,2018-04-26,,1.1647225167903854,3,2016-10-28,10,4,11/18/16,2955.14,5,2956.906583,,0.10055204456691776
tws,atom,2015-10-08,6.6447638603696095,2015,10,2022-03-05T19:40:00Z,151,14654.86224,821.5176151761517,F,1.03,45,oct,arte,2009-02-21,2.795345654,2015-10-15,34.5,2.1,9,40,2018-04-26,,0.5953026196928636,3,2016-10-28,20,1,11/8/16,24617.5,1,16262.04574,,-0.11610905606723403
tws,boyd,2015-10-08,3.5290896646132786,2015,10,2022-03-05T19:42:00Z,152,2039.10838,502.801751094434,F,0.7,26,oct,buai,2012-04-04,2.740588638,2015-10-15,12.2,5.5,9,40,2018-04-26,,1.0303314571607254,3,2016-10-28,10,4,11/18/16,1979.08,5,1923.684149,,0.045668153006938085
tws,brog,2015-10-08,6.743326488706366,2015,10,2022-03-06T00:25:00Z,153,2156.519458,738.5800542005421,F,1.01,30,oct,bow,2009-01-16,2.516084873,2015-10-15,20.678,13.4,9,40,2018-04-26,,0.8929539295392954,3,2016-10-28,10,4,11/18/16,2415.04,5,1626.939528,,0.25464987394744276
tws,sevi,2015-10-08,2.518822724161533,2015,10,2022-03-05T22:42:00Z,154,4472.517336,421.05404112864665,F,0.52,34,oct,sava,2013-04-08,1.735797399,2015-10-15,13.36,3.5,9,40,2018-04-26,,0.7879005260640842,3,2016-10-28,10,4,11/18/16,5676.5,5,7427.552924,,-0.3377090797553167
tws,bike,2015-10-08,6.55441478439425,2015,10,2022-03-05T23:53:00Z,155,12824.15786,385.648943089431,M,0.65,30,oct,bif,2009-03-26,2.264202601,2015-10-15,10.797,2.8,9,40,2018-04-26,,0.8929539295392954,3,2016-10-28,10,4,11/18/16,14361.5,5,15033.32001,,-0.10535012605255724
gn,dais,2015-10-09,5.645448323066393,2015,10,2022-03-05T20:10:00Z,156,1867.48813,730.9542276422765,F,0.6,20,oct,daff,2010-02-21,1.98220397,2015-10-15,13.643,1.1,4,40,2018-01-25,,1.339430894308943,3,2016-10-28,5,7,11/23/16,1394.24,10,1581.083274,,0.09468180664006133
tws,dame,2015-10-09,3.7700205338809036,2015,10,2022-03-05T17:35:00Z,157,2670.541559,241.66484935437592,F,0.91,34,oct,dixi,2012-01-07,1.869952088,2015-10-15,7.668,13.6,9,40,2018-04-26,,0.7879005260640842,3,2016-10-28,10,4,11/18/16,3389.44,5,2534.282441,,0.05229092024468337
tws,atom,2015-10-09,6.6447638603696095,2015,10,2022-03-05T19:56:00Z,158,10500.04992,710.9364329268293,F,0.92,32,oct,arte,2009-02-21,2.795345654,2015-10-15,21.231,10.9,9,40,2018-04-26,,0.8371443089430894,3,2016-10-28,10,4,11/18/16,12542.7,5,9276.233324,,0.11363798142647108
twn,pam,2015-10-09,2.6036960985626285,2015,10,2022-03-05T18:58:00Z,159,11639.48164,339.57597692105946,F,0.45,31,oct,park,2013-03-08,1.796030116,2015-10-15,9.824,16.8,9,40,2018-04-26,,0.8641489640702859,3,2016-10-28,10,4,11/18/16,13469.3,5,20365.77628,,-0.3308141762304411
twn,allo,2015-10-09,2.516084873374401,2015,10,2022-03-05T22:52:00Z,160,757.85,736.3841640155532,M,0.69,23,oct,ambe,2013-04-09,3.394934976,2015-10-15,15.806,14.4,9,40,2018-04-26,,1.1647225167903854,3,2016-10-28,10,4,11/18/16,650.67,5,641.6233333,,0.11055204456691765
gn,stre,2015-10-09,6.614647501711157,2015,10,2022-03-05T22:30:00Z,161,11883.80469,535.9966345244848,F,1.12,43,oct,sput,2009-03-04,3.06091718,2015-10-15,21.509,11.2,5,40,2018-01-25,,0.6229911136320666,3,2016-10-28,20,1,11/8/16,19075.4,1,11588.41627,,0.027081432749041533
tws,sevi,2015-10-12,2.518822724161533,2015,10,2022-03-05T22:48:00Z,162,9221.517007,1532.0902604944417,F,0.8,49,oct,sava,2013-04-08,1.735797399,2015-10-15,70.06,14.5,9,40,2018-04-26,,0.546706487473038,3,2016-10-28,20,1,11/8/16,16867.4,1,14345.86083,,-0.45349553968223316
