"subj","month","year","weaning","sex","mum","avg_neo_sg","avg_cr_resid","avg_stdsg_CP","med_neo_sg","med_cr_resid","med_stdsg_CP","avg_fgc","month_name","pl","gmd","gm","r","f","m","sl","n_agg_g","n_agg_r","n_obs","mrank","group","fai","fai_cat","avg_rain","month.name","bday","mid","age"
"ting",10,2015,2.704996578,"M","tang",285.386880046423,-0.138756612041976,8586.57019433333,306.287351106069,-0.142918567250959,5833.073502,589.2,"oct",0.021875,0.021875,0.01875,0.41875,0.278125,0.1625,0,1,1,320,0.526,"gn",6099094.65192308,"low",7.49032258064516,"oct",2011-01-18,2015-10-15,4.73921971252567
"ting",11,2015,2.704996578,"M","tang",663.578418329638,0.208006346918179,8433.056911,663.578418329638,0.208006346918179,8433.056911,1012.95,"nov",0.0132890365448505,0.0332225913621262,0,0.435215946843854,0.345514950166113,0.129568106312292,0,0,1,301,0.526,"gn",117032983.428846,"med",9.96,"nov",2011-01-18,2015-11-15,4.82409308692676
"ting",12,2015,2.704996578,"M","tang",482.849059640972,0.107741685902589,10411.6235533333,347.831068524971,-0.0646734021924016,5558.816802,941.15,"dec",0.01,0,0.00333333333333333,0.413333333333333,0.28,0.203333333333333,0,2,0,300,0.526,"gn",206628053.235577,"hi",5.9,"dec",2011-01-18,2015-12-15,4.90622861054073
"amos",8,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1181.7,"aug",0.0391061452513966,0,0,0.329608938547486,0.402234636871508,0.100558659217877,0,4,1,179,0.636,"twn",521089.197916667,"low",8.24193548387097,NA,NA,NA,NA
"blas",9,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.6,"sep",0.0133333333333333,0.05,0.0333333333333333,0.346666666666667,0.323333333333333,0.18,0,1,2,300,0.13,"tws",13291529.0777778,"low",7.55,NA,NA,NA,NA
"brog",11,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,701.1,"nov",0,0.00668896321070234,0.0568561872909699,0.481605351170569,0.234113712374582,0.147157190635452,0,1,0,299,0.826,"tws",131187483.281444,"med",9.96,NA,NA,NA,NA
"dais",8,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1233.95,"aug",0,0,0,0.355555555555556,0.311111111111111,0.216666666666667,0,0,4,180,0,"gn",44096.4490384615,"low",8.24193548387097,NA,NA,NA,NA
"dais",9,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,993.9,"sep",0,0.0666666666666667,0.0466666666666667,0.29,0.443333333333333,0.113333333333333,0,0,0,300,0,"gn",7298089.98653846,"low",7.55,NA,NA,NA,NA
"davi",8,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1427.5,"aug",0,0.0555555555555556,0.0166666666666667,0.333333333333333,0.3,0.177777777777778,0,2,0,180,1,"twn",521089.197916667,"low",8.24193548387097,NA,NA,NA,NA
"dext",8,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936.6,"aug",0,0.0111111111111111,0,0.444444444444444,0.233333333333333,0.211111111111111,0,0,0,180,0.579,"gn",44096.4490384615,"low",8.24193548387097,NA,NA,NA,NA
"kabu",8,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,2038.7,"aug",0,0.0388888888888889,0,0.294444444444444,0.35,0.2,0,0,0,180,0.455,"twn",521089.197916667,"low",8.24193548387097,NA,NA,NA,NA
"kabu",9,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1535.55,"sep",0,0,0.01,0.236666666666667,0.433333333333333,0.19,0,0,0,300,0.455,"twn",6504451.17291667,"low",7.55,NA,NA,NA,NA
"king",9,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1163.1,"sep",0.00333333333333333,0.0333333333333333,0.0166666666666667,0.353333333333333,0.323333333333333,0.16,0,1,0,300,0.364,"twn",6504451.17291667,"low",7.55,NA,NA,NA,NA
"mayh",8,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,849.3,"aug",0,0.00555555555555556,0.0111111111111111,0.266666666666667,0.477777777777778,0.166666666666667,0,4,1,180,0.789,"gn",44096.4490384615,"low",8.24193548387097,NA,NA,NA,NA
"onyx",9,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1264.55,"sep",0.06,0.0333333333333333,0,0.303333333333333,0.293333333333333,0.18,0,0,0,300,0.909,"twn",6504451.17291667,"low",7.55,NA,NA,NA,NA
"peke",9,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,765,"sep",0.0568561872909699,0.00334448160535117,0,0.505016722408027,0.220735785953177,0.183946488294314,0,1,4,299,0.174,"tws",13291529.0777778,"low",7.55,NA,NA,NA,NA
"sevi",11,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.25,"nov",0.0233333333333333,0,0.00666666666666667,0.296666666666667,0.37,0.18,0,1,2,300,0.87,"tws",131187483.281444,"med",9.96,NA,NA,NA,NA
"spor",10,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1547.26666666667,"oct",0,0.0125,0.059375,0.309375,0.415625,0.1625,0,0,1,320,0.368,"gn",6099094.65192308,"low",7.49032258064516,NA,NA,NA,NA
"stel",8,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1856.7,"aug",0,0.035,0.025,0.29,0.44,0.15,0,0,4,200,0.684,"gn",44096.4490384615,"low",8.24193548387097,NA,NA,NA,NA
"stel",9,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1519.7,"sep",0,0.0433333333333333,0.0466666666666667,0.34,0.27,0.226666666666667,0,0,0,300,0.684,"gn",7298089.98653846,"low",7.55,NA,NA,NA,NA
"tesl",9,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,808.5,"sep",0,0.046875,0.003125,0.325,0.253125,0.26875,0,2,0,320,1,"tws",13291529.0777778,"low",7.55,NA,NA,NA,NA
"brav",8,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aug",0,0.0444444444444444,0.0111111111111111,0.577777777777778,0.116666666666667,0.177777777777778,0,0,2,180,0.826,"tws",7755239.42916667,"low",8.24193548387097,NA,NA,NA,NA
"mayh",9,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sep",0,0.03,0.0633333333333333,0.29,0.413333333333333,0.166666666666667,0,2,0,300,0.789,"gn",7298089.98653846,"low",7.55,NA,NA,NA,NA
"sevi",8,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aug",0,0.0666666666666667,0.0611111111111111,0.261111111111111,0.316666666666667,0.177777777777778,0,0,0,180,0.87,"tws",7755239.42916667,"low",8.24193548387097,NA,NA,NA,NA
"sevi",9,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sep",0,0.0933333333333333,0.0533333333333333,0.22,0.393333333333333,0.153333333333333,0,0,1,300,0.87,"tws",13291529.0777778,"low",7.55,NA,NA,NA,NA
"stre",8,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aug",0,0,0.0388888888888889,0.411111111111111,0.322222222222222,0.133333333333333,0,0,2,180,0.684,"gn",44096.4490384615,"low",8.24193548387097,NA,NA,NA,NA
"tesl",8,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aug",0,0.00555555555555556,0,0.238888888888889,0.372222222222222,0.283333333333333,0,0,2,180,1,"tws",7755239.42916667,"low",8.24193548387097,NA,NA,NA,NA
