subj,group,year,month,sex,age,mrank,log2_neo,log2_cp_tar,cr_resid,sample_interval
ruki,twn,2015,9,M,4.563997262149213,0.273,8.552214111766125,10.91359013205607,0.245347352140946,10
dame,tws,2015,9,F,3.6878850102669403,0.957,7.9005919547017545,12.634310469569394,0.0105073693969706,26
brav,tws,2015,9,M,2.4695414099931554,0.826,10.24334858411563,11.66046819700923,0.22358930837749338,33
stre,gn,2015,9,F,6.532511978097194,0.684,8.680671041584109,12.910911201406412,0.22796141651408788,27
keny,twn,2015,9,M,5.601642710472279,0.455,8.74378867369445,11.240465870893967,-0.053589407752240054,28
amos,twn,2015,9,M,5.577002053388091,0.636,9.7293185140166,11.087371449587838,-0.03939689085928451,3
dean,gn,2015,9,M,4.681724845995893,0.211,NA,NA,-0.030286852033228954,3
burn,tws,2015,9,F,6.543463381245722,0.13,8.215470807376668,11.567432406351974,-0.03943108216893307,24
dean,gn,2015,9,M,4.681724845995893,0.211,8.019052002352185,10.01782387627315,-0.09155469773985858,22
atom,tws,2015,9,F,6.562628336755647,0.556,10.420958436015258,14.912643612447289,0.42714775666079313,10
ropa,gn,2015,9,M,5.735797399041752,0.263,8.44546689162318,11.48693854075138,-0.3219018182473179,1
safi,twn,2015,9,F,2.5516769336071183,0.818,6.802651764901057,11.85693089734101,0.052286457974101586,2
amos,twn,2015,9,M,5.577002053388091,0.636,NA,11.202821285275164,-0.09082858779991827,10
renl,gn,2015,9,M,2.3846680355920604,0.263,8.419454482450698,11.669255947792617,-0.16924357222394176,1
pam,twn,2015,9,F,2.521560574948665,0.091,7.553325828880634,13.373493917332619,-0.12203858348591216,23
petr,twn,2015,9,F,5.451060917180014,0.091,9.608027063938666,12.8331503091122,0.008098181752682097,10
mend,gn,2015,9,F,5.6125941136208075,0.737,NA,10.350158726948164,-0.0902868520332289,2
renl,gn,2015,9,M,2.3846680355920604,0.263,8.381873970876056,10.432632619303282,-0.26943108216893313,28
ropa,gn,2015,9,M,5.735797399041752,0.263,8.923645841389341,11.359853845625967,-0.1613324542271428,23
safi,twn,2015,9,F,2.5516769336071183,0.818,7.920782672861026,11.779527918351159,-0.013200990620893568,13
mole,gn,2015,9,F,2.414784394250513,0.737,7.485460691731272,11.775980144156975,-0.2594310821689331,22
spad,gn,2015,9,F,5.6563997262149215,0.368,8.837713923582434,12.464682736698288,-0.036584262068058454,19
dubl,tws,2015,9,M,6.529774127310062,0.957,10.308426643284538,13.160059654830016,1.0625257971416413,25
mend,gn,2015,9,F,5.6125941136208075,0.737,7.519953076138069,10.844078753764185,0.0105073693969706,27
ruki,twn,2015,9,M,4.563997262149213,0.273,8.379578955966723,12.43811452765256,-0.01995942069425866,11
spor,gn,2015,9,F,2.020533880903491,0.368,NA,15.504071018647693,0.009273986129027472,73
bike,tws,2015,9,M,6.4722792607802875,0.261,7.970600674480962,11.903468363968384,-0.16203858348591213,3
dext,gn,2015,9,M,2.4777549623545516,0.579,NA,10.984859063398043,-0.27001332155604035,17
tatu,tws,2015,9,M,6.54072553045859,1,9.629059632519668,13.370567654068983,0.8592739861290274,2
brog,tws,2015,9,F,6.661190965092403,0.826,10.47153274631216,14.786409450346904,0.8921786562505383,20
bike,tws,2015,9,M,6.4722792607802875,0.261,NA,13.825315563673355,-0.07072601387097262,0
petr,twn,2015,9,F,5.451060917180014,0.091,NA,12.445860505778578,-0.24943108216893312,35
atom,tws,2015,9,F,6.562628336755647,0.556,8.072193255658117,12.350610108029,0.10473407759957475,18
bike,tws,2015,9,M,6.4722792607802875,0.261,8.887458607098457,11.348873241791027,0.05844530226014144,11
amos,twn,2015,9,M,5.577002053388091,0.636,8.712269598145742,11.42799986122398,-0.10082858779991828,12
tatu,tws,2015,9,M,6.54072553045859,1,7.4803077247080445,11.304040415407112,0.18050736939697065,24
bong,tws,2015,9,M,2.3655030800821355,0.696,8.742393626614682,11.71109103091241,0.010756427776058234,10
boyd,tws,2015,9,F,3.4469541409993156,0.217,6.762182418695225,11.260058687237615,-0.09526592240042521,3
ruki,twn,2015,9,M,4.563997262149213,0.273,8.101452083108665,10.762862223399255,0.08372868751339657,28
safi,twn,2015,9,F,2.5516769336071183,0.818,7.698026579191995,11.799825594048434,-0.09190181824731788,14
fris,tws,2015,9,M,6.548939082819986,0.625,7.827350748472863,12.91199424449374,0.14572237203092872,26
boyd,tws,2015,9,F,3.4469541409993156,0.217,7.36011843069691,11.51354104875321,-0.19072601387097257,7
bong,tws,2015,9,M,2.3655030800821355,0.696,7.510625155727557,12.400280662652,0.0253473521409459,1
burn,tws,2015,9,F,6.543463381245722,0.13,6.990356335975385,9.053915275078129,-0.23133245422714285,8
dame,tws,2015,9,F,3.6878850102669403,0.957,6.367779140990269,11.660150424830332,-0.13639098207037337,3
bike,tws,2015,9,M,6.4722792607802875,0.261,6.217559027660662,12.74495932440303,-0.11989103807496156,9
dean,gn,2015,9,M,4.681724845995893,0.211,8.116500342468004,11.815832287449169,-0.010051753537225223,30
bong,tws,2015,9,M,2.3655030800821355,0.696,NA,12.104430820213802,-0.09535140067454673,2
amos,twn,2015,9,M,5.577002053388091,0.636,7.217908822390142,11.579268742218643,-0.13289326883405628,1
spad,gn,2015,9,F,5.6563997262149215,0.368,NA,11.256253063016876,-0.11982528973661742,1
pira,gn,2015,9,M,4.632443531827516,0.947,9.365673295404708,11.842682800629644,0.07372868751339656,2
allo,twn,2015,9,M,2.433949349760438,0.636,7.515011302921826,11.780186984499071,-0.37526592240042517,1
spad,gn,2015,9,F,5.6563997262149215,0.368,7.720726387037961,11.243054948760866,-0.4693045783999621,6
dann,gn,2015,9,M,2.617385352498289,0,8.140087162785619,11.481578318089838,-0.1342776279690713,16
stre,gn,2015,9,F,6.532511978097194,0.684,8.209772697130989,13.345564769330418,-0.0896756491310908,9
amos,twn,2015,9,M,5.577002053388091,0.636,9.717830450703612,12.587683770930118,-0.0450707852667635,6
pam,twn,2015,9,F,2.521560574948665,0.091,8.167126415537972,13.203302782319046,-0.059304578399962185,6
davi,twn,2015,9,F,2.0150581793292264,1,7.562762250482095,11.654567680544437,0.11360901792962655,1
mole,gn,2015,10,F,2.4969199178644765,0.737,8.43632258409046,10.857967996735276,-0.15028685203322895,1
davi,twn,2015,10,F,2.0971937029431897,1,8.287868760779984,13.280593764284369,-0.24429472362389565,12
allo,twn,2015,10,M,2.516084873374401,0.636,7.6241249405605895,9.1900926331666,-0.17028685203322885,5
bong,tws,2015,10,M,2.4476386036960984,0.696,8.104915576859225,10.193868366884173,-0.21949263060302937,19
dame,tws,2015,10,F,3.7700205338809036,0.957,9.152847432463956,11.885816641017959,-0.5252759127410108,7
keny,twn,2015,10,M,5.683778234086242,0.455,9.004131550032087,12.15945636996112,-0.42939689085928445,5
ropa,gn,2015,10,M,5.817932922655715,0.263,9.482045888445962,12.097363245580054,-0.41370115863465773,5
mayh,gn,2015,10,F,5.587953456536619,0.789,8.459661186680322,13.098548410256548,-0.45370115863465765,5
pira,gn,2015,10,M,4.714579055441479,0.947,8.728303288618237,12.40839344397001,-0.23946105319068955,11
dext,gn,2015,10,M,2.5598904859685145,0.579,NA,11.559749858188251,-0.23939689085928445,20
mole,gn,2015,10,F,2.4969199178644765,0.737,7.133573855826945,11.184828625213735,-0.1342947236238957,3
boyd,tws,2015,10,F,3.5290896646132786,0.217,NA,11.674075831579133,0.16075642777605825,6
onyx,twn,2015,10,M,2.674880219028063,0.909,6.751541035309705,12.295031562111117,-0.20939689085928456,11
mole,gn,2015,10,F,2.4969199178644765,0.737,9.29255386750092,12.257474148393673,-0.0754810605989022,52
dubl,tws,2015,10,M,6.611909650924025,0.957,8.773148366659125,12.90098321025298,0.37570527637610435,2
atom,tws,2015,10,F,6.6447638603696095,0.556,10.020188061687593,13.862894721688281,0.25492921473323654,3
sevi,tws,2015,10,F,2.518822724161533,0.87,9.401729655185468,13.727455699604523,-0.1613324542271428,3
brav,tws,2015,10,M,2.5516769336071183,0.826,NA,13.100796951884982,-0.1362713124866034,8
allo,twn,2015,10,M,2.516084873374401,0.636,8.826153522157211,10.518217760311687,0.050040579305741295,3
safi,twn,2015,10,F,2.6338124572210813,0.818,9.610803605720523,14.533064925163584,0.4347240872589894,16
keny,twn,2015,10,M,5.683778234086242,0.455,9.108639352047582,14.171194130639874,-0.04939689085928453,7
renl,gn,2015,10,M,2.4668035592060233,0.263,9.169090180269798,11.17442458270775,-0.07427762796907139,43
ropa,gn,2015,10,M,5.817932922655715,0.263,NA,13.532447141157968,-0.22065710937724395,1
mayh,gn,2015,10,F,5.587953456536619,0.789,NA,12.71452548235889,-0.18465264785905405,2
burn,tws,2015,10,F,6.625598904859685,0.13,8.2334557523976,13.714477505201263,0.22927398612902747,1
brog,tws,2015,10,F,6.743326488706366,0.826,9.66002488899389,11.834094229058156,0.28050736939697063,2
pam,twn,2015,10,F,2.6036960985626285,0.091,8.807741306483667,15.24753487533807,-0.015265922400425246,3
amos,twn,2015,10,M,5.6591375770020536,0.636,9.563075491693324,13.393038185946612,-0.2098910380749615,2
spad,gn,2015,10,F,5.738535249828884,0.368,7.820791243488634,11.64005146283367,-0.09526592240042521,10
dubl,tws,2015,10,M,6.611909650924025,0.957,8.59909505773504,12.588200055972568,-0.10639098207037342,6
burn,tws,2015,10,F,6.625598904859685,0.13,8.840266499111303,12.979870010239102,0.16238246884688418,8
bike,tws,2015,10,M,6.55441478439425,0.261,9.083373680266265,11.565830506175397,-0.049891038074961466,1
mend,gn,2015,10,F,5.69472963723477,0.737,7.354844893090792,13.677598639788108,0.14866754577285726,21
ropa,gn,2015,10,M,5.817932922655715,0.263,8.14503625322652,13.585741041128612,-0.11943108216893307,50
ting,gn,2015,10,M,4.739219712525667,0.526,8.25874197828081,14.149913884295296,-0.1428932688340563,9
dais,gn,2015,10,F,5.645448323066393,0,7.6407363312515795,10.964031628029216,-0.05527591274101072,2
amos,twn,2015,10,M,5.6591375770020536,0.636,8.994358266532881,12.168705152502675,-0.04535140067454668,13
stel,gn,2015,10,F,2.4394250513347022,0.684,7.054783059796,12.388940410688658,-0.04427762796907135,18
mayh,gn,2015,10,F,5.587953456536619,0.789,8.686799827334163,12.136440857191541,0.16004057930574128,47
peke,tws,2015,10,M,4.791238877481177,0.174,8.026227179536239,11.043046916727835,0.04927398612902739,18
bike,tws,2015,10,M,6.55441478439425,0.261,9.87591944328871,13.565144714110566,0.2937286875133966,0
dame,tws,2015,10,F,3.7700205338809036,0.957,9.100059542376107,11.29277205410691,0.10056891783106695,1
atom,tws,2015,10,F,6.6447638603696095,0.556,9.682147699892031,13.96077048449672,-0.11611404469240645,1
boyd,tws,2015,10,F,3.5290896646132786,0.217,8.973845863977969,10.832131492718386,0.04572237203092862,7
brog,tws,2015,10,F,6.743326488706366,0.826,9.528610491995325,10.984868059260588,0.25473407759957484,5
sevi,tws,2015,10,F,2.518822724161533,0.87,8.717861600892524,12.24412797596177,-0.3376175311531158,4
bike,tws,2015,10,M,6.55441478439425,0.261,8.591144346818815,13.610800263639728,-0.10526592240042522,47
dais,gn,2015,10,F,5.645448323066393,0,9.51363725720958,10.959118980728729,0.09464859932545328,7
dame,tws,2015,10,F,3.7700205338809036,0.957,7.916863835199261,11.507971439079128,0.0523824688468842,49
atom,tws,2015,10,F,6.6447638603696095,0.556,9.473576759463224,13.346086210040102,0.1137286875133966,34
pam,twn,2015,10,F,2.6036960985626285,0.091,8.407590589764753,13.627254694261062,-0.33072601387097256,48
allo,twn,2015,10,M,2.516084873374401,0.636,9.524314791555042,10.13761049525967,0.11056891783106684,12
stre,gn,2015,10,F,6.614647501711157,0.684,9.066080131931505,13.543432138939252,0.027106731165943858,13
sevi,tws,2015,10,F,2.518822724161533,0.87,10.581285578355667,13.26480984429966,-0.4535780821501094,3
tatu,tws,2015,10,M,6.622861054072553,1,9.186736096365326,11.702724182988915,0.14917141220008176,1
pira,gn,2015,10,M,4.714579055441479,0.947,8.50318519435558,12.413917388106231,-0.08072601387097263,42
brog,tws,2015,10,F,6.743326488706366,0.826,9.030367800565092,10.58174298489778,0.2634157379319416,2
davi,twn,2015,10,F,2.0971937029431897,1,7.956716038238181,13.115124877335877,-0.37427762796907127,14
keny,twn,2015,10,M,5.683778234086242,0.455,8.114022548744487,11.304987200979939,-0.09639098207037342,21
onyx,twn,2015,10,M,2.674880219028063,0.909,8.119977555626097,12.943607385431363,-0.3062713124866035,8
dubl,tws,2015,10,M,6.611909650924025,0.957,9.0031220463486,11.80573522064466,0.09464859932545328,21
tatu,tws,2015,10,M,6.622861054072553,1,8.993372793172357,10.65219556809132,0.07604240654297807,2
brav,tws,2015,10,M,2.5516769336071183,0.826,9.15534423827686,12.404387149325085,0.18534735214094594,16
sevi,tws,2015,10,F,2.518822724161533,0.87,10.20882621756599,11.89995285929802,-0.3261140446924065,50
burn,tws,2015,10,F,6.625598904859685,0.13,8.668379015789775,12.569277220221862,-0.054277627969071374,25
brog,tws,2015,10,F,6.743326488706366,0.826,10.087497441236584,13.27991339827003,0.4535893083774934,50
tatu,tws,2015,10,M,6.622861054072553,1,NA,11.047599728584329,0.05021412936764884,20
boyd,tws,2015,10,F,3.5290896646132786,0.217,8.127729654091757,12.580060435622539,-0.1464106916225066,39
dais,gn,2015,10,F,5.645448323066393,0,8.383331664944437,12.586870643074977,-0.00995942069425865,33
ting,gn,2015,10,M,4.739219712525667,0.526,7.8836380164577236,12.346086918069503,-0.24133245422714283,12
spad,gn,2015,10,F,5.738535249828884,0.368,NA,11.322953711312715,-0.14995942069425866,33
dann,gn,2015,10,M,2.6995208761122518,0,7.062462351493101,12.595646429911014,-0.2994310821689331,13
king,twn,2015,10,M,3.9507186858316223,0.364,8.372208969013537,11.186943266624704,-0.3007260138709726,2
ruki,twn,2015,10,M,4.646132785763176,0.273,7.055341962309823,9.719466841860163,-0.04978587063235114,2
bong,tws,2015,10,M,2.4476386036960984,0.696,8.716109619153562,10.366549686060871,-0.033200990620893475,20
fris,tws,2015,10,M,6.631074606433949,0.625,8.676701189711434,11.902757988245318,0.8406031091407156,2
amos,twn,2015,10,M,5.6591375770020536,0.636,8.134582701451462,10.745815221151998,-0.14358940775224005,35
king,twn,2015,10,M,3.9507186858316223,0.364,7.968108502575332,11.177818864693304,-0.14082858779991822,28
allo,twn,2015,10,M,2.516084873374401,0.636,7.841159041182597,11.025166977817824,-0.07028685203322889,14
onyx,twn,2015,10,M,2.674880219028063,0.909,NA,13.374015731995518,-0.17203858348591214,23
dext,gn,2015,10,M,2.5598904859685145,0.579,8.317822789532235,10.675978378353063,-0.17949263060302945,6
stre,gn,2015,10,F,6.614647501711157,0.684,8.541972090034035,11.358244308985208,-0.18924357222394178,7
fris,tws,2015,10,M,6.631074606433949,0.625,9.19083355333853,14.812286599799215,-0.28930457839996215,4
ruki,twn,2015,10,M,4.646132785763176,0.273,8.553219922463235,12.101192175677326,-0.16777139204653435,33
petr,twn,2015,10,F,5.533196440793977,0.091,9.51843238202822,13.71940289284091,-0.12082858779991827,6
safi,twn,2015,10,F,2.6338124572210813,0.818,7.4855544554229105,9.918298817360682,0.0667990093791065,5
stel,gn,2015,10,F,2.4394250513347022,0.684,9.811359028345796,11.59198578019751,0.2357052763761043,3
peke,tws,2015,10,M,4.791238877481177,0.174,9.86590543053617,13.638427575557358,0.07004057930574131,8
blas,tws,2015,10,M,3.698836413415469,0.13,7.800781879598607,11.907447212908925,-0.05670131775451939,28
fris,tws,2015,10,M,6.631074606433949,0.625,10.927100924029261,14.376874614416813,0.13994824646277482,8
davi,twn,2015,10,F,2.0971937029431897,1,NA,11.865597394320497,-0.09321125209051698,29
tesl,tws,2015,10,F,2.617385352498289,1,8.594932122136338,11.618452368001792,-0.0754810605989022,1
safi,twn,2015,10,F,2.6338124572210813,0.818,8.39603473947434,10.817221207348183,-0.11670131775451943,16
petr,twn,2015,10,F,5.533196440793977,0.091,8.84937529194239,12.387636148911135,-0.1893045783999622,21
tesl,tws,2015,10,F,2.617385352498289,1,8.6198196051063,11.172993849995391,-0.05670131775451939,7
kabu,twn,2015,10,F,2.4914442162902124,0.455,NA,10.407643716678912,-0.11155469773985853,21
mend,gn,2015,10,F,5.69472963723477,0.737,8.654078947329355,13.920965568609516,0.27917141220008174,21
dext,gn,2015,10,M,2.5598904859685145,0.579,8.606693787545574,10.17765479902212,-0.08395759345702201,29
ting,gn,2015,10,M,4.739219712525667,0.526,8.29328988520813,10.614081847042689,-0.032038583485912125,21
stel,gn,2015,10,F,2.4394250513347022,0.684,8.6288436925341,11.968923277530795,0.09004057930574132,11
dean,gn,2015,10,M,4.763860369609857,0.211,7.505441352365752,11.829155166249485,-0.07320099062089351,20
stre,gn,2015,10,F,6.614647501711157,0.684,NA,11.961646201007937,-0.06924357222394173,26
brav,tws,2015,10,M,2.5516769336071183,0.826,8.200354393786649,9.338980847675751,-0.13670131775451944,25
dann,gn,2015,10,M,2.6995208761122518,0,8.638019580910624,11.703562431241087,-0.05949263060302941,20
fris,tws,2015,11,M,6.715947980835044,0.625,9.977664342242056,11.696446386033264,0.29252579714164156,20
dubl,tws,2015,11,M,6.69678302532512,0.957,8.73155118206423,10.958867959090568,-0.09670131775451943,34
keny,twn,2015,11,M,5.768651608487337,0.455,9.08059325051452,10.151960033086967,-0.07526592240042519,22
peke,tws,2015,11,M,4.876112251882272,0.174,7.205600563352608,10.687934911993615,-0.043211252090517044,20
allo,twn,2015,11,M,2.6009582477754964,0.636,9.837896932569976,13.99973707014859,-0.34358940775224006,33
tesl,tws,2015,11,F,2.702258726899384,1,8.912170224717595,11.429711547632788,-0.01670131775451941,15
tatu,tws,2015,11,M,6.707734428473648,1,NA,10.871634400546899,0.28050736939697063,19
stel,gn,2015,11,F,2.524298425735797,0.684,9.086245204538109,10.983720107898527,-0.036701317754519486,51
burn,tws,2015,11,F,6.71047227926078,0.13,9.315292462308493,12.53352190927264,0.5106954216000377,40
bong,tws,2015,11,M,2.532511978097194,0.696,9.843761388505547,12.065938814098436,0.03228645797410157,2
bong,tws,2015,11,M,2.532511978097194,0.696,11.2506797556338,11.922348442666198,0.10534735214094598,23
atom,tws,2015,11,F,6.729637234770705,0.556,9.148912298332167,10.957540829331005,0.26572237203092874,21
safi,twn,2015,11,F,2.7186858316221767,0.818,8.359099065110753,12.784817154433815,0.07539863910541877,19
onyx,twn,2015,11,M,2.759753593429158,0.909,7.752985000164265,10.643042945302145,-0.043211252090517044,21
dais,gn,2015,11,F,5.730321697467488,0,11.916764533088186,11.19159483619758,0.10360901792962665,16
spad,gn,2015,11,F,5.823408624229979,0.368,8.973609337206247,13.8801380771439,0.06572237203092864,30
dann,gn,2015,11,M,2.784394250513347,0,12.40544032854434,12.676633236087351,0.05464859932545335,16
king,twn,2015,11,M,4.035592060232717,0.364,7.394772187546052,11.321242380171432,0.03464859932545333,15
kabu,twn,2015,11,F,2.5763175906913074,0.455,8.559596507325058,12.755234925530507,0.20572237203092866,16
petr,twn,2015,11,F,5.618069815195072,0.091,8.817368477847845,12.57301012062293,0.01927398612902748,31
ting,gn,2015,11,M,4.824093086926762,0.526,9.374123155822694,13.061903791421681,0.2080981817526822,35
renl,gn,2015,11,M,2.5516769336071183,0.263,10.584381973879914,15.219157092131866,0.4775945660708514,6
dean,gn,2015,11,M,4.848733744010952,0.211,8.406892863922259,11.435424809198464,-0.036701317754519486,8
mend,gn,2015,11,F,5.779603011635865,0.737,10.521971004998461,15.402648224659675,0.3501747102633826,31
tesl,tws,2015,11,F,2.702258726899384,1,9.806236942142673,13.840656734740856,0.4775945660708514,29
