"group","subj","date","age","year","month","time","sample_number","stdsg_CP","neo_sg","sex","Cr","SG","month.name","mum","bday","weaning","mid","neo_value","neo_CV","neo_plate_number","neo_dilution","neo_date_assayed","neo_note","SG_corr_fac","Cr.plate.number","Cr.date","cp_dilution","cp_run","cp_assay_date","pg.ml_ucp","cp_batch","stdcr_CP","cp_note","month_name","pl","gmd","gm","r","f","m","sl","n_agg_g","n_agg_r","n_obs","mrank","fai","fai_cat","avg_rain","cr_resid"
"gn","stre","2015-09-03",6.53251197809719,2015,9,"2022-03-05 10:06:00",53,7510.929651,410.338593974175,"F",0.66,17,"sep","sput","2009-03-04",3.06091718,"2015-09-15",6.51,3.3,4,40,"2018-01-25",NA,1.57580105212817,2,"2016-10-27",5,5,"11/21/16",4766.42,9,4913.79268,"","sep",0,0.106666666666667,0.0766666666666667,0.29,0.353333333333333,0.123333333333333,0,0,4,300,0.684,7298089.98653846,"low",7.55,0.228057439226369
"twn","keny","2015-09-03",5.60164271047228,2015,9,"2022-03-05 09:24:00",54,2766.496287,428.689322493225,"M",0.33,15,"sep","kayl","2010-02-07",2.453114305,"2015-09-15",6.001,5.5,7,40,"2018-04-17",NA,1.78590785907859,2,"2016-10-27",5,5,"11/21/16",1549.07,9,3193.931222,"","sep",0.0366666666666667,0.0233333333333333,0.02,0.313333333333333,0.383333333333333,0.123333333333333,0,1,2,300,0.455,6504451.17291667,"low",7.55,-0.0534444332087791
"twn","amos","2015-09-04",5.57700205338809,2015,9,"2022-03-05 12:49:00",55,2517.405796,848.822161999398,"M",0.64,27,"sep","ambe","2010-02-16",2.650239562,"2015-09-15",21.388,3.1,7,40,"2018-04-17",NA,0.992171032821439,2,"2016-10-27",10,3,"11/16/16",2537.27,4,2697.460954,"","sep",0.0433333333333333,0.00666666666666667,0.00666666666666667,0.34,0.356666666666667,0.17,0,0,0,300,0.636,6504451.17291667,"low",7.55,-0.0394607285101296
"gn","dean","2015-09-04",4.68172484599589,2015,9,"2022-03-05 09:09:00",56,NA,NA,"M",0.21,9,"sep","desd","2011-01-09",2.302532512,"2015-09-15",NA,NA,NA,NA,NA,NA,2.97651309846432,2,"2016-10-27",2,8,"11/23/16",NA,12,NA,"run neat?","sep",0,0,0,0.383333333333333,0.366666666666667,0.18,0,2,4,300,0.211,7298089.98653846,"low",7.55,-0.0299610624791197
"tws","burn","2015-09-04",6.54346338124572,2015,9,"2022-03-05 11:48:00",57,2968.924284,297.237186284906,"F",0.54,23,"sep","blaz","2009-02-28",2.247775496,"2015-09-15",6.38,7.2,7,40,"2018-04-17",NA,1.16472251679039,2,"2016-10-27",10,3,"11/16/16",2549.04,4,3211.821102,"","sep",0,0,0.02,0.3,0.37,0.213333333333333,0,2,2,300,0.13,13291529.0777778,"low",7.55,-0.0394479554330822
"gn","dean","2015-09-07",4.68172484599589,2015,9,"2022-03-05 10:42:00",58,1511.237463,259.403116531165,"M",0.22,12,"sep","desd","2011-01-09",2.302532512,"2015-09-15",5.81,3.5,6,20,"2018-01-26",NA,2.23238482384824,2,"2016-10-27",5,7,"11/23/16",676.961,10,2093.675761,"","sep",0,0,0,0.383333333333333,0.366666666666667,0.18,0,2,4,300,0.211,7298089.98653846,"low",7.55,-0.0913256831005314
"tws","atom","2015-09-07",6.56262833675565,2015,9,"2022-03-05 14:06:00",59,30766.31999,1370.94828561329,"F",1.6,46,"sep","arte","2009-02-21",2.795345654,"2015-09-15",58.853,10.4,7,40,"2018-04-17",NA,0.582361258395193,2,"2016-10-27",20,1,"11/8/16",52830.3,1,22466.29983,"","sep",0,0.04,0.0233333333333333,0.413333333333333,0.296666666666667,0.173333333333333,0,0,4,300,0.556,13291529.0777778,"low",7.55,0.427170011276822
"gn","ropa","2015-09-07",5.73579739904175,2015,9,"2022-03-05 13:40:00",60,3289.057797,348.609214092141,"M",0.51,33,"sep","robe","2009-12-20",3.529089665,"2015-09-15",10.736,10.8,1,40,"2018-01-11",NA,0.811776299581178,2,"2016-10-27",10,3,"11/16/16",4051.68,4,5405.46946,"","sep",0.00666666666666667,0.0766666666666667,0.0333333333333333,0.406666666666667,0.26,0.173333333333333,0,1,1,300,0.263,7298089.98653846,"low",7.55,-0.321993653081821
"twn","safi","2015-09-07",2.55167693360712,2015,9,"2022-03-05 12:00:00",61,3722.156689,111.635476718404,"F",0.34,11,"sep","saph","2013-02-25",1.741273101,"2015-09-15",1.146,11.7,8,40,"2018-04-25",NA,2.43532889874353,2,"2016-10-27",5,7,"11/23/16",1528.4,10,3058.627355,"","sep",0,0.01875,0.08125,0.2875,0.321875,0.15,0,1,0,320,0.818,6504451.17291667,"low",7.55,0.0525463159384766
"twn","amos","2015-09-07",5.57700205338809,2015,9,"2022-03-05 11:40:00",62,2842.822229,NA,"M",0.39,19,"sep","ambe","2010-02-16",2.650239562,"2015-09-15",NA,NA,NA,NA,NA,NA,1.40992725716731,2,"2016-10-27",5,7,"11/23/16",2016.29,10,3517.68418,"","sep",0.0433333333333333,0.00666666666666667,0.00666666666666667,0.34,0.356666666666667,0.17,0,0,0,300,0.636,6504451.17291667,"low",7.55,-0.0907758569992987
"gn","renl","2015-09-07",2.38466803559206,2015,9,"2022-03-05 14:05:00",63,2251.99052,342.379967479675,"M",0.46,25,"sep","robe","2013-04-27",1.834360027,"2015-09-15",7.988,7.9,1,40,"2018-01-11",NA,1.07154471544715,2,"2016-10-27",10,3,"11/16/16",2101.63,4,3108.614611,"","sep",0,0.04,0.01,0.356666666666667,0.306666666666667,0.24,0,0,0,300,0.263,7298089.98653846,"low",7.55,-0.169286757641198
"twn","pam","2015-09-07",2.52156057494867,2015,9,"2022-03-05 09:47:00",64,10614.92681,187.835485413678,"F",0.31,17,"sep","park","2013-03-08",1.796030116,"2015-09-15",2.98,7.8,8,40,"2018-04-25",NA,1.57580105212817,2,"2016-10-27",5,7,"11/23/16",6736.21,10,14785.0358,"","sep",0,0.09,0.06,0.23,0.303333333333333,0.193333333333333,0,0,2,300,0.091,6504451.17291667,"low",7.55,-0.121942560773631
"twn","petr","2015-09-07",5.45106091718001,2015,9,"2022-03-05 11:30:00",65,7535.069968,780.376792313378,"F",0.84,33,"sep","park","2010-04-03",2.565366188,"2015-09-15",24.033,14.3,8,40,"2018-04-25",NA,0.811776299581178,2,"2016-10-27",10,3,"11/16/16",9282.2,4,7518.653871,"","sep",0,0.0535117056856187,0.0702341137123746,0.25752508361204,0.344481605351171,0.163879598662207,0,0,0,299,0.091,6504451.17291667,"low",7.55,0.00800634691817929
"gn","mend","2015-09-08",5.61259411362081,2015,9,"2022-03-05 09:42:00",66,1344.601098,NA,"F",0.15,9,"sep","merl","2010-02-03",2.236824093,"2015-09-15",NA,NA,NA,NA,NA,NA,2.97651309846432,2,"2016-10-27",2,8,"11/23/16",451.737,12,2049.09862,"","sep",0,0,0.0533333333333333,0.256666666666667,0.483333333333333,0.16,0,1,0,300,0.737,7298089.98653846,"low",7.55,-0.0899610624791196
"gn","renl","2015-09-08",2.38466803559206,2015,9,"2022-03-05 10:44:00",67,1923.865359,333.576528808766,"M",0.31,23,"sep","robe","2013-04-27",1.834360027,"2015-09-15",7.16,4.2,1,40,"2018-01-11",NA,1.16472251679039,2,"2016-10-27",10,3,"11/16/16",1651.78,4,3625.42534,"","sep",0,0.04,0.01,0.356666666666667,0.306666666666667,0.24,0,0,0,300,0.263,7298089.98653846,"low",7.55,-0.269447955433082
"gn","ropa","2015-09-08",5.73579739904175,2015,9,"2022-03-05 12:11:00",68,2641.04754,485.607145913564,"M",0.8,38,"sep","robe","2009-12-20",3.529089665,"2015-09-15",17.221,5.8,1,40,"2018-01-11",NA,0.704963628583654,2,"2016-10-27",20,1,"11/8/16",3746.36,1,3186.309638,"","sep",0.00666666666666667,0.0766666666666667,0.0333333333333333,0.406666666666667,0.26,0.173333333333333,0,1,1,300,0.263,7298089.98653846,"low",7.55,-0.16140870810134
"twn","safi","2015-09-09",2.55167693360712,2015,9,"2022-03-05 09:13:00",69,2631.687033,242.322183507549,"F",0.18,7,"sep","saph","2013-02-25",1.741273101,"2015-09-15",1.583,10.8,8,40,"2018-04-25",NA,3.82694541231127,2,"2016-10-27",2,8,"11/23/16",687.673,12,2599.428788,"","sep",0,0.01875,0.08125,0.2875,0.321875,0.15,0,1,0,320,0.818,6504451.17291667,"low",7.55,-0.0128036095575318
"gn","mole","2015-09-09",2.41478439425051,2015,9,"2022-03-05 11:56:00",70,2698.545599,179.204206433369,"F",0.32,23,"sep","merl","2013-04-16",1.467488022,"2015-09-15",7.693,4.6,6,20,"2018-01-26",NA,1.16472251679039,2,"2016-10-27",10,3,"11/16/16",2316.9,4,4926.355716,"","sep",0.00333333333333333,0.0266666666666667,0.0666666666666667,0.253333333333333,0.353333333333333,0.23,0,0,2,300,0.737,7298089.98653846,"low",7.55,-0.259447955433082
"gn","spad","2015-09-10",5.65639972621492,2015,9,"2022-03-05 10:43:00",71,6296.218157,457.527269647697,"F",1.19,48,"sep","spik","2010-01-18",2.258726899,"2015-09-15",20.495,3.5,5,40,"2018-01-25",NA,0.55809620596206,2,"2016-10-27",20,1,"11/8/16",11281.6,1,6450.482367,"","sep",0,0.0866666666666667,0.0733333333333333,0.293333333333333,0.323333333333333,0.18,0,0,0,300,0.368,7298089.98653846,"low",7.55,-0.0365232305306776
"tws","dubl","2015-09-10",6.52977412731006,2015,9,"2022-03-05 10:50:00",72,8065.77809,1268.07700646237,"M",2.05,39,"sep","dixi","2009-03-05",2.321697467,"2015-09-15",46.153,6.5,8,40,"2018-04-25",NA,0.68688763810715,2,"2016-10-27",20,1,"11/8/16",11742.5,1,3897.401646,"","sep",0.03,0.00666666666666667,0.00666666666666667,0.41,0.38,0.103333333333333,0.00333333333333333,4,4,300,0.957,13291529.0777778,"low",7.55,1.06245690439914
"gn","mend","2015-09-10",5.61259411362081,2015,9,"2022-03-05 13:58:00",73,1714.907816,183.540301974448,"F",0.37,14,"sep","merl","2010-02-03",2.236824093,"2015-09-15",2.398,10,4,40,"2018-01-25",NA,1.91347270615563,2,"2016-10-27",5,7,"11/23/16",896.228,10,1648.106379,"","sep",0,0,0.0533333333333333,0.256666666666667,0.483333333333333,0.16,0,1,0,300,0.737,7298089.98653846,"low",7.55,0.0106789423258408
"twn","ruki","2015-09-11",4.56399726214921,2015,9,"2022-03-05 08:10:00",74,4286.382966,333.046302748742,"M",0.51,21,"sep","rave","2011-02-21",2.770704997,"2015-09-15",6.527,18.4,19,40,"2018-05-16",NA,1.27564847077042,2,"2016-10-27",5,7,"11/23/16",3360.16,10,4482.891605,"","sep",0.0566666666666667,0,0.01,0.28,0.356666666666667,0.2,0,0,2,300,0.273,6504451.17291667,"low",7.55,-0.0199443218857824
"gn","spor","2015-09-14",2.02053388090349,2015,9,"2022-03-05 09:40:00",75,47013.67873,NA,"F",0.79,31,"sep","spik","2013-09-07",2.168377823,"2015-09-15",NA,NA,NA,NA,NA,NA,0.864148964070286,2,"2016-10-27",10,3,"11/16/16",54404.6,4,46857.2705,"","sep",0,0.112956810631229,0.0199335548172757,0.299003322259136,0.315614617940199,0.209302325581395,0,0,0,301,0.368,7298089.98653846,"low",7.55,0.00918582376955908
"tws","bike","2015-09-14",6.47227926078029,2015,9,"2022-03-05 16:49:00",76,2497.140411,250.836011477762,"M",0.27,17,"sep","bif","2009-03-26",2.264202601,"2015-09-15",7.959,6.2,19,20,"2018-05-16",NA,1.57580105212817,2,"2016-10-27",5,7,"11/23/16",1584.68,10,3993.431774,"","sep",0.00666666666666667,0.0166666666666667,0.01,0.416666666666667,0.333333333333333,0.166666666666667,0,1,2,300,0.261,13291529.0777778,"low",7.55,-0.161942560773631
"gn","dext","2015-09-15",2.47775496235455,2015,9,"2022-03-05 12:00:00",77,898.281162,NA,"M",0.77,41,"sep","dj","2013-03-24",1.80698152,"2015-09-15",NA,NA,NA,NA,NA,NA,0.653380924053143,2,"2016-10-27",20,1,"11/8/16",1374.82,1,1214.852558,"","sep",0,0.0100334448160535,0,0.31438127090301,0.414715719063545,0.193979933110368,0,1,0,299,0.579,7298089.98653846,"low",7.55,-0.270063247095499
"tws","tatu","2015-09-16",6.54072553045859,2015,9,"2022-03-05 11:21:00",78,11672.57855,791.836978756884,"M",1.64,31,"sep","twin","2009-03-01",2.945927447,"2015-09-15",22.908,8.4,8,40,"2018-04-25",NA,0.864148964070286,2,"2016-10-27",10,3,"11/16/16",13507.6,4,5604.060301,"","sep",0,0.0166666666666667,0.00333333333333333,0.443333333333333,0.283333333333333,0.18,0.00333333333333333,0,0,300,1,13291529.0777778,"low",7.55,0.859185823769559
"tws","brog","2015-09-16",6.6611909650924,2015,9,"2022-03-05 14:39:00",79,28919.52112,1419.85978000956,"F",2.2,51,"sep","bow","2009-01-16",2.516084873,"2015-09-15",67.578,6.3,8,40,"2018-04-25",NA,0.525267017376056,2,"2016-10-27",20,1,"11/8/16",55056.8,1,17027.72946,"","sep",0,0.00333333333333333,0.0166666666666667,0.423333333333333,0.263333333333333,0.21,0,2,0,300,0.826,13291529.0777778,"low",7.55,0.892308465519044
"tws","bike","2015-09-17",6.47227926078029,2015,9,"2022-03-05 12:30:00",80,13146.73026,NA,"M",0.71,31,"sep","bif","2009-03-26",2.264202601,"2015-09-15",NA,NA,NA,NA,NA,NA,0.864148964070286,2,"2016-10-27",10,3,"11/16/16",15213.5,4,14579.38641,"","sep",0.00666666666666667,0.0166666666666667,0.01,0.416666666666667,0.333333333333333,0.166666666666667,0,1,2,300,0.261,13291529.0777778,"low",7.55,-0.070814176230441
"twn","petr","2015-09-17",5.45106091718001,2015,9,"2022-03-05 12:38:00",81,6070.545405,NA,"F",0.33,23,"sep","park","2010-04-03",2.565366188,"2015-09-15",NA,NA,NA,NA,NA,NA,1.16472251679039,2,"2016-10-27",10,3,"11/16/16",5212.01,4,10746.31971,"","sep",0,0.0535117056856187,0.0702341137123746,0.25752508361204,0.344481605351171,0.163879598662207,0,0,0,299,0.091,6504451.17291667,"low",7.55,-0.249447955433082
"tws","atom","2015-09-17",6.56262833675565,2015,9,"2022-03-05 16:17:00",82,4194.9279,269.136314363144,"F",0.86,30,"sep","arte","2009-02-21",2.795345654,"2015-09-15",7.535,2.2,8,40,"2018-04-25",NA,0.892953929539295,2,"2016-10-27",10,3,"11/16/16",4697.81,4,3716.767999,"","sep",0,0.04,0.0233333333333333,0.413333333333333,0.296666666666667,0.173333333333333,0,0,4,300,0.556,13291529.0777778,"low",7.55,0.104649873947443
"tws","bike","2015-09-17",6.47227926078029,2015,9,"2022-03-05 16:49:00",83,1594.192883,473.578116531165,"M",0.37,12,"sep","bif","2009-03-26",2.264202601,"2015-09-15",10.607,8.4,19,20,"2018-05-16",NA,2.23238482384824,2,"2016-10-27",5,7,"11/23/16",714.121,10,1313.223171,"","sep",0.00666666666666667,0.0166666666666667,0.01,0.416666666666667,0.333333333333333,0.166666666666667,0,1,2,300,0.261,13291529.0777778,"low",7.55,0.0586743168994686
"twn","amos","2015-09-17",5.57700205338809,2015,9,"2022-03-05 14:50:00",84,1736.635601,419.425160462131,"M",0.38,19,"sep","ambe","2010-02-16",2.650239562,"2015-09-15",7.437,7.7,19,40,"2018-05-16",NA,1.40992725716731,2,"2016-10-27",5,7,"11/23/16",1231.72,10,2205.448156,"","sep",0.0433333333333333,0.00666666666666667,0.00666666666666667,0.34,0.356666666666667,0.17,0,0,0,300,0.636,6504451.17291667,"low",7.55,-0.100775856999299
"tws","tatu","2015-09-18",6.54072553045859,2015,9,"2022-03-05 11:07:00",85,2296.875232,178.565272938444,"M",0.54,14,"sep","twin","2009-03-01",2.945927447,"2015-09-15",2.333,20.5,8,40,"2018-04-25",NA,1.91347270615563,2,"2016-10-27",5,7,"11/23/16",1200.37,10,1512.480658,"","sep",0,0.0166666666666667,0.00333333333333333,0.443333333333333,0.283333333333333,0.18,0.00333333333333333,0,0,300,1,13291529.0777778,"low",7.55,0.180678942325841
"tws","bong","2015-09-18",2.36550308008214,2015,9,"2022-03-05 12:20:00",86,3260.581984,428.274991869919,"M",0.64,25,"sep","bonn","2013-05-04",1.971252567,"2015-09-15",9.992,4.8,8,40,"2018-04-25",NA,1.07154471544715,2,"2016-10-27",10,3,"11/16/16",3042.88,4,3234.992724,"","sep",0.03,0.02,0,0.276666666666667,0.313333333333333,0.236666666666667,0,3,2,300,0.696,13291529.0777778,"low",7.55,0.0107132423588021
"tws","boyd","2015-09-22",3.44695414099932,2015,9,"2022-03-05 11:11:00",87,2272.335583,108.547479674797,"F",0.66,30,"sep","buai","2012-04-04",2.740588638,"2015-09-15",3.039,0.9,8,40,"2018-04-25",NA,0.892953929539295,2,"2016-10-27",10,3,"11/16/16",2544.74,4,2623.420678,"","sep",0.0133333333333333,0.0333333333333333,0.0233333333333333,0.35,0.273333333333333,0.19,0,1,6,300,0.217,13291529.0777778,"low",7.55,-0.095350126052557
"twn","ruki","2015-09-22",4.56399726214921,2015,9,"2022-03-05 11:40:00",88,1846.062259,274.650304878049,"M",0.89,32,"sep","rave","2011-02-21",2.770704997,"2015-09-15",8.202,6.1,18,40,"2018-05-15",NA,0.837144308943089,2,"2016-10-27",10,3,"11/16/16",2205.19,4,1685.871482,"","sep",0.0566666666666667,0,0.01,0.28,0.356666666666667,0.2,0,0,2,300,0.273,6504451.17291667,"low",7.55,0.0836379814264712
"twn","safi","2015-09-22",2.55167693360712,2015,9,"2022-03-05 11:40:00",89,3267.472666,207.652377432865,"F",0.74,33,"sep","saph","2013-02-25",1.741273101,"2015-09-15",6.395,5.3,8,40,"2018-04-25",NA,0.811776299581178,2,"2016-10-27",10,3,"11/16/16",4025.09,4,3700.942453,"","sep",0,0.01875,0.08125,0.2875,0.321875,0.15,0,1,0,320,0.818,6504451.17291667,"low",7.55,-0.0919936530818207
"tws","fris","2015-09-24",6.54893908281999,2015,9,"2022-03-05 11:45:00",90,8015.844794,227.12626641651,"M",0.8,26,"sep","flet","2009-02-26",1.418206708,"2015-09-15",5.511,20.8,8,40,"2018-04-25",NA,1.03033145716073,2,"2016-10-27",10,3,"11/16/16",7779.87,4,6616.842686,"","sep",0,0.012448132780083,0.037344398340249,0.493775933609959,0.282157676348548,0.128630705394191,0,5,7,241,0.625,13291529.0777778,"low",7.55,0.145668153006938
"tws","boyd","2015-09-25",3.44695414099932,2015,9,"2022-03-05 14:55:00",91,2952.339011,164.292001049043,"F",0.59,31,"sep","buai","2012-04-04",2.740588638,"2015-09-15",4.753,11.4,8,40,"2018-04-25",NA,0.864148964070286,2,"2016-10-27",10,3,"11/16/16",3416.47,4,3939.980354,"","sep",0.0133333333333333,0.0333333333333333,0.0233333333333333,0.35,0.273333333333333,0.19,0,1,6,300,0.217,13291529.0777778,"low",7.55,-0.190814176230441
"tws","bong","2015-09-28",2.36550308008214,2015,9,"2022-03-05 09:43:00",92,5643.509424,182.357427937916,"M",0.58,22,"sep","bonn","2013-05-04",1.971252567,"2015-09-15",3.744,20.1,8,40,"2018-04-25",NA,1.21766444937177,2,"2016-10-27",10,3,"11/16/16",4634.7,4,5437.034525,"","sep",0.03,0.02,0,0.276666666666667,0.313333333333333,0.236666666666667,0,3,2,300,0.696,13291529.0777778,"low",7.55,0.0253457574231697
"tws","burn","2015-09-28",6.54346338124572,2015,9,"2022-03-05 09:24:00",93,1583.094523,127.147240051348,"F",0.73,38,"sep","blaz","2009-02-28",2.247775496,"2015-09-15",4.509,15.6,8,40,"2018-04-25",NA,0.704963628583654,2,"2016-10-27",20,9,"11/24/16",2245.64,14,2093.079537,"redo, CV's too hi, originally in batch 1, run 1","sep",0,0,0.02,0.3,0.37,0.213333333333333,0,2,2,300,0.13,13291529.0777778,"low",7.55,-0.23140870810134
"tws","dame","2015-09-28",3.68788501026694,2015,9,"2022-03-05 12:00:00",94,4371.798261,82.5833559168925,"F",0.32,18,"sep","dixi","2012-01-07",1.869952088,"2015-09-15",5.549,9.6,18,10,"2018-05-15",NA,1.48825654923216,2,"2016-10-27",5,7,"11/23/16",2937.53,10,6245.982868,"","sep",0,0.0666666666666667,0.06,0.33,0.253333333333333,0.2,0,4,5,300,0.957,13291529.0777778,"low",7.55,-0.136317312803863
"tws","bike","2015-09-28",6.47227926078029,2015,9,"2022-03-05 10:00:00",95,6730.926605,74.4169329969162,"M",0.61,29,"sep","bif","2009-03-26",2.264202601,"2015-09-15",2.014,17.3,8,40,"2018-04-25",NA,0.923745444350995,2,"2016-10-27",10,3,"11/16/16",7286.56,4,8127.578387,"","sep",0.00666666666666667,0.0166666666666667,0.01,0.416666666666667,0.333333333333333,0.166666666666667,0,1,2,300,0.261,13291529.0777778,"low",7.55,-0.119969868039877
"gn","dean","2015-09-29",4.68172484599589,2015,9,"2022-03-05 10:57:00",96,2651.215935,277.530081300813,"M",0.09,3,"sep","desd","2011-01-09",2.302532512,"2015-09-15",1.554,9.9,6,20,"2018-01-26",NA,8.92953929539295,2,"2016-10-27",2,8,"11/23/16",296.904,12,2244.615696,"","sep",0,0,0,0.383333333333333,0.366666666666667,0.18,0,2,4,300,0.211,7298089.98653846,"low",7.55,-0.00949420969680408
"tws","bong","2015-09-29",2.36550308008214,2015,9,"2022-03-05 11:20:00",97,3782.499268,NA,"M",0.41,20,"sep","bonn","2013-05-04",1.971252567,"2015-09-15",NA,NA,NA,NA,NA,NA,1.33943089430894,3,"2016-10-28",5,7,"11/23/16",2823.96,10,4686.440857,"","sep",0.03,0.02,0,0.276666666666667,0.313333333333333,0.236666666666667,0,3,2,300,0.696,13291529.0777778,"low",7.55,-0.0953181933599386
"gn","stre","2015-09-29",6.53251197809719,2015,9,"2022-03-05 11:10:00",98,NA,NA,"F",NA,NA,"sep","sput","2009-03-04",3.06091718,"2015-09-15",NA,NA,NA,NA,NA,NA,NA,3,"2016-10-28",NA,NA,"",NA,NA,NA,"","sep",0,0.106666666666667,0.0766666666666667,0.29,0.353333333333333,0.123333333333333,0,0,4,300,0.684,7298089.98653846,"low",7.55,NA
"twn","amos","2015-09-29",5.57700205338809,2015,9,"2022-03-05 11:05:00",99,2696.29931,148.869956513519,"M",0.96,43,"sep","ambe","2010-02-16",2.650239562,"2015-09-15",5.974,0.6,8,40,"2018-04-25",NA,0.622991113632067,3,"2016-10-28",20,1,"11/8/16",4327.99,1,3067.492235,"","sep",0.0433333333333333,0.00666666666666667,0.00666666666666667,0.34,0.356666666666667,0.17,0,0,0,300,0.636,6504451.17291667,"low",7.55,-0.132918567250959
"gn","spad","2015-09-29",5.65639972621492,2015,9,"2022-03-05 14:21:00",100,2255.571861,NA,"F",1.27,54,"sep","spik","2010-01-18",2.258726899,"2015-09-15",NA,NA,NA,NA,NA,NA,0.49608551641072,3,"2016-10-28",20,1,"11/8/16",4546.74,1,2435.93029,"","sep",0,0.0866666666666667,0.0733333333333333,0.293333333333333,0.323333333333333,0.18,0,0,0,300,0.368,7298089.98653846,"low",7.55,-0.119613967918072
"gn","pira","2015-09-29",4.63244353182752,2015,9,"2022-03-05 16:10:00",101,3364.826207,659.703201219512,"M",0.88,32,"sep","pinc","2011-01-27",1.35797399,"2015-09-15",19.701,3.3,1,40,"2018-01-11",NA,0.837144308943089,3,"2016-10-28",10,3,"11/16/16",4019.41,4,3107.764439,"","sep",0,0,0,0.293333333333333,0.463333333333333,0.176666666666667,0,2,4,300,0.947,7298089.98653846,"low",7.55,0.0736379814264712
"twn","allo","2015-09-30",2.43394934976044,2015,9,"2022-03-05 09:01:00",102,3378.285813,182.912682926829,"M",0.38,30,"sep","ambe","2013-04-09",3.394934976,"2015-09-15",5.121,10.5,8,40,"2018-04-25",NA,0.892953929539295,3,"2016-10-28",10,3,"11/16/16",3783.27,4,6774.109249,"","sep",0.0838926174496644,0.00671140939597315,0,0.231543624161074,0.432885906040268,0.134228187919463,0,0,1,298,0.636,6504451.17291667,"low",7.55,-0.375350126052557
"gn","spad","2015-09-30",5.65639972621492,2015,9,"2022-03-05 09:52:00",103,2842.651863,210.945483288166,"F",0.44,36,"sep","spik","2010-01-18",2.258726899,"2015-09-15",7.087,12.5,1,40,"2018-01-11",NA,0.74412827461608,3,"2016-10-28",10,3,"11/16/16",3820.11,4,5907.33566,"","sep",0,0.0866666666666667,0.0733333333333333,0.293333333333333,0.323333333333333,0.18,0,0,0,300,0.368,7298089.98653846,"low",7.55,-0.46939130959792
"gn","dann","2015-09-30",2.61738535249829,2015,9,"2022-03-05 10:50:00",104,3816.265291,282.104752970607,"M",0.52,26,"sep","daff","2013-02-01",1.552361396,"2015-09-15",6.845,17.8,6,40,"2018-01-26",NA,1.03033145716073,3,"2016-10-28",10,3,"11/16/16",3703.92,4,4846.483189,"","sep",0,0.0125,0.003125,0.3875,0.3,0.240625,0,0,5,320,0,7298089.98653846,"low",7.55,-0.134331846993062
"gn","stre","2015-09-30",6.53251197809719,2015,9,"2022-03-05 08:49:00",105,10745.19962,296.065524995676,"F",1.11,47,"sep","sput","2009-03-04",3.06091718,"2015-09-15",12.986,5.8,5,40,"2018-01-25",NA,0.569970593322955,3,"2016-10-28",20,1,"11/8/16",18852.2,1,11555.99955,"","sep",0,0.106666666666667,0.0766666666666667,0.29,0.353333333333333,0.123333333333333,0,0,4,300,0.684,7298089.98653846,"low",7.55,-0.0896347135443256
"twn","amos","2015-09-30",5.57700205338809,2015,9,"2022-03-05 12:28:00",106,6686.129925,842.089899937461,"M",1.29,52,"sep","ambe","2010-02-16",2.650239562,"2015-09-15",40.865,13.2,8,40,"2018-04-25",NA,0.515165728580363,3,"2016-10-28",20,1,"11/8/16",12978.6,1,6845.522367,"","sep",0.0433333333333333,0.00666666666666667,0.00666666666666667,0.34,0.356666666666667,0.17,0,0,0,300,0.636,6504451.17291667,"low",7.55,-0.0449152201281246
"twn","pam","2015-09-30",2.52156057494867,2015,9,"2022-03-05 09:46:00",107,9524.1722,287.441869918699,"F",0.85,36,"sep","park","2013-03-08",1.796030116,"2015-09-15",9.657,20.4,8,40,"2018-04-25",NA,0.74412827461608,3,"2016-10-28",10,3,"11/16/16",12799.1,4,10245.40104,"","sep",0,0.09,0.06,0.23,0.303333333333333,0.193333333333333,0,0,2,300,0.091,6504451.17291667,"low",7.55,-0.0593913095979201
